event_id,timestamp,event_type,severity,prediction,anomaly_score,threat_type,threat_level,threat_score,detection_reason,failed_login_attempts,malware_detected,cvss_score,threat_confidence_score,confidence_level,confidence_reason
EVT05429,2026-01-19 20:25:00,Credential Dumping,High,Normal,0.0327196305566568,Credential Theft,High,3,Credential theft indicator + Malware indicator present,0,Yes,8.0,56.17,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05430,2026-01-19 20:30:00,Account Lockout,High,Normal,0.0458049780367667,Suspicious Activity,Medium,2,No major suspicious indicators,8,No,7.8,63.74,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT05431,2026-01-19 20:35:00,SQL Injection Attempt,High,Normal,0.0554129239467011,SQL Injection,High,3,SQL injection indicator,8,No,6.6,58.81,Moderate,moderate anomaly evidence + high failed-login activity
EVT05432,2026-01-19 20:40:00,Configuration Change,Critical,Normal,0.1193718778393085,Configuration Change,High,3,No major suspicious indicators,0,No,6.3,28.22,Low,limited supporting security evidence
EVT05433,2026-01-19 20:45:00,File Access,Low,Normal,0.1407667581191771,File Activity,Low,1,No major suspicious indicators,0,No,7.4,25.61,Low,high CVSS
EVT05434,2026-01-19 20:50:00,DNS Tunneling Detected,Medium,Normal,0.0429762368112844,DNS Tunneling,Low,1,No major suspicious indicators,8,No,4.8,57.75,Moderate,moderate anomaly evidence + high failed-login activity
EVT05435,2026-01-19 20:55:00,USB Device Connected,Medium,Normal,0.1159719842247127,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,7.7,32.14,Low,high CVSS
EVT05436,2026-01-19 21:00:00,Account Lockout,Critical,Suspicious,-0.0284027926074191,Suspicious Activity,Critical,4,ML anomaly detected + Malware indicator present,4,Yes,5.7,72.9,High,strong anomaly evidence + malware detected
EVT05437,2026-01-19 21:05:00,Malware Detection,High,Normal,0.1490343618057862,Malware,Medium,2,Malware event detected,0,No,2.0,11.66,Low,limited supporting security evidence
EVT05438,2026-01-19 21:10:00,Privilege Escalation,High,Normal,0.1360064817576129,Privilege Escalation,High,3,No major suspicious indicators,1,No,8.2,30.37,Low,high CVSS
EVT05439,2026-01-19 21:15:00,Malware Detection,Medium,Normal,0.1457203489835496,Malware,Low,1,Malware event detected,0,No,4.2,17.33,Low,limited supporting security evidence
EVT05440,2026-01-19 21:20:00,Privilege Escalation,Critical,Normal,0.0991284991147393,Privilege Escalation,High,3,No major suspicious indicators,0,No,2.3,24.11,Low,limited supporting security evidence
EVT05441,2026-01-19 21:25:00,VPN Connection,Medium,Normal,0.1001344157503616,VPN Activity,Low,1,No major suspicious indicators,0,No,4.2,28.1,Low,limited supporting security evidence
EVT05442,2026-01-19 21:30:00,DDoS Attempt,Medium,Normal,0.1449488362408421,DDoS,High,3,DDoS indicator + Critical CVSS score (9.3),0,No,9.3,28.85,Low,high CVSS
EVT05443,2026-01-19 21:35:00,USB Device Connected,Medium,Normal,0.0858468581942996,Suspicious Device Activity,Low,1,No major suspicious indicators,1,No,3.8,32.44,Low,limited supporting security evidence
EVT05444,2026-01-19 21:40:00,Ransomware Detected,High,Normal,0.0392006571692957,Ransomware,Critical,4,Ransomware event detected + Malware indicator present,0,Yes,6.7,51.75,Moderate,moderate anomaly evidence + malware detected
EVT05445,2026-01-19 21:45:00,DNS Tunneling Detected,Critical,Normal,0.1001863516043449,DNS Tunneling,High,3,No major suspicious indicators,0,No,5.0,29.86,Low,limited supporting security evidence
EVT05446,2026-01-19 21:50:00,Privilege Escalation,Medium,Normal,0.0927265640213486,Privilege Escalation,High,3,Critical CVSS score (9.9),0,No,9.9,42.51,Moderate,high CVSS
EVT05447,2026-01-19 21:55:00,VPN Connection,Medium,Normal,0.1159173297474177,VPN Activity,Low,1,No major suspicious indicators,0,No,0.9,17.04,Low,limited supporting security evidence
EVT05448,2026-01-19 22:00:00,Brute Force,High,Normal,0.0784625120057855,Brute Force,Medium,2,Authentication attack indicator + Critical CVSS score (9.8),0,No,9.8,45.66,Moderate,moderate anomaly evidence + high CVSS
EVT05449,2026-01-19 22:05:00,Web Shell Detected,Low,Normal,0.0718173390465648,Web Shell,Medium,2,No major suspicious indicators,1,No,7.5,43.97,Moderate,moderate anomaly evidence + high CVSS
EVT05450,2026-01-19 22:10:00,VPN Connection,High,Normal,0.1110456396914808,VPN Activity,Medium,2,No major suspicious indicators,0,No,1.6,19.74,Low,limited supporting security evidence
EVT05451,2026-01-19 22:15:00,Data Exfiltration Attempt,Critical,Suspicious,-0.0132075709438623,Data Exfiltration,Critical,4,ML anomaly detected + Malware indicator present,0,Yes,8.5,68.13,Moderate,strong anomaly evidence + high CVSS + malware detected
EVT05452,2026-01-19 22:20:00,Data Exfiltration Attempt,Medium,Normal,0.058996258405266,Data Exfiltration,High,3,Malware indicator present,0,Yes,3.3,39.52,Low,moderate anomaly evidence + malware detected
EVT05453,2026-01-19 22:25:00,Data Exfiltration Attempt,Low,Normal,0.0226548026065089,Data Exfiltration,High,3,Malware indicator present,0,Yes,4.7,51.21,Moderate,moderate anomaly evidence + malware detected
EVT05454,2026-01-19 22:30:00,Credential Dumping,Medium,Normal,0.1296445374508369,Credential Theft,High,3,Credential theft indicator,0,No,2.9,18.24,Low,limited supporting security evidence
EVT05455,2026-01-19 22:35:00,Web Shell Detected,Medium,Normal,0.0135412996803205,Web Shell,Medium,2,No major suspicious indicators,8,No,7.0,69.59,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT05456,2026-01-19 22:40:00,Brute Force,Medium,Normal,0.1158520123425018,Brute Force,Low,1,Authentication attack indicator,0,No,3.3,22.39,Low,limited supporting security evidence
EVT05457,2026-01-19 22:45:00,Privilege Escalation,Medium,Normal,0.0425961601333353,Privilege Escalation,High,3,Malware indicator present,0,Yes,8.3,54.5,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05458,2026-01-19 22:50:00,Phishing Email,Low,Normal,0.0781795626511854,Phishing,Medium,2,Phishing indicator,3,No,7.9,47.06,Moderate,moderate anomaly evidence + high CVSS
EVT05459,2026-01-19 22:55:00,Lateral Movement Detected,Medium,Normal,0.071234315680116,Lateral Movement,Medium,2,No major suspicious indicators,8,No,5.6,52.85,Moderate,moderate anomaly evidence + high failed-login activity
EVT05460,2026-01-19 23:00:00,Phishing Email,Medium,Normal,0.1414904082229719,Phishing,Medium,2,Phishing indicator,0,No,6.0,22.33,Low,limited supporting security evidence
EVT05461,2026-01-19 23:05:00,Account Lockout,Critical,Normal,0.0633328957435841,Suspicious Activity,High,3,No major suspicious indicators,0,No,8.1,45.46,Moderate,moderate anomaly evidence + high CVSS
EVT05462,2026-01-19 23:10:00,USB Device Connected,Low,Normal,0.0804040563362448,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,3.7,31.65,Low,limited supporting security evidence
EVT05463,2026-01-19 23:15:00,Lateral Movement Detected,Medium,Normal,0.0843394802254371,Lateral Movement,Medium,2,Critical CVSS score (9.0),0,No,9.0,42.5,Moderate,high CVSS
EVT05464,2026-01-19 23:20:00,Phishing Email,Medium,Normal,0.1506555167897088,Phishing,Medium,2,Phishing indicator,1,No,5.5,20.91,Low,limited supporting security evidence
EVT05465,2026-01-19 23:25:00,USB Device Connected,High,Normal,0.1148914739935502,Suspicious Device Activity,Medium,2,No major suspicious indicators,0,No,6.0,28.61,Low,limited supporting security evidence
EVT05466,2026-01-19 23:30:00,Credential Dumping,High,Normal,0.1507083907634331,Credential Theft,High,3,Credential theft indicator,0,No,4.2,16.15,Low,limited supporting security evidence
EVT05467,2026-01-19 23:35:00,Login Success,Low,Normal,0.0628988143225209,Normal Activity,Normal,0,No major suspicious indicators,4,No,4.1,44.08,Moderate,moderate anomaly evidence
EVT05468,2026-01-19 23:40:00,Credential Dumping,High,Normal,0.1065005733745081,Credential Theft,High,3,Credential theft indicator,0,No,4.2,26.59,Low,limited supporting security evidence
EVT05469,2026-01-19 23:45:00,DDoS Attempt,High,Normal,0.0453308533284414,DDoS,High,3,DDoS indicator,8,No,2.5,52.08,Moderate,moderate anomaly evidence + high failed-login activity
EVT05470,2026-01-19 23:50:00,Web Shell Detected,High,Normal,0.0739564146647235,Web Shell,Medium,2,No major suspicious indicators,0,No,0.3,25.61,Low,moderate anomaly evidence
EVT05471,2026-01-19 23:55:00,Firewall Rule Change,Low,Normal,0.0720292479577204,Security Configuration Change,Low,1,No major suspicious indicators,1,No,0.7,28.81,Low,moderate anomaly evidence
EVT05472,2026-01-20 00:00:00,Login Success,High,Normal,0.1555789605173427,Normal Activity,Medium,2,No major suspicious indicators,0,No,3.5,13.45,Low,limited supporting security evidence
EVT05473,2026-01-20 00:05:00,USB Device Connected,Critical,Normal,0.0580964292755725,Suspicious Device Activity,High,3,No major suspicious indicators,0,No,0.9,30.69,Low,moderate anomaly evidence
EVT05474,2026-01-20 00:10:00,Configuration Change,Critical,Normal,0.0211398968267557,Configuration Change,High,3,Critical CVSS score (9.0),6,No,9.0,68.53,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT05475,2026-01-20 00:15:00,VPN Connection,Low,Normal,0.0539969680881892,VPN Activity,Low,1,No major suspicious indicators,0,No,6.2,43.44,Moderate,moderate anomaly evidence
EVT05476,2026-01-20 00:20:00,Account Lockout,High,Normal,0.0225741279175728,Suspicious Activity,Medium,2,No major suspicious indicators,5,No,0.4,47.23,Moderate,moderate anomaly evidence
EVT05477,2026-01-20 00:25:00,Brute Force,High,Normal,0.0140691373628645,Brute Force,High,3,Authentication attack indicator + Malware indicator present,0,Yes,5.5,55.02,Moderate,moderate anomaly evidence + malware detected
EVT05478,2026-01-20 00:30:00,Suspicious Process Execution,Medium,Normal,0.0694992508848989,Suspicious Process,Low,1,Critical CVSS score (9.3),0,No,9.3,46.67,Moderate,moderate anomaly evidence + high CVSS
EVT05479,2026-01-20 00:35:00,Firewall Rule Change,Critical,Suspicious,-0.0027076049790737,Security Configuration Change,Medium,2,ML anomaly detected,8,No,3.1,64.76,Moderate,strong anomaly evidence + high failed-login activity
EVT05480,2026-01-20 00:40:00,Malware Detection,Low,Normal,0.0880309341783279,Malware,Low,1,Malware event detected,0,No,0.3,22.29,Low,limited supporting security evidence
EVT05481,2026-01-20 00:45:00,Data Exfiltration Attempt,Medium,Normal,0.1067469984508524,Data Exfiltration,Low,1,No major suspicious indicators,0,No,1.3,20.09,Low,limited supporting security evidence
EVT05482,2026-01-20 00:50:00,Configuration Change,High,Normal,0.1028921480137127,Configuration Change,Medium,2,No major suspicious indicators,0,No,7.6,35.0,Low,high CVSS
EVT05483,2026-01-20 00:55:00,Ransomware Detected,High,Normal,0.0806047108565599,Ransomware,Critical,4,Ransomware event detected,8,No,4.2,47.53,Moderate,high failed-login activity
EVT05484,2026-01-20 01:00:00,SQL Injection Attempt,High,Normal,0.0853998047533112,SQL Injection,High,3,SQL injection indicator,0,No,0.7,23.8,Low,limited supporting security evidence
EVT05485,2026-01-20 01:05:00,Unauthorized Access,High,Normal,0.073026867732606,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,1.2,27.83,Low,moderate anomaly evidence
EVT05486,2026-01-20 01:10:00,File Access,Low,Normal,0.0878190111442885,File Activity,Low,1,No major suspicious indicators,0,No,8.4,40.34,Moderate,high CVSS
EVT05487,2026-01-20 01:15:00,Suspicious Process Execution,High,Normal,0.0670655455378366,Suspicious Process,Medium,2,Critical CVSS score (9.6),1,No,9.6,49.76,Moderate,moderate anomaly evidence + high CVSS
EVT05488,2026-01-20 01:20:00,VPN Connection,High,Normal,0.0988657576372408,VPN Activity,Medium,2,No major suspicious indicators,0,No,7.3,35.29,Low,high CVSS
EVT05489,2026-01-20 01:25:00,Phishing Email,Critical,Normal,0.087296688544191,Phishing,Medium,2,Phishing indicator + Critical CVSS score (9.8),0,No,9.8,43.57,Moderate,high CVSS
EVT05490,2026-01-20 01:30:00,Ransomware Detected,High,Normal,0.1553492032354982,Ransomware,Critical,4,Ransomware event detected,0,No,8.0,23.5,Low,high CVSS
EVT05491,2026-01-20 01:35:00,Port Scan,Medium,Normal,0.1678841953787583,Port Scanning,Medium,2,No major suspicious indicators,0,No,4.3,12.32,Low,limited supporting security evidence
EVT05492,2026-01-20 01:40:00,Session Hijacking Attempt,Medium,Normal,0.1539163467146356,Session Hijacking,Low,1,No major suspicious indicators,0,No,7.7,23.17,Low,high CVSS
EVT05493,2026-01-20 01:45:00,Credential Dumping,Medium,Normal,0.0579541217863149,Credential Theft,High,3,Credential theft indicator + Malware indicator present,0,Yes,3.8,40.88,Moderate,moderate anomaly evidence + malware detected
EVT05494,2026-01-20 01:50:00,Session Hijacking Attempt,High,Normal,0.13546856803871,Session Hijacking,Medium,2,No major suspicious indicators,0,No,1.7,14.2,Low,limited supporting security evidence
EVT05495,2026-01-20 01:55:00,SQL Injection Attempt,High,Normal,0.0703131822132253,SQL Injection,High,3,SQL injection indicator,8,No,7.0,56.18,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT05496,2026-01-20 02:00:00,DNS Tunneling Detected,Medium,Normal,0.106858220054769,DNS Tunneling,Low,1,No major suspicious indicators,0,No,3.5,24.95,Low,limited supporting security evidence
EVT05497,2026-01-20 02:05:00,Configuration Change,High,Normal,0.0843505493194151,Configuration Change,Medium,2,No major suspicious indicators,4,No,4.9,40.79,Moderate,limited supporting security evidence
EVT05498,2026-01-20 02:10:00,Brute Force,Critical,Normal,0.0713178700293503,Brute Force,High,3,Authentication attack indicator,0,No,1.6,29.13,Low,moderate anomaly evidence
EVT05499,2026-01-20 02:15:00,Unauthorized Access,High,Normal,0.1419746481265017,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,5.4,20.88,Low,limited supporting security evidence
EVT05500,2026-01-20 02:20:00,Failed Login,Medium,Normal,0.057788684204264,Brute Force,High,3,High failed login activity (6 attempts),6,No,8.2,58.1,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT05501,2026-01-20 02:25:00,Privilege Escalation,High,Normal,0.0212221162061231,Privilege Escalation,High,3,Malware indicator present,0,Yes,8.8,60.66,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05502,2026-01-20 02:30:00,Credential Dumping,High,Normal,0.0587635909544901,Credential Theft,High,3,Credential theft indicator,6,No,3.1,46.54,Moderate,moderate anomaly evidence + high failed-login activity
EVT05503,2026-01-20 02:35:00,SQL Injection Attempt,Medium,Normal,0.0772782428724361,SQL Injection,High,3,SQL injection indicator,0,No,2.1,28.83,Low,moderate anomaly evidence
EVT05504,2026-01-20 02:40:00,Configuration Change,High,Normal,0.0687106687426798,Configuration Change,Medium,2,No major suspicious indicators,3,No,7.1,47.52,Moderate,moderate anomaly evidence + high CVSS
EVT05505,2026-01-20 02:45:00,Firewall Rule Change,High,Normal,0.0825429213064731,Security Configuration Change,Medium,2,Critical CVSS score (9.8),0,No,9.8,44.7,Moderate,high CVSS
EVT05506,2026-01-20 02:50:00,Malware Detection,Medium,Normal,0.1631857525039723,Malware,Low,1,Malware event detected,0,No,6.0,17.21,Low,limited supporting security evidence
EVT05507,2026-01-20 02:55:00,Failed Login,High,Normal,0.0709436642968412,Brute Force,Medium,2,Authentication attack indicator + Critical CVSS score (9.4),3,No,9.4,52.1,Moderate,moderate anomaly evidence + high CVSS
EVT05508,2026-01-20 03:00:00,Configuration Change,High,Suspicious,-0.0129854352180915,Configuration Change,High,3,ML anomaly detected + Malware indicator present,0,Yes,8.3,67.63,Moderate,strong anomaly evidence + high CVSS + malware detected
EVT05509,2026-01-20 03:05:00,Credential Dumping,High,Normal,0.0948953952237671,Credential Theft,High,3,Credential theft indicator,2,No,6.5,38.15,Low,limited supporting security evidence
EVT05510,2026-01-20 03:10:00,DNS Tunneling Detected,Medium,Normal,0.0366107114882092,DNS Tunneling,Low,1,Critical CVSS score (9.6),7,No,9.6,68.06,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT05511,2026-01-20 03:15:00,DNS Tunneling Detected,Low,Normal,0.101954644822324,DNS Tunneling,Low,1,No major suspicious indicators,0,No,4.9,29.22,Low,limited supporting security evidence
EVT05512,2026-01-20 03:20:00,Suspicious Process Execution,Medium,Normal,0.0170495891579679,Suspicious Process,Low,1,No major suspicious indicators,8,No,2.9,59.65,Moderate,moderate anomaly evidence + high failed-login activity
EVT05513,2026-01-20 03:25:00,Ransomware Detected,Critical,Normal,0.0322871094766595,Ransomware,Critical,4,Ransomware event detected,7,No,6.8,62.86,Moderate,moderate anomaly evidence + high failed-login activity
EVT05514,2026-01-20 03:30:00,Malware Detection,High,Normal,0.1580893459988378,Malware,Medium,2,Malware event detected,0,No,3.1,11.97,Low,limited supporting security evidence
EVT05515,2026-01-20 03:35:00,Credential Dumping,High,Normal,0.1213925382356051,Credential Theft,High,3,Credential theft indicator,0,No,6.1,27.3,Low,limited supporting security evidence
EVT05516,2026-01-20 03:40:00,Brute Force,Medium,Normal,0.0975469087455639,Brute Force,Low,1,Authentication attack indicator,2,No,2.7,29.08,Low,limited supporting security evidence
EVT05517,2026-01-20 03:45:00,Login Success,Medium,Normal,0.109954645551311,Normal Activity,Normal,0,No major suspicious indicators,0,No,7.2,32.45,Low,high CVSS
EVT05518,2026-01-20 03:50:00,Credential Dumping,Critical,Normal,0.0301086009869522,Credential Theft,Critical,4,Credential theft indicator + Malware indicator present,0,Yes,6.4,53.23,Moderate,moderate anomaly evidence + malware detected
EVT05519,2026-01-20 03:55:00,Unauthorized Access,Low,Normal,0.0864697251647832,Unauthorized Access,Low,1,No major suspicious indicators,0,No,2.5,27.55,Low,limited supporting security evidence
EVT05520,2026-01-20 04:00:00,Account Lockout,Medium,Normal,0.0103262501746649,Suspicious Activity,High,3,Malware indicator present,0,Yes,6.1,57.24,Moderate,moderate anomaly evidence + malware detected
EVT05521,2026-01-20 04:05:00,Configuration Change,Medium,Normal,0.1520957898527782,Configuration Change,Low,1,No major suspicious indicators,0,No,5.3,18.27,Low,limited supporting security evidence
EVT05522,2026-01-20 04:10:00,Malware Detection,Critical,Suspicious,-0.0184477369903934,Malware,Critical,4,ML anomaly detected + Malware event detected + Malware indicator present,0,Yes,7.4,66.92,Moderate,strong anomaly evidence + high CVSS + malware detected
EVT05523,2026-01-20 04:15:00,Configuration Change,Medium,Normal,0.1286606115965009,Configuration Change,Low,1,No major suspicious indicators,1,No,2.0,18.32,Low,limited supporting security evidence
EVT05524,2026-01-20 04:20:00,VPN Connection,Medium,Normal,0.0914713040217412,VPN Activity,Low,1,No major suspicious indicators,0,No,1.0,23.03,Low,limited supporting security evidence
EVT05525,2026-01-20 04:25:00,Port Scan,Medium,Normal,0.1005745135862533,Port Scanning,Medium,2,Critical CVSS score (9.4),0,No,9.4,39.55,Low,high CVSS
EVT05526,2026-01-20 04:30:00,DNS Tunneling Detected,High,Normal,0.0162318329872087,DNS Tunneling,Medium,2,No major suspicious indicators,8,No,2.4,58.73,Moderate,moderate anomaly evidence + high failed-login activity
EVT05527,2026-01-20 04:35:00,Ransomware Detected,Low,Normal,0.035777449631322,Ransomware,Critical,4,Ransomware event detected + Malware indicator present,0,Yes,3.6,45.67,Moderate,moderate anomaly evidence + malware detected
EVT05528,2026-01-20 04:40:00,USB Device Connected,Critical,Normal,0.0368617644737846,Suspicious Device Activity,High,3,No major suspicious indicators,4,No,7.5,57.78,Moderate,moderate anomaly evidence + high CVSS
EVT05529,2026-01-20 04:45:00,Web Shell Detected,Low,Normal,0.0847776738038166,Web Shell,Medium,2,Critical CVSS score (9.2),0,No,9.2,42.84,Moderate,high CVSS
EVT05530,2026-01-20 04:50:00,Firewall Rule Change,Medium,Normal,0.1636737436967013,Security Configuration Change,Low,1,No major suspicious indicators,0,No,2.5,9.31,Low,limited supporting security evidence
EVT05531,2026-01-20 04:55:00,Data Exfiltration Attempt,Low,Normal,0.0787040810254754,Data Exfiltration,Low,1,No major suspicious indicators,2,No,5.4,39.53,Low,moderate anomaly evidence
EVT05532,2026-01-20 05:00:00,Lateral Movement Detected,Critical,Normal,0.031474157196623,Lateral Movement,Critical,4,Malware indicator present,0,Yes,7.0,54.24,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05533,2026-01-20 05:05:00,Suspicious Process Execution,High,Normal,0.0971191612173584,Suspicious Process,Medium,2,No major suspicious indicators,0,No,8.5,38.37,Low,high CVSS
EVT05534,2026-01-20 05:10:00,Malware Detection,High,Normal,0.0392406256951913,Malware,High,3,Malware event detected + Malware indicator present,0,Yes,4.5,46.85,Moderate,moderate anomaly evidence + malware detected
EVT05535,2026-01-20 05:15:00,DDoS Attempt,High,Normal,0.0632195651619546,DDoS,High,3,DDoS indicator,5,No,8.3,55.19,Moderate,moderate anomaly evidence + high CVSS
EVT05536,2026-01-20 05:20:00,File Access,High,Normal,0.1625407599200269,File Activity,Medium,2,No major suspicious indicators,0,No,2.9,10.47,Low,limited supporting security evidence
EVT05537,2026-01-20 05:25:00,Account Lockout,Critical,Normal,0.08082913523516,Suspicious Activity,High,3,No major suspicious indicators,0,No,6.0,36.66,Low,limited supporting security evidence
EVT05538,2026-01-20 05:30:00,File Access,High,Normal,0.1178788461436409,File Activity,Medium,2,No major suspicious indicators,0,No,5.6,27.02,Low,limited supporting security evidence
EVT05539,2026-01-20 05:35:00,USB Device Connected,High,Normal,0.1053162400552831,Suspicious Device Activity,Medium,2,No major suspicious indicators,0,No,4.3,27.1,Low,limited supporting security evidence
EVT05540,2026-01-20 05:40:00,File Access,Medium,Normal,0.0836562146469224,File Activity,Low,1,No major suspicious indicators,7,No,4.8,46.29,Moderate,high failed-login activity
EVT05541,2026-01-20 05:45:00,Login Success,Medium,Normal,0.0957542375584267,Normal Activity,Normal,0,Critical CVSS score (9.9),0,No,9.9,41.8,Moderate,high CVSS
EVT05542,2026-01-20 05:50:00,Configuration Change,High,Normal,0.0769664719364098,Configuration Change,Medium,2,No major suspicious indicators,0,No,8.9,44.01,Moderate,moderate anomaly evidence + high CVSS
EVT05543,2026-01-20 05:55:00,USB Device Connected,Medium,Normal,0.1219416653013126,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,4.0,22.5,Low,limited supporting security evidence
EVT05544,2026-01-20 06:00:00,File Access,High,Suspicious,-0.0136726699868764,File Activity,High,3,ML anomaly detected + Malware indicator present,6,Yes,7.1,76.24,High,strong anomaly evidence + high CVSS + high failed-login activity + malware detected
EVT05545,2026-01-20 06:05:00,Privilege Escalation,Critical,Normal,0.12725087135965,Privilege Escalation,High,3,No major suspicious indicators,0,No,6.4,26.58,Low,limited supporting security evidence
EVT05546,2026-01-20 06:10:00,Privilege Escalation,High,Normal,0.1317338372532962,Privilege Escalation,High,3,No major suspicious indicators,0,No,5.5,23.52,Low,limited supporting security evidence
EVT05547,2026-01-20 06:15:00,Configuration Change,Low,Normal,0.0289218238072089,Configuration Change,Low,1,No major suspicious indicators,0,No,0.3,36.25,Low,moderate anomaly evidence
EVT05548,2026-01-20 06:20:00,SQL Injection Attempt,Medium,Normal,0.1611969862348699,SQL Injection,High,3,SQL injection indicator,0,No,6.3,18.34,Low,limited supporting security evidence
EVT05549,2026-01-20 06:25:00,Unauthorized Access,Medium,Normal,0.0857814057967292,Unauthorized Access,Low,1,No major suspicious indicators,0,No,8.2,40.38,Moderate,high CVSS
EVT05550,2026-01-20 06:30:00,Brute Force,Medium,Normal,0.0015680809708505,Brute Force,High,3,High failed login activity (7 attempts) + Malware indicator present,7,Yes,1.6,62.27,Moderate,strong anomaly evidence + high failed-login activity + malware detected
EVT05551,2026-01-20 06:35:00,Firewall Rule Change,High,Normal,0.1034953336370037,Security Configuration Change,Medium,2,No major suspicious indicators,0,No,5.4,29.97,Low,limited supporting security evidence
EVT05552,2026-01-20 06:40:00,Suspicious Process Execution,High,Normal,0.030567048786812,Suspicious Process,High,3,Malware indicator present,0,Yes,2.3,44.01,Moderate,moderate anomaly evidence + malware detected
EVT05553,2026-01-20 06:45:00,SQL Injection Attempt,Low,Normal,0.0418093682703023,SQL Injection,High,3,SQL injection indicator,5,No,6.0,55.13,Moderate,moderate anomaly evidence
EVT05554,2026-01-20 06:50:00,Session Hijacking Attempt,High,Normal,0.1115879148766303,Session Hijacking,Medium,2,No major suspicious indicators,3,No,7.7,38.73,Low,high CVSS
EVT05555,2026-01-20 06:55:00,Unauthorized Access,High,Normal,0.1091082832720585,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,3.7,24.87,Low,limited supporting security evidence
EVT05556,2026-01-20 07:00:00,VPN Connection,Critical,Normal,0.0149562122536019,VPN Activity,High,3,No major suspicious indicators,5,No,1.7,51.92,Moderate,moderate anomaly evidence
EVT05557,2026-01-20 07:05:00,Web Shell Detected,Critical,Suspicious,-0.0535681207694772,Web Shell,Critical,4,ML anomaly detected + Malware indicator present,7,Yes,2.5,77.29,High,strong anomaly evidence + high failed-login activity + malware detected
EVT05558,2026-01-20 07:10:00,Suspicious Process Execution,Critical,Normal,0.0661147495147544,Suspicious Process,High,3,No major suspicious indicators,2,No,3.5,38.28,Low,moderate anomaly evidence
EVT05559,2026-01-20 07:15:00,Session Hijacking Attempt,High,Normal,0.1043123591381334,Session Hijacking,Medium,2,No major suspicious indicators,0,No,6.6,32.44,Low,limited supporting security evidence
EVT05560,2026-01-20 07:20:00,Unauthorized Access,Medium,Normal,0.0269007590042278,Unauthorized Access,High,3,Malware indicator present,0,Yes,6.3,53.77,Moderate,moderate anomaly evidence + malware detected
EVT05561,2026-01-20 07:25:00,DNS Tunneling Detected,Low,Normal,0.1342914666423951,DNS Tunneling,Low,1,No major suspicious indicators,0,No,7.3,26.92,Low,high CVSS
EVT05562,2026-01-20 07:30:00,Login Success,Medium,Normal,0.0950240176547881,Normal Activity,Normal,0,No major suspicious indicators,7,No,3.5,40.71,Moderate,high failed-login activity
EVT05563,2026-01-20 07:35:00,Failed Login,High,Normal,0.1348731449864862,Brute Force,Medium,2,Authentication attack indicator,0,No,4.6,20.78,Low,limited supporting security evidence
EVT05564,2026-01-20 07:40:00,Phishing Email,Low,Normal,0.0393994585182796,Phishing,Medium,2,Phishing indicator,7,No,7.0,61.63,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT05565,2026-01-20 07:45:00,VPN Connection,Critical,Normal,0.0282505091729637,VPN Activity,High,3,No major suspicious indicators,1,No,2.5,43.15,Moderate,moderate anomaly evidence
EVT05566,2026-01-20 07:50:00,Phishing Email,Low,Normal,0.0730349642718363,Phishing,Medium,2,Phishing indicator,3,No,2.9,37.17,Low,moderate anomaly evidence
EVT05567,2026-01-20 07:55:00,Phishing Email,High,Normal,0.1080464051080307,Phishing,Medium,2,Phishing indicator,0,No,6.8,32.01,Low,limited supporting security evidence
EVT05568,2026-01-20 08:00:00,File Access,Critical,Normal,0.0639608541159783,File Activity,High,3,No major suspicious indicators,6,No,6.8,53.53,Moderate,moderate anomaly evidence + high failed-login activity
EVT05569,2026-01-20 08:05:00,Failed Login,Low,Normal,0.1350455512539188,Brute Force,Low,1,Authentication attack indicator,0,No,2.5,16.08,Low,limited supporting security evidence
EVT05570,2026-01-20 08:10:00,Privilege Escalation,High,Normal,0.1183896593741409,Privilege Escalation,High,3,No major suspicious indicators,0,No,3.0,21.12,Low,limited supporting security evidence
EVT05571,2026-01-20 08:15:00,Suspicious Process Execution,Medium,Normal,0.1289583640262485,Suspicious Process,Low,1,No major suspicious indicators,0,No,7.4,28.4,Low,high CVSS
EVT05572,2026-01-20 08:20:00,Port Scan,Medium,Normal,0.0772967019599035,Port Scanning,High,3,Malware indicator present,0,Yes,3.3,35.2,Low,moderate anomaly evidence + malware detected
EVT05573,2026-01-20 08:25:00,SQL Injection Attempt,Medium,Normal,0.0248501316227013,SQL Injection,High,3,SQL injection indicator + Malware indicator present,0,Yes,7.9,57.81,Moderate,moderate anomaly evidence + high CVSS + malware detected
