event_id,timestamp,source_ip,destination_ip,event_type,severity,status
EVT05387,2026-01-19 16:55:00,131.113.94.168,10.0.6.240,DDoS Attempt,Critical,Failed
EVT05388,2026-01-19 17:00:00,200.140.70.193,10.0.8.115,SQL Injection Attempt,High,Detected
EVT05389,2026-01-19 17:05:00,193.14.123.196,10.0.8.227,VPN Connection,High,Failed
EVT05390,2026-01-19 17:10:00,159.42.97.212,10.0.5.92,Brute Force,High,Success
EVT05391,2026-01-19 17:15:00,28.81.231.83,10.0.7.22,Credential Dumping,Medium,Blocked
EVT05392,2026-01-19 17:20:00,204.184.225.3,10.0.9.240,Ransomware Detected,Medium,Failed
EVT05393,2026-01-19 17:25:00,209.70.0.76,10.0.5.134,Ransomware Detected,Medium,Failed
EVT05394,2026-01-19 17:30:00,156.65.249.191,10.0.1.9,Brute Force,Low,Success
EVT05395,2026-01-19 17:35:00,186.130.49.156,10.0.3.161,Login Success,High,Detected
EVT05396,2026-01-19 17:40:00,145.203.28.191,10.0.8.15,Failed Login,High,Success
EVT05397,2026-01-19 17:45:00,222.126.6.248,10.0.4.142,Phishing Email,Medium,Success
EVT05398,2026-01-19 17:50:00,219.132.96.118,10.0.4.247,Firewall Rule Change,Medium,Failed
EVT05399,2026-01-19 17:55:00,69.4.38.37,10.0.5.45,Suspicious Process Execution,Low,Blocked
EVT05400,2026-01-19 18:00:00,198.150.70.199,10.0.1.138,Account Lockout,High,Failed
EVT05401,2026-01-19 18:05:00,203.63.218.51,10.0.1.207,Configuration Change,High,Failed
EVT05402,2026-01-19 18:10:00,59.232.206.159,10.0.6.38,Failed Login,High,Blocked
EVT05403,2026-01-19 18:15:00,221.85.161.96,10.0.8.26,Privilege Escalation,Medium,Detected
EVT05404,2026-01-19 18:20:00,106.41.50.69,10.0.8.181,Phishing Email,Medium,Success
EVT05405,2026-01-19 18:25:00,209.191.61.166,10.0.0.238,Brute Force,Medium,Failed
EVT05406,2026-01-19 18:30:00,164.45.75.243,10.0.7.25,Web Shell Detected,High,Detected
EVT05407,2026-01-19 18:35:00,112.9.157.184,10.0.9.139,File Access,Critical,Blocked
EVT05408,2026-01-19 18:40:00,211.94.35.187,10.0.0.189,Lateral Movement Detected,Medium,Detected
EVT05409,2026-01-19 18:45:00,33.244.239.96,10.0.1.157,DDoS Attempt,Medium,Failed
EVT05410,2026-01-19 18:50:00,119.195.253.45,10.0.2.108,Suspicious Process Execution,High,Success
EVT05411,2026-01-19 18:55:00,158.238.58.82,10.0.6.248,SQL Injection Attempt,Low,Success
EVT05412,2026-01-19 19:00:00,139.1.76.175,10.0.7.123,Firewall Rule Change,Medium,Failed
EVT05413,2026-01-19 19:05:00,59.38.218.150,10.0.8.65,Credential Dumping,Low,Failed
EVT05414,2026-01-19 19:10:00,150.108.175.203,10.0.8.65,Ransomware Detected,High,Failed
EVT05415,2026-01-19 19:15:00,155.63.241.222,10.0.3.251,Credential Dumping,High,Blocked
EVT05416,2026-01-19 19:20:00,132.29.58.112,10.0.9.1,VPN Connection,Medium,Failed
EVT05417,2026-01-19 19:25:00,132.241.44.42,10.0.6.10,Login Success,Low,Failed
EVT05418,2026-01-19 19:30:00,1.146.90.48,10.0.0.216,Firewall Rule Change,Medium,Success
EVT05419,2026-01-19 19:35:00,82.155.120.7,10.0.4.178,Account Lockout,Critical,Success
EVT05420,2026-01-19 19:40:00,36.254.144.161,10.0.9.86,Lateral Movement Detected,High,Blocked
EVT05421,2026-01-19 19:45:00,168.245.154.177,10.0.8.107,USB Device Connected,Medium,Success
EVT05422,2026-01-19 19:50:00,179.163.73.226,10.0.5.111,Login Success,High,Success
EVT05423,2026-01-19 19:55:00,217.128.159.47,10.0.2.189,Failed Login,Medium,Detected
EVT05424,2026-01-19 20:00:00,88.35.166.128,10.0.4.13,Credential Dumping,Medium,Failed
EVT05425,2026-01-19 20:05:00,99.64.44.133,10.0.4.158,Privilege Escalation,Medium,Success
EVT05426,2026-01-19 20:10:00,131.93.205.165,10.0.5.190,Ransomware Detected,Medium,Failed
EVT05427,2026-01-19 20:15:00,28.32.183.20,10.0.0.84,USB Device Connected,High,Failed
EVT05428,2026-01-19 20:20:00,70.180.34.188,10.0.2.35,Login Success,Medium,Failed
EVT05429,2026-01-19 20:25:00,221.249.66.62,10.0.6.177,Credential Dumping,High,Success
EVT05430,2026-01-19 20:30:00,112.207.151.100,10.0.9.226,Account Lockout,High,Failed
EVT05431,2026-01-19 20:35:00,221.163.132.30,10.0.5.216,SQL Injection Attempt,High,Failed
EVT05432,2026-01-19 20:40:00,122.250.202.34,10.0.4.33,Configuration Change,Critical,Success
EVT05433,2026-01-19 20:45:00,210.80.93.171,10.0.7.60,File Access,Low,Blocked
EVT05434,2026-01-19 20:50:00,186.3.26.30,10.0.6.169,DNS Tunneling Detected,Medium,Failed
EVT05435,2026-01-19 20:55:00,221.151.20.223,10.0.5.107,USB Device Connected,Medium,Success
EVT05436,2026-01-19 21:00:00,207.246.225.125,10.0.2.156,Account Lockout,Critical,Failed
EVT05437,2026-01-19 21:05:00,208.89.79.194,10.0.1.220,Malware Detection,High,Detected
EVT05438,2026-01-19 21:10:00,197.206.105.221,10.0.1.10,Privilege Escalation,High,Failed
EVT05439,2026-01-19 21:15:00,24.89.110.210,10.0.6.74,Malware Detection,Medium,Success
EVT05440,2026-01-19 21:20:00,70.210.60.30,10.0.6.102,Privilege Escalation,Critical,Detected
EVT05441,2026-01-19 21:25:00,203.23.168.172,10.0.1.20,VPN Connection,Medium,Success
EVT05442,2026-01-19 21:30:00,191.79.80.217,10.0.3.47,DDoS Attempt,Medium,Failed
EVT05443,2026-01-19 21:35:00,137.212.9.38,10.0.5.185,USB Device Connected,Medium,Failed
EVT05444,2026-01-19 21:40:00,16.255.107.9,10.0.0.62,Ransomware Detected,High,Success
EVT05445,2026-01-19 21:45:00,174.96.204.31,10.0.5.230,DNS Tunneling Detected,Critical,Detected
EVT05446,2026-01-19 21:50:00,72.118.211.47,10.0.4.184,Privilege Escalation,Medium,Blocked
EVT05447,2026-01-19 21:55:00,65.254.208.242,10.0.9.197,VPN Connection,Medium,Success
EVT05448,2026-01-19 22:00:00,68.139.79.8,10.0.6.174,Brute Force,High,Success
EVT05449,2026-01-19 22:05:00,199.126.42.242,10.0.3.252,Web Shell Detected,Low,Failed
EVT05450,2026-01-19 22:10:00,199.32.113.60,10.0.7.242,VPN Connection,High,Blocked
EVT05451,2026-01-19 22:15:00,37.160.206.183,10.0.4.166,Data Exfiltration Attempt,Critical,Success
EVT05452,2026-01-19 22:20:00,211.178.56.185,10.0.6.16,Data Exfiltration Attempt,Medium,Success
EVT05453,2026-01-19 22:25:00,5.63.52.115,10.0.0.6,Data Exfiltration Attempt,Low,Failed
EVT05454,2026-01-19 22:30:00,176.44.85.252,10.0.2.30,Credential Dumping,Medium,Success
EVT05455,2026-01-19 22:35:00,200.40.46.188,10.0.8.220,Web Shell Detected,Medium,Failed
EVT05456,2026-01-19 22:40:00,187.104.171.249,10.0.7.148,Brute Force,Medium,Detected
EVT05457,2026-01-19 22:45:00,197.179.151.50,10.0.4.188,Privilege Escalation,Medium,Success
EVT05458,2026-01-19 22:50:00,201.205.16.76,10.0.5.158,Phishing Email,Low,Failed
EVT05459,2026-01-19 22:55:00,155.130.23.229,10.0.9.13,Lateral Movement Detected,Medium,Failed
EVT05460,2026-01-19 23:00:00,215.104.132.143,10.0.0.151,Phishing Email,Medium,Blocked
EVT05461,2026-01-19 23:05:00,131.239.101.251,10.0.9.50,Account Lockout,Critical,Detected
EVT05462,2026-01-19 23:10:00,117.182.139.222,10.0.0.33,USB Device Connected,Low,Success
EVT05463,2026-01-19 23:15:00,66.39.214.208,10.0.7.27,Lateral Movement Detected,Medium,Success
EVT05464,2026-01-19 23:20:00,84.229.103.153,10.0.7.132,Phishing Email,Medium,Failed
EVT05465,2026-01-19 23:25:00,171.114.5.18,10.0.2.9,USB Device Connected,High,Blocked
EVT05466,2026-01-19 23:30:00,116.175.104.244,10.0.6.59,Credential Dumping,High,Detected
EVT05467,2026-01-19 23:35:00,195.5.77.161,10.0.4.183,Login Success,Low,Failed
EVT05468,2026-01-19 23:40:00,43.27.111.151,10.0.7.249,Credential Dumping,High,Blocked
EVT05469,2026-01-19 23:45:00,212.35.9.17,10.0.3.19,DDoS Attempt,High,Failed
EVT05470,2026-01-19 23:50:00,88.211.200.219,10.0.8.102,Web Shell Detected,High,Success
EVT05471,2026-01-19 23:55:00,145.248.150.149,10.0.7.155,Firewall Rule Change,Low,Failed
EVT05472,2026-01-20 00:00:00,41.113.145.38,10.0.9.28,Login Success,High,Success
EVT05473,2026-01-20 00:05:00,125.103.76.85,10.0.6.75,USB Device Connected,Critical,Success
EVT05474,2026-01-20 00:10:00,106.121.76.12,10.0.7.149,Configuration Change,Critical,Failed
EVT05475,2026-01-20 00:15:00,105.118.23.241,10.0.4.102,VPN Connection,Low,Success
EVT05476,2026-01-20 00:20:00,203.88.0.167,10.0.8.143,Account Lockout,High,Failed
EVT05477,2026-01-20 00:25:00,218.116.26.204,10.0.9.191,Brute Force,High,Success
EVT05478,2026-01-20 00:30:00,186.153.60.206,10.0.4.98,Suspicious Process Execution,Medium,Success
EVT05479,2026-01-20 00:35:00,141.239.103.159,10.0.6.45,Firewall Rule Change,Critical,Failed
EVT05480,2026-01-20 00:40:00,214.144.184.206,10.0.0.49,Malware Detection,Low,Detected
EVT05481,2026-01-20 00:45:00,220.1.97.80,10.0.0.166,Data Exfiltration Attempt,Medium,Detected
EVT05482,2026-01-20 00:50:00,166.252.217.88,10.0.3.28,Configuration Change,High,Success
EVT05483,2026-01-20 00:55:00,134.88.48.90,10.0.0.170,Ransomware Detected,High,Failed
EVT05484,2026-01-20 01:00:00,78.57.182.19,10.0.5.221,SQL Injection Attempt,High,Success
EVT05485,2026-01-20 01:05:00,152.16.197.110,10.0.0.3,Unauthorized Access,High,Success
EVT05486,2026-01-20 01:10:00,121.172.64.10,10.0.5.144,File Access,Low,Success
EVT05487,2026-01-20 01:15:00,120.228.96.136,10.0.0.114,Suspicious Process Execution,High,Failed
EVT05488,2026-01-20 01:20:00,179.54.171.187,10.0.5.186,VPN Connection,High,Success
EVT05489,2026-01-20 01:25:00,158.168.33.17,10.0.2.130,Phishing Email,Critical,Success
EVT05490,2026-01-20 01:30:00,214.180.30.233,10.0.3.50,Ransomware Detected,High,Blocked
EVT05491,2026-01-20 01:35:00,51.88.108.255,10.0.4.143,Port Scan,Medium,Success
EVT05492,2026-01-20 01:40:00,195.185.186.251,10.0.2.4,Session Hijacking Attempt,Medium,Blocked
EVT05493,2026-01-20 01:45:00,21.163.154.62,10.0.5.238,Credential Dumping,Medium,Success
EVT05494,2026-01-20 01:50:00,110.42.251.135,10.0.1.220,Session Hijacking Attempt,High,Success
EVT05495,2026-01-20 01:55:00,51.112.230.59,10.0.3.174,SQL Injection Attempt,High,Failed
EVT05496,2026-01-20 02:00:00,220.47.135.2,10.0.4.180,DNS Tunneling Detected,Medium,Failed
EVT05497,2026-01-20 02:05:00,216.184.66.71,10.0.7.147,Configuration Change,High,Failed
EVT05498,2026-01-20 02:10:00,162.152.143.122,10.0.7.213,Brute Force,Critical,Success
EVT05499,2026-01-20 02:15:00,7.157.232.191,10.0.3.211,Unauthorized Access,High,Success
EVT05500,2026-01-20 02:20:00,100.204.64.87,10.0.1.148,Failed Login,Medium,Failed
EVT05501,2026-01-20 02:25:00,89.202.212.248,10.0.1.74,Privilege Escalation,High,Failed
EVT05502,2026-01-20 02:30:00,12.212.160.81,10.0.9.182,Credential Dumping,High,Failed
EVT05503,2026-01-20 02:35:00,29.222.220.106,10.0.8.30,SQL Injection Attempt,Medium,Detected
EVT05504,2026-01-20 02:40:00,12.55.93.165,10.0.9.35,Configuration Change,High,Failed
EVT05505,2026-01-20 02:45:00,41.36.173.129,10.0.0.240,Firewall Rule Change,High,Success
EVT05506,2026-01-20 02:50:00,216.64.167.255,10.0.2.44,Malware Detection,Medium,Detected
EVT05507,2026-01-20 02:55:00,195.104.163.17,10.0.1.93,Failed Login,High,Failed
EVT05508,2026-01-20 03:00:00,92.136.172.47,10.0.8.219,Configuration Change,High,Success
EVT05509,2026-01-20 03:05:00,71.27.164.133,10.0.2.22,Credential Dumping,High,Failed
EVT05510,2026-01-20 03:10:00,1.203.49.165,10.0.4.149,DNS Tunneling Detected,Medium,Failed
EVT05511,2026-01-20 03:15:00,158.165.224.52,10.0.2.66,DNS Tunneling Detected,Low,Success
EVT05512,2026-01-20 03:20:00,197.148.116.97,10.0.9.189,Suspicious Process Execution,Medium,Failed
EVT05513,2026-01-20 03:25:00,48.202.87.67,10.0.6.199,Ransomware Detected,Critical,Failed
EVT05514,2026-01-20 03:30:00,176.62.0.226,10.0.3.222,Malware Detection,High,Success
EVT05515,2026-01-20 03:35:00,163.143.45.125,10.0.6.254,Credential Dumping,High,Blocked
EVT05516,2026-01-20 03:40:00,199.114.64.28,10.0.5.242,Brute Force,Medium,Failed
EVT05517,2026-01-20 03:45:00,198.81.125.1,10.0.5.75,Login Success,Medium,Success
EVT05518,2026-01-20 03:50:00,212.188.109.215,10.0.6.150,Credential Dumping,Critical,Blocked
EVT05519,2026-01-20 03:55:00,70.82.6.56,10.0.8.168,Unauthorized Access,Low,Success
EVT05520,2026-01-20 04:00:00,152.162.216.14,10.0.9.142,Account Lockout,Medium,Failed
EVT05521,2026-01-20 04:05:00,180.156.217.127,10.0.4.104,Configuration Change,Medium,Detected
EVT05522,2026-01-20 04:10:00,197.71.247.244,10.0.9.35,Malware Detection,Critical,Detected
EVT05523,2026-01-20 04:15:00,191.107.19.200,10.0.3.43,Configuration Change,Medium,Failed
EVT05524,2026-01-20 04:20:00,94.211.198.248,10.0.4.129,VPN Connection,Medium,Success
EVT05525,2026-01-20 04:25:00,185.166.75.100,10.0.6.246,Port Scan,Medium,Detected
EVT05526,2026-01-20 04:30:00,189.18.75.48,10.0.0.103,DNS Tunneling Detected,High,Failed
EVT05527,2026-01-20 04:35:00,195.112.70.243,10.0.7.225,Ransomware Detected,Low,Success
EVT05528,2026-01-20 04:40:00,173.232.145.9,10.0.8.225,USB Device Connected,Critical,Failed
EVT05529,2026-01-20 04:45:00,46.204.167.163,10.0.1.17,Web Shell Detected,Low,Detected
EVT05530,2026-01-20 04:50:00,207.39.21.248,10.0.5.54,Firewall Rule Change,Medium,Blocked
EVT05531,2026-01-20 04:55:00,206.95.44.93,10.0.2.251,Data Exfiltration Attempt,Low,Failed
EVT05532,2026-01-20 05:00:00,79.166.252.69,10.0.2.212,Lateral Movement Detected,Critical,Blocked
EVT05533,2026-01-20 05:05:00,17.20.130.97,10.0.3.9,Suspicious Process Execution,High,Success
EVT05534,2026-01-20 05:10:00,83.21.144.173,10.0.6.233,Malware Detection,High,Success
EVT05535,2026-01-20 05:15:00,78.84.241.195,10.0.4.3,DDoS Attempt,High,Failed
EVT05536,2026-01-20 05:20:00,144.136.226.225,10.0.3.210,File Access,High,Detected
EVT05537,2026-01-20 05:25:00,158.163.112.59,10.0.3.149,Account Lockout,Critical,Detected
EVT05538,2026-01-20 05:30:00,27.134.180.244,10.0.4.4,File Access,High,Success
EVT05539,2026-01-20 05:35:00,65.246.157.216,10.0.6.79,USB Device Connected,High,Success
EVT05540,2026-01-20 05:40:00,168.86.65.75,10.0.1.204,File Access,Medium,Failed
EVT05541,2026-01-20 05:45:00,196.196.216.30,10.0.5.143,Login Success,Medium,Success
EVT05542,2026-01-20 05:50:00,83.166.43.201,10.0.7.161,Configuration Change,High,Blocked
EVT05543,2026-01-20 05:55:00,138.68.253.174,10.0.8.5,USB Device Connected,Medium,Blocked
EVT05544,2026-01-20 06:00:00,137.164.67.155,10.0.9.233,File Access,High,Failed
EVT05545,2026-01-20 06:05:00,211.100.163.42,10.0.8.123,Privilege Escalation,Critical,Detected
EVT05546,2026-01-20 06:10:00,117.61.207.68,10.0.2.146,Privilege Escalation,High,Blocked
EVT05547,2026-01-20 06:15:00,120.194.24.10,10.0.1.22,Configuration Change,Low,Success
EVT05548,2026-01-20 06:20:00,90.132.185.223,10.0.6.246,SQL Injection Attempt,Medium,Success
EVT05549,2026-01-20 06:25:00,135.5.139.172,10.0.0.165,Unauthorized Access,Medium,Success
EVT05550,2026-01-20 06:30:00,213.196.172.9,10.0.5.45,Brute Force,Medium,Failed
EVT05551,2026-01-20 06:35:00,219.49.59.66,10.0.1.38,Firewall Rule Change,High,Success
EVT05552,2026-01-20 06:40:00,89.14.108.203,10.0.9.25,Suspicious Process Execution,High,Success
EVT05553,2026-01-20 06:45:00,28.182.242.142,10.0.8.47,SQL Injection Attempt,Low,Failed
EVT05554,2026-01-20 06:50:00,172.241.205.78,10.0.1.243,Session Hijacking Attempt,High,Failed
EVT05555,2026-01-20 06:55:00,197.116.71.94,10.0.8.73,Unauthorized Access,High,Success
EVT05556,2026-01-20 07:00:00,161.56.79.165,10.0.9.145,VPN Connection,Critical,Failed
EVT05557,2026-01-20 07:05:00,202.199.163.118,10.0.7.138,Web Shell Detected,Critical,Failed
EVT05558,2026-01-20 07:10:00,220.132.220.55,10.0.2.208,Suspicious Process Execution,Critical,Failed
EVT05559,2026-01-20 07:15:00,34.60.145.168,10.0.9.40,Session Hijacking Attempt,High,Detected
EVT05560,2026-01-20 07:20:00,137.138.52.71,10.0.6.89,Unauthorized Access,Medium,Success
EVT05561,2026-01-20 07:25:00,223.88.236.17,10.0.7.220,DNS Tunneling Detected,Low,Success
EVT05562,2026-01-20 07:30:00,180.154.111.105,10.0.2.94,Login Success,Medium,Failed
EVT05563,2026-01-20 07:35:00,55.171.247.183,10.0.2.11,Failed Login,High,Success
EVT05564,2026-01-20 07:40:00,61.120.241.56,10.0.4.102,Phishing Email,Low,Failed
EVT05565,2026-01-20 07:45:00,143.248.69.115,10.0.8.135,VPN Connection,Critical,Failed
EVT05566,2026-01-20 07:50:00,159.96.155.138,10.0.1.89,Phishing Email,Low,Failed
EVT05567,2026-01-20 07:55:00,194.186.50.155,10.0.6.144,Phishing Email,High,Blocked
EVT05568,2026-01-20 08:00:00,7.176.1.72,10.0.8.24,File Access,Critical,Failed
EVT05569,2026-01-20 08:05:00,177.157.167.158,10.0.2.125,Failed Login,Low,Success
EVT05570,2026-01-20 08:10:00,112.118.1.55,10.0.7.133,Privilege Escalation,High,Success
EVT05571,2026-01-20 08:15:00,211.188.75.60,10.0.0.164,Suspicious Process Execution,Medium,Success
EVT05572,2026-01-20 08:20:00,170.234.1.193,10.0.8.63,Port Scan,Medium,Success
EVT05573,2026-01-20 08:25:00,151.152.117.90,10.0.0.209,SQL Injection Attempt,Medium,Success
EVT05574,2026-01-20 08:30:00,162.212.142.251,10.0.8.244,Firewall Rule Change,Critical,Failed
EVT05575,2026-01-20 08:35:00,217.220.152.65,10.0.3.8,Brute Force,High,Blocked
EVT05576,2026-01-20 08:40:00,163.15.139.36,10.0.2.132,Login Success,Medium,Blocked
EVT05577,2026-01-20 08:45:00,174.105.208.87,10.0.5.248,Failed Login,Medium,Failed
EVT05578,2026-01-20 08:50:00,129.77.145.84,10.0.1.173,Suspicious Process Execution,Medium,Failed
EVT05579,2026-01-20 08:55:00,219.138.71.172,10.0.7.185,Privilege Escalation,Medium,Blocked
EVT05580,2026-01-20 09:00:00,204.2.4.103,10.0.1.40,SQL Injection Attempt,Low,Detected
EVT05581,2026-01-20 09:05:00,103.214.155.115,10.0.6.72,Session Hijacking Attempt,Critical,Failed
EVT05582,2026-01-20 09:10:00,181.13.5.114,10.0.0.139,Phishing Email,Critical,Detected
EVT05583,2026-01-20 09:15:00,215.43.198.101,10.0.9.57,Unauthorized Access,High,Failed
EVT05584,2026-01-20 09:20:00,1.110.54.99,10.0.4.5,Malware Detection,Medium,Success
EVT05585,2026-01-20 09:25:00,179.240.164.203,10.0.8.80,Session Hijacking Attempt,High,Success
EVT05586,2026-01-20 09:30:00,172.6.247.46,10.0.5.224,Port Scan,Low,Blocked
EVT05587,2026-01-20 09:35:00,170.36.114.114,10.0.5.231,Malware Detection,High,Success
EVT05588,2026-01-20 09:40:00,54.65.102.25,10.0.8.168,Data Exfiltration Attempt,High,Detected
EVT05589,2026-01-20 09:45:00,219.137.233.43,10.0.8.231,Port Scan,High,Detected
EVT05590,2026-01-20 09:50:00,101.129.41.161,10.0.2.234,Privilege Escalation,Critical,Detected
EVT05591,2026-01-20 09:55:00,161.221.195.253,10.0.5.211,Port Scan,Low,Blocked
EVT05592,2026-01-20 10:00:00,136.95.84.115,10.0.7.36,SQL Injection Attempt,High,Success
EVT05593,2026-01-20 10:05:00,207.230.91.195,10.0.7.231,Suspicious Process Execution,Low,Failed
EVT05594,2026-01-20 10:10:00,141.211.89.176,10.0.0.198,Ransomware Detected,Medium,Failed
EVT05595,2026-01-20 10:15:00,175.231.117.65,10.0.1.136,Account Lockout,Medium,Blocked
EVT05596,2026-01-20 10:20:00,82.149.150.85,10.0.9.97,DDoS Attempt,Medium,Blocked
EVT05597,2026-01-20 10:25:00,46.14.79.130,10.0.7.26,Suspicious Process Execution,High,Detected
EVT05598,2026-01-20 10:30:00,41.114.155.227,10.0.1.54,Session Hijacking Attempt,High,Success
EVT05599,2026-01-20 10:35:00,152.4.225.216,10.0.2.149,Phishing Email,High,Failed
EVT05600,2026-01-20 10:40:00,164.47.61.246,10.0.7.205,DNS Tunneling Detected,Low,Failed
EVT05601,2026-01-20 10:45:00,217.178.48.84,10.0.4.115,File Access,Medium,Failed
EVT05602,2026-01-20 10:50:00,209.57.84.246,10.0.5.181,Privilege Escalation,Medium,Detected
EVT05603,2026-01-20 10:55:00,197.161.214.155,10.0.5.145,File Access,Low,Failed
EVT05604,2026-01-20 11:00:00,54.84.139.121,10.0.0.4,Malware Detection,Medium,Failed
EVT05605,2026-01-20 11:05:00,205.221.108.39,10.0.6.128,DNS Tunneling Detected,High,Detected
EVT05606,2026-01-20 11:10:00,198.214.156.66,10.0.2.116,Malware Detection,High,Failed
EVT05607,2026-01-20 11:15:00,192.101.234.67,10.0.0.25,SQL Injection Attempt,Low,Failed
EVT05608,2026-01-20 11:20:00,89.137.218.74,10.0.1.206,Lateral Movement Detected,Medium,Detected
EVT05609,2026-01-20 11:25:00,165.186.241.160,10.0.1.68,Unauthorized Access,High,Detected
EVT05610,2026-01-20 11:30:00,206.198.60.171,10.0.4.103,Suspicious Process Execution,Medium,Failed
EVT05611,2026-01-20 11:35:00,144.218.139.249,10.0.6.149,Suspicious Process Execution,High,Blocked
EVT05612,2026-01-20 11:40:00,51.46.20.91,10.0.5.132,Unauthorized Access,Critical,Blocked
EVT05613,2026-01-20 11:45:00,213.152.53.27,10.0.9.98,File Access,Critical,Success
EVT05614,2026-01-20 11:50:00,205.88.237.239,10.0.6.240,Web Shell Detected,High,Failed
EVT05615,2026-01-20 11:55:00,164.214.49.60,10.0.3.96,USB Device Connected,Medium,Detected
EVT05616,2026-01-20 12:00:00,67.20.67.213,10.0.1.84,DDoS Attempt,Medium,Blocked
EVT05617,2026-01-20 12:05:00,177.130.52.179,10.0.8.93,Malware Detection,Critical,Failed
EVT05618,2026-01-20 12:10:00,197.89.245.119,10.0.0.209,SQL Injection Attempt,High,Success
EVT05619,2026-01-20 12:15:00,133.243.114.194,10.0.3.37,SQL Injection Attempt,Medium,Detected
EVT05620,2026-01-20 12:20:00,200.244.56.38,10.0.4.131,Port Scan,Medium,Success
EVT05621,2026-01-20 12:25:00,193.109.55.136,10.0.5.16,DDoS Attempt,Medium,Blocked
EVT05622,2026-01-20 12:30:00,206.246.5.21,10.0.2.206,Login Success,Low,Blocked
EVT05623,2026-01-20 12:35:00,66.132.111.93,10.0.6.66,Malware Detection,High,Detected
EVT05624,2026-01-20 12:40:00,111.53.119.111,10.0.5.218,Login Success,Medium,Failed
EVT05625,2026-01-20 12:45:00,192.184.51.25,10.0.7.109,Credential Dumping,High,Failed
EVT05626,2026-01-20 12:50:00,115.121.153.140,10.0.1.156,VPN Connection,Medium,Failed
EVT05627,2026-01-20 12:55:00,116.59.67.174,10.0.5.215,Account Lockout,Medium,Failed
EVT05628,2026-01-20 13:00:00,205.98.221.239,10.0.6.80,Data Exfiltration Attempt,Low,Failed
EVT05629,2026-01-20 13:05:00,175.90.17.73,10.0.0.144,DNS Tunneling Detected,High,Failed
EVT05630,2026-01-20 13:10:00,198.74.15.60,10.0.2.247,Firewall Rule Change,Low,Success
EVT05631,2026-01-20 13:15:00,104.49.205.70,10.0.3.174,DNS Tunneling Detected,Medium,Success
EVT05632,2026-01-20 13:20:00,150.194.130.82,10.0.3.155,Web Shell Detected,Low,Blocked
EVT05633,2026-01-20 13:25:00,201.121.110.40,10.0.9.221,File Access,High,Failed
EVT05634,2026-01-20 13:30:00,196.24.122.60,10.0.1.107,SQL Injection Attempt,Low,Success
EVT05635,2026-01-20 13:35:00,190.222.151.30,10.0.3.14,Account Lockout,High,Blocked
EVT05636,2026-01-20 13:40:00,146.111.112.251,10.0.9.188,Lateral Movement Detected,Medium,Success
EVT05637,2026-01-20 13:45:00,195.14.9.19,10.0.9.183,Credential Dumping,High,Success
EVT05638,2026-01-20 13:50:00,167.177.233.88,10.0.0.166,Login Success,Low,Failed
EVT05639,2026-01-20 13:55:00,202.36.198.83,10.0.7.133,USB Device Connected,Low,Success
EVT05640,2026-01-20 14:00:00,112.191.173.112,10.0.7.46,File Access,Low,Detected
EVT05641,2026-01-20 14:05:00,195.208.244.88,10.0.1.58,Session Hijacking Attempt,Medium,Success
EVT05642,2026-01-20 14:10:00,80.192.71.130,10.0.8.165,Suspicious Process Execution,High,Failed
EVT05643,2026-01-20 14:15:00,192.64.123.94,10.0.3.185,Unauthorized Access,Medium,Success
EVT05644,2026-01-20 14:20:00,219.68.28.250,10.0.6.209,Suspicious Process Execution,Low,Success
EVT05645,2026-01-20 14:25:00,17.234.94.179,10.0.4.202,Privilege Escalation,Medium,Success
EVT05646,2026-01-20 14:30:00,129.177.61.206,10.0.7.35,Privilege Escalation,Medium,Detected
EVT05647,2026-01-20 14:35:00,205.151.5.161,10.0.6.10,VPN Connection,Low,Failed
EVT05648,2026-01-20 14:40:00,190.112.76.25,10.0.4.110,Unauthorized Access,Medium,Success
EVT05649,2026-01-20 14:45:00,219.85.107.56,10.0.4.217,Ransomware Detected,Low,Blocked
EVT05650,2026-01-20 14:50:00,214.223.11.206,10.0.0.220,Configuration Change,Medium,Blocked
EVT05651,2026-01-20 14:55:00,106.15.21.21,10.0.9.73,Port Scan,Critical,Success
EVT05652,2026-01-20 15:00:00,68.94.36.30,10.0.3.172,Account Lockout,Critical,Failed
EVT05653,2026-01-20 15:05:00,199.29.50.40,10.0.6.158,DNS Tunneling Detected,Medium,Failed
EVT05654,2026-01-20 15:10:00,217.116.50.127,10.0.3.158,Unauthorized Access,High,Failed
EVT05655,2026-01-20 15:15:00,205.138.45.166,10.0.3.188,File Access,Medium,Success
EVT05656,2026-01-20 15:20:00,203.1.220.91,10.0.1.93,SQL Injection Attempt,Medium,Success
EVT05657,2026-01-20 15:25:00,209.19.235.46,10.0.2.207,File Access,High,Success
EVT05658,2026-01-20 15:30:00,194.110.135.47,10.0.2.99,Privilege Escalation,High,Detected
EVT05659,2026-01-20 15:35:00,99.58.89.45,10.0.8.226,File Access,High,Success
EVT05660,2026-01-20 15:40:00,204.166.230.57,10.0.2.95,Unauthorized Access,High,Success
EVT05661,2026-01-20 15:45:00,137.85.136.204,10.0.2.94,Credential Dumping,Low,Failed
EVT05662,2026-01-20 15:50:00,211.93.250.244,10.0.6.77,Ransomware Detected,High,Failed
EVT05663,2026-01-20 15:55:00,16.18.247.182,10.0.2.63,Account Lockout,Low,Blocked
