event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified
EVT05178,0.3327,33.27,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984252+00:00,Medium,22.06,Normal,4.3,No IOC Match,,ENG-FW-0109,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0109,Unknown,False
EVT05179,0.332,33.2,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984286+00:00,Medium,28.24,Normal,3.5,No IOC Match,,OPS-SW-0037,Unknown,False,,2,Normal,No IOC Match,OPS-SW-0037,Unknown,False
EVT05180,0.3458,34.58,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984320+00:00,High,19.65,Normal,2.0,No IOC Match,,SAL-SW-0026,Unknown,False,,0,Normal,No IOC Match,SAL-SW-0026,Unknown,False
EVT05181,0.359,35.9,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.984354+00:00,Low,69.87,Suspicious,2.5,No IOC Match,,LEG-PC-0087,Unknown,False,,8,Suspicious,No IOC Match,LEG-PC-0087,Unknown,False
EVT05182,0.4505,45.05,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.984390+00:00,Low,43.15,Normal,9.5,No IOC Match,,ENG-LAP-0034,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0034,Unknown,False
EVT05183,0.5842,58.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.984449+00:00,Medium,63.36,Normal,9.2,No IOC Match,,IT-SW-0140,Unknown,False,,0,Normal,No IOC Match,IT-SW-0140,Unknown,False
EVT05184,0.2456,24.56,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984486+00:00,Low,28.8,Normal,3.1,No IOC Match,,OPS-PC-0101,Unknown,False,,0,Normal,No IOC Match,OPS-PC-0101,Unknown,False
EVT05185,0.4108,41.08,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984520+00:00,High,20.45,Normal,4.5,No IOC Match,,LEG-MOB-0119,Unknown,False,,0,Normal,No IOC Match,LEG-MOB-0119,Unknown,False
EVT05186,0.5452,54.52,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.984554+00:00,Medium,51.66,Normal,9.1,No IOC Match,,ENG-PRT-0087,Unknown,False,,1,Normal,No IOC Match,ENG-PRT-0087,Unknown,False
EVT05187,0.5372,53.72,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.984588+00:00,High,44.9,Normal,6.5,No IOC Match,,FIN-PC-0037,Unknown,False,,5,Normal,No IOC Match,FIN-PC-0037,Unknown,False
EVT05188,0.5199,51.99,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984622+00:00,High,34.57,Normal,7.1,No IOC Match,,HR-RTR-0093,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0093,Unknown,False
EVT05189,0.397,39.7,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984656+00:00,Low,43.65,Normal,7.3,No IOC Match,,FIN-LAP-0055,Unknown,False,,0,Normal,No IOC Match,FIN-LAP-0055,Unknown,False
EVT05190,0.3391,33.91,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984693+00:00,Medium,20.9,Normal,4.7,No IOC Match,,HR-FW-0099,Unknown,False,,0,Normal,No IOC Match,HR-FW-0099,Unknown,False
EVT05191,0.5924,59.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.984728+00:00,High,51.38,Normal,7.9,No IOC Match,,IT-MOB-0029,Unknown,False,,5,Normal,No IOC Match,IT-MOB-0029,Unknown,False
EVT05192,0.5378,53.78,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984762+00:00,Critical,35.3,Normal,4.6,No IOC Match,,LEG-FW-0019,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0019,Unknown,False
EVT05193,0.5466,54.66,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.984797+00:00,Medium,55.31,Normal,8.7,No IOC Match,,OPS-MOB-0100,Unknown,False,,0,Normal,No IOC Match,OPS-MOB-0100,Unknown,False
EVT05194,0.3053,30.53,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984831+00:00,High,17.09,Normal,0.7,No IOC Match,,LEG-MOB-0014,Unknown,False,,0,Normal,No IOC Match,LEG-MOB-0014,Unknown,False
EVT05195,0.4054,40.54,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984865+00:00,High,13.93,Normal,5.1,No IOC Match,,MKT-IOT-0059,Unknown,False,,0,Normal,No IOC Match,MKT-IOT-0059,Unknown,False
EVT05196,0.186,18.6,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984900+00:00,Low,22.51,Normal,1.5,No IOC Match,,MKT-SRV-0018,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0018,Unknown,False
EVT05197,0.3881,38.81,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984934+00:00,Low,36.8,Normal,7.8,No IOC Match,,FIN-LAP-0117,Unknown,False,,0,Normal,No IOC Match,FIN-LAP-0117,Unknown,False
EVT05198,0.6742,67.42,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.984968+00:00,Critical,55.74,Normal,7.5,No IOC Match,,FIN-SW-0110,Unknown,False,,3,Normal,No IOC Match,FIN-SW-0110,Unknown,False
EVT05199,0.5656,56.56,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985003+00:00,Critical,36.99,Normal,5.5,No IOC Match,,IT-SW-0048,Unknown,False,,0,Normal,No IOC Match,IT-SW-0048,Unknown,False
EVT05200,0.3873,38.73,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.985038+00:00,Low,55.74,Normal,5.4,No IOC Match,,HR-DB-0098,Unknown,False,,6,Normal,No IOC Match,HR-DB-0098,Unknown,False
EVT05201,0.266,26.6,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985071+00:00,Low,46.51,Normal,1.7,No IOC Match,,OPS-RTR-0121,Unknown,False,,0,Normal,No IOC Match,OPS-RTR-0121,Unknown,False
EVT05202,0.4337,43.37,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985105+00:00,Medium,37.57,Normal,6.4,No IOC Match,,FIN-IOT-0114,Unknown,False,,2,Normal,No IOC Match,FIN-IOT-0114,Unknown,False
EVT05203,0.2782,27.82,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985139+00:00,High,10.81,Normal,0.4,No IOC Match,,LEG-PC-0037,Unknown,False,,0,Normal,No IOC Match,LEG-PC-0037,Unknown,False
EVT05204,0.3514,35.14,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985172+00:00,Medium,21.65,Normal,5.1,No IOC Match,,HR-PRT-0048,Unknown,False,,0,Normal,No IOC Match,HR-PRT-0048,Unknown,False
EVT05205,0.279,27.9,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985206+00:00,High,11.89,Normal,0.3,No IOC Match,,LEG-RTR-0105,Unknown,False,,0,Normal,No IOC Match,LEG-RTR-0105,Unknown,False
EVT05206,0.2434,24.34,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985240+00:00,Medium,17.49,Normal,1.3,No IOC Match,,ENG-SW-0121,Unknown,False,,0,Normal,No IOC Match,ENG-SW-0121,Unknown,False
EVT05207,0.5779,57.79,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.985276+00:00,High,59.54,Normal,6.3,No IOC Match,,ENG-PRT-0075,Unknown,False,,8,Normal,No IOC Match,ENG-PRT-0075,Unknown,False
EVT05208,0.5589,55.89,Moderate,Review When Possible,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.985310+00:00,Low,84.26,Suspicious,8.7,No IOC Match,,IT-DB-0077,Unknown,False,,5,Suspicious,No IOC Match,IT-DB-0077,Unknown,False
EVT05209,0.2711,27.11,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985509+00:00,Low,24.95,Normal,4.6,No IOC Match,,IT-SW-0018,Unknown,False,,0,Normal,No IOC Match,IT-SW-0018,Unknown,False
EVT05210,0.3418,34.18,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985576+00:00,High,19.97,Normal,1.8,No IOC Match,,MKT-IOT-0012,Unknown,False,,0,Normal,No IOC Match,MKT-IOT-0012,Unknown,False
EVT05211,0.3381,33.81,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985621+00:00,High,10.78,Normal,2.8,No IOC Match,,FIN-LAP-0108,Unknown,False,,0,Normal,No IOC Match,FIN-LAP-0108,Unknown,False
EVT05212,0.5178,51.78,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985661+00:00,High,33.89,Normal,7.1,No IOC Match,,SAL-RTR-0042,Unknown,False,,4,Normal,No IOC Match,SAL-RTR-0042,Unknown,False
EVT05213,0.442,44.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.985702+00:00,Low,48.44,Normal,8.5,No IOC Match,,MKT-RTR-0073,Unknown,False,,2,Normal,No IOC Match,MKT-RTR-0073,Unknown,False
EVT05214,0.2563,25.63,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985741+00:00,Medium,22.43,Normal,1.2,No IOC Match,,LEG-PRT-0086,Unknown,False,,0,Normal,No IOC Match,LEG-PRT-0086,Unknown,False
EVT05215,0.526,52.6,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985778+00:00,Critical,48.32,Normal,2.5,No IOC Match,,IT-RTR-0009,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0009,Unknown,False
EVT05216,0.4442,44.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985815+00:00,Medium,54.53,Normal,4.7,No IOC Match,,LEG-LAP-0086,Unknown,False,,0,Normal,No IOC Match,LEG-LAP-0086,Unknown,False
EVT05217,0.4682,46.82,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.985851+00:00,Medium,67.82,Normal,4.0,No IOC Match,,HR-LAP-0004,Unknown,False,,7,Normal,No IOC Match,HR-LAP-0004,Unknown,False
EVT05218,0.4977,49.77,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.985886+00:00,Medium,34.07,Normal,9.4,No IOC Match,,IT-SRV-0091,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0091,Unknown,False
EVT05219,0.4788,47.88,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985921+00:00,Critical,20.43,Normal,4.1,No IOC Match,,HR-PC-0057,Unknown,False,,0,Normal,No IOC Match,HR-PC-0057,Unknown,False
EVT05220,0.1514,15.14,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985956+00:00,Low,19.46,Normal,0.5,No IOC Match,,OPS-FW-0062,Unknown,False,,0,Normal,No IOC Match,OPS-FW-0062,Unknown,False
EVT05221,0.2927,29.27,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.985991+00:00,Medium,16.47,Normal,3.4,No IOC Match,,ENG-PC-0019,Unknown,False,,0,Normal,No IOC Match,ENG-PC-0019,Unknown,False
EVT05222,0.2987,29.87,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.986058+00:00,Medium,44.0,Normal,0.2,No IOC Match,,IT-DB-0103,Unknown,False,,5,Normal,No IOC Match,IT-DB-0103,Unknown,False
EVT05223,0.5374,53.74,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986095+00:00,High,36.98,Normal,7.5,No IOC Match,,HR-SW-0045,Unknown,False,,1,Normal,No IOC Match,HR-SW-0045,Unknown,False
EVT05224,0.4047,40.47,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986131+00:00,Medium,24.32,Normal,6.9,No IOC Match,,LEG-FW-0040,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0040,Unknown,False
EVT05225,0.4759,47.59,Moderate,Review When Possible,True,[],1.0,0.25,[],2026-09-02T05:58:31.986169+00:00,High,37.76,Normal,7.2,No IOC Match,,IT-DB-0012,Low,True,0.25,0,Normal,No IOC Match,IT-DB-0012,Low,True
EVT05226,0.387,38.7,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986205+00:00,Medium,25.85,Normal,6.0,No IOC Match,,HR-DB-0024,Unknown,False,,0,Normal,No IOC Match,HR-DB-0024,Unknown,False
EVT05227,0.4107,41.07,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986240+00:00,High,21.23,Normal,4.4,No IOC Match,,FIN-SRV-0096,Unknown,False,,0,Normal,No IOC Match,FIN-SRV-0096,Unknown,False
EVT05228,0.6363,63.63,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.986275+00:00,High,49.41,Normal,9.9,No IOC Match,,HR-SRV-0022,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0022,Unknown,False
EVT05229,0.4363,43.63,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986311+00:00,High,27.02,Normal,4.7,No IOC Match,,FIN-PC-0057,Unknown,False,,0,Normal,No IOC Match,FIN-PC-0057,Unknown,False
EVT05230,0.6091,60.91,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.986352+00:00,High,55.92,Normal,8.0,No IOC Match,,OPS-SW-0082,Unknown,False,,4,Normal,No IOC Match,OPS-SW-0082,Unknown,False
EVT05231,0.5432,54.32,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.986388+00:00,Medium,55.04,Normal,8.6,No IOC Match,,HR-PC-0124,Unknown,False,,0,Normal,No IOC Match,HR-PC-0124,Unknown,False
EVT05232,0.4934,49.34,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986459+00:00,Medium,53.49,Normal,6.8,No IOC Match,,OPS-RTR-0008,Unknown,False,,0,Normal,No IOC Match,OPS-RTR-0008,Unknown,False
EVT05233,0.4576,45.76,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.986501+00:00,Medium,26.84,Normal,8.7,No IOC Match,,IT-SRV-0107,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0107,Unknown,False
EVT05234,0.3724,37.24,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986538+00:00,High,18.58,Normal,3.2,No IOC Match,,IT-IOT-0022,Unknown,False,,0,Normal,No IOC Match,IT-IOT-0022,Unknown,False
EVT05235,0.3956,39.56,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.986573+00:00,High,32.39,Normal,2.4,No IOC Match,,MKT-MOB-0041,Unknown,False,,5,Normal,No IOC Match,MKT-MOB-0041,Unknown,False
EVT05236,0.5462,54.62,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.986608+00:00,Low,72.17,Suspicious,9.7,No IOC Match,,IT-PC-0057,Unknown,False,,0,Suspicious,No IOC Match,IT-PC-0057,Unknown,False
EVT05237,0.6565,65.65,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.986643+00:00,Critical,39.69,Normal,8.8,No IOC Match,,LEG-SW-0002,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0002,Unknown,False
EVT05238,0.609,60.9,Moderate,Review When Possible,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.986678+00:00,High,52.69,Normal,8.4,No IOC Match,,LEG-FW-0014,Unknown,False,,5,Normal,No IOC Match,LEG-FW-0014,Unknown,False
EVT05239,0.6276,62.76,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986713+00:00,Critical,44.03,Normal,7.1,No IOC Match,,FIN-LAP-0108,Unknown,False,,1,Normal,No IOC Match,FIN-LAP-0108,Unknown,False
EVT05240,0.2196,21.96,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986748+00:00,Medium,17.06,Normal,0.4,No IOC Match,,ENG-SW-0105,Unknown,False,,0,Normal,No IOC Match,ENG-SW-0105,Unknown,False
EVT05241,0.5796,57.96,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.986866+00:00,Critical,29.48,Normal,7.0,No IOC Match,,SAL-SRV-0013,Unknown,False,,0,Normal,No IOC Match,SAL-SRV-0013,Unknown,False
EVT05242,0.5516,55.16,Moderate,Review When Possible,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.986925+00:00,Medium,53.71,Normal,9.1,No IOC Match,,OPS-PC-0135,Unknown,False,,6,Normal,No IOC Match,OPS-PC-0135,Unknown,False
EVT05243,0.6143,61.43,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.986965+00:00,High,55.18,Normal,8.3,No IOC Match,,OPS-DB-0034,Unknown,False,,7,Normal,No IOC Match,OPS-DB-0034,Unknown,False
EVT05244,0.5943,59.43,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.987002+00:00,High,57.59,Normal,7.2,No IOC Match,,LEG-MOB-0032,Unknown,False,,6,Normal,No IOC Match,LEG-MOB-0032,Unknown,False
EVT05245,0.5334,53.34,Moderate,Review When Possible,True,[],1.0,0.75,['High CVSS vulnerability'],2026-09-02T05:58:31.987039+00:00,Medium,36.96,Normal,8.3,No IOC Match,,IT-PRT-0037,High,True,0.75,0,Normal,No IOC Match,IT-PRT-0037,High,True
EVT05246,0.5488,54.88,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.987075+00:00,Medium,48.01,Normal,9.7,No IOC Match,,ENG-RTR-0102,Unknown,False,,0,Normal,No IOC Match,ENG-RTR-0102,Unknown,False
EVT05247,0.2657,26.57,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987111+00:00,Low,31.22,Normal,3.6,No IOC Match,,IT-SW-0065,Unknown,False,,0,Normal,No IOC Match,IT-SW-0065,Unknown,False
EVT05248,0.4164,41.64,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.987146+00:00,Medium,42.44,Normal,5.1,No IOC Match,,ENG-RTR-0122,Unknown,False,,6,Normal,No IOC Match,ENG-RTR-0122,Unknown,False
EVT05249,0.2345,23.45,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987181+00:00,Medium,21.04,Normal,0.5,No IOC Match,,OPS-SRV-0101,Unknown,False,,0,Normal,No IOC Match,OPS-SRV-0101,Unknown,False
EVT05250,0.6481,64.81,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.987216+00:00,Critical,42.6,Normal,8.1,No IOC Match,,LEG-PRT-0037,Unknown,False,,0,Normal,No IOC Match,LEG-PRT-0037,Unknown,False
EVT05251,0.3957,39.57,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987250+00:00,Low,43.23,Normal,7.3,No IOC Match,,HR-IOT-0107,Unknown,False,,0,Normal,No IOC Match,HR-IOT-0107,Unknown,False
EVT05252,0.3579,35.79,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987285+00:00,Medium,25.33,Normal,4.9,No IOC Match,,OPS-LAP-0038,Unknown,False,,0,Normal,No IOC Match,OPS-LAP-0038,Unknown,False
EVT05253,0.5305,53.05,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987319+00:00,Critical,40.15,Normal,3.7,No IOC Match,,FIN-MOB-0012,Unknown,False,,4,Normal,No IOC Match,FIN-MOB-0012,Unknown,False
EVT05254,0.3221,32.21,Medium,Monitor,True,[],1.0,0.5,[],2026-09-02T05:58:31.987356+00:00,Low,33.43,Normal,3.8,No IOC Match,,ENG-MOB-0112,Medium,True,0.5,2,Normal,No IOC Match,ENG-MOB-0112,Medium,True
EVT05255,0.4626,46.26,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987392+00:00,Medium,40.44,Normal,7.2,No IOC Match,,MKT-LAP-0085,Unknown,False,,4,Normal,No IOC Match,MKT-LAP-0085,Unknown,False
EVT05256,0.6022,60.22,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.987465+00:00,Critical,28.7,Normal,8.0,No IOC Match,,IT-IOT-0002,Unknown,False,,0,Normal,No IOC Match,IT-IOT-0002,Unknown,False
EVT05257,0.5338,53.38,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987502+00:00,High,41.41,Normal,6.8,No IOC Match,,LEG-IOT-0048,Unknown,False,,4,Normal,No IOC Match,LEG-IOT-0048,Unknown,False
EVT05258,0.5277,52.77,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987537+00:00,High,57.86,Normal,4.5,No IOC Match,,MKT-MOB-0040,Unknown,False,,2,Normal,No IOC Match,MKT-MOB-0040,Unknown,False
EVT05259,0.4617,46.17,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987572+00:00,High,30.36,Normal,5.3,No IOC Match,,MKT-LAP-0015,Unknown,False,,0,Normal,No IOC Match,MKT-LAP-0015,Unknown,False
EVT05260,0.361,36.1,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987606+00:00,High,18.92,Normal,2.7,No IOC Match,,HR-SRV-0034,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0034,Unknown,False
EVT05261,0.4595,45.95,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.987640+00:00,Medium,29.04,Normal,8.5,No IOC Match,,ENG-RTR-0056,Unknown,False,,0,Normal,No IOC Match,ENG-RTR-0056,Unknown,False
EVT05262,0.2958,29.58,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987675+00:00,High,18.05,Normal,0.2,No IOC Match,,MKT-IOT-0101,Unknown,False,,0,Normal,No IOC Match,MKT-IOT-0101,Unknown,False
EVT05263,0.5378,53.78,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987710+00:00,High,42.7,Normal,6.8,No IOC Match,,HR-LAP-0101,Unknown,False,,4,Normal,No IOC Match,HR-LAP-0101,Unknown,False
EVT05264,0.4394,43.94,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987744+00:00,Medium,38.6,Normal,6.5,No IOC Match,,IT-SW-0004,Unknown,False,,0,Normal,No IOC Match,IT-SW-0004,Unknown,False
EVT05265,0.5487,54.87,Moderate,Review When Possible,True,[],1.0,0.5,['Multiple failed login attempts'],2026-09-02T05:58:31.987780+00:00,High,58.88,Normal,5.7,No IOC Match,,SAL-LAP-0064,Medium,True,0.5,8,Normal,No IOC Match,SAL-LAP-0064,Medium,True
EVT05266,0.6493,64.93,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987814+00:00,Critical,45.38,Normal,7.8,No IOC Match,,HR-RTR-0034,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0034,Unknown,False
EVT05267,0.3055,30.55,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987848+00:00,Low,39.16,Normal,4.2,No IOC Match,,MKT-SRV-0105,Unknown,False,,4,Normal,No IOC Match,MKT-SRV-0105,Unknown,False
EVT05268,0.2859,28.59,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987882+00:00,Low,27.28,Normal,4.9,No IOC Match,,SAL-SRV-0056,Unknown,False,,0,Normal,No IOC Match,SAL-SRV-0056,Unknown,False
EVT05269,0.6588,65.88,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987916+00:00,Critical,61.21,Suspicious,6.2,No IOC Match,,OPS-MOB-0062,Unknown,False,,0,Suspicious,No IOC Match,OPS-MOB-0062,Unknown,False
EVT05270,0.5786,57.86,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987950+00:00,Critical,34.74,Normal,6.3,No IOC Match,,HR-FW-0107,Unknown,False,,0,Normal,No IOC Match,HR-FW-0107,Unknown,False
EVT05271,0.2941,29.41,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.987984+00:00,Low,30.72,Normal,4.8,No IOC Match,,LEG-FW-0083,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0083,Unknown,False
EVT05272,0.4155,41.55,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.988018+00:00,Critical,22.55,Normal,1.3,No IOC Match,,ENG-SRV-0103,Unknown,False,,0,Normal,No IOC Match,ENG-SRV-0103,Unknown,False
EVT05273,0.4995,49.95,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.988052+00:00,High,23.25,Normal,7.7,No IOC Match,,LEG-SW-0064,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0064,Unknown,False
EVT05274,0.3645,36.45,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.988085+00:00,Medium,24.24,Normal,5.3,No IOC Match,,IT-PC-0004,Unknown,False,,0,Normal,No IOC Match,IT-PC-0004,Unknown,False
EVT05275,0.4647,46.47,Moderate,Review When Possible,True,[],1.0,0.5,['High CVSS vulnerability'],2026-09-02T05:58:31.988121+00:00,Medium,28.68,Normal,8.4,No IOC Match,,LEG-RTR-0096,Medium,True,0.5,0,Normal,No IOC Match,LEG-RTR-0096,Medium,True
