event_id,timestamp,source_ip,destination_ip,event_type,ioc_status,ioc_type,ioc_value,threat_name,threat_actor,ioc_confidence,ioc_severity,indicator_id,matched_from,enrichment_source
EVT05106,2026-01-18 17:30:00,57.190.134.57,10.0.4.103,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05107,2026-01-18 17:35:00,198.132.253.133,10.0.8.246,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT05108,2026-01-18 17:40:00,117.11.185.94,10.0.6.94,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05109,2026-01-18 17:45:00,153.131.111.176,10.0.3.193,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05110,2026-01-18 17:50:00,221.243.81.12,10.0.5.60,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05111,2026-01-18 17:55:00,27.11.147.254,10.0.0.80,Login Success,No IOC Match,,,,,,,,,No Match
EVT05112,2026-01-18 18:00:00,201.238.73.222,10.0.9.207,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05113,2026-01-18 18:05:00,204.128.2.8,10.0.7.153,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05114,2026-01-18 18:10:00,78.107.70.180,10.0.9.7,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05115,2026-01-18 18:15:00,146.130.250.242,10.0.8.32,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05116,2026-01-18 18:20:00,149.149.207.39,10.0.4.195,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05117,2026-01-18 18:25:00,198.81.26.18,10.0.6.98,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05118,2026-01-18 18:30:00,141.175.0.17,10.0.7.152,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05119,2026-01-18 18:35:00,194.144.174.237,10.0.4.171,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT05120,2026-01-18 18:40:00,157.96.240.70,10.0.6.219,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05121,2026-01-18 18:45:00,155.179.76.210,10.0.7.131,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT05122,2026-01-18 18:50:00,31.166.108.188,10.0.2.58,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05123,2026-01-18 18:55:00,50.133.166.82,10.0.7.187,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05124,2026-01-18 19:00:00,22.0.35.4,10.0.2.50,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05125,2026-01-18 19:05:00,221.86.133.232,10.0.5.137,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05126,2026-01-18 19:10:00,38.211.71.237,10.0.2.144,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT05127,2026-01-18 19:15:00,203.241.92.141,10.0.9.233,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT05128,2026-01-18 19:20:00,194.247.229.172,10.0.2.95,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05129,2026-01-18 19:25:00,148.32.153.96,10.0.2.15,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05130,2026-01-18 19:30:00,198.61.174.164,10.0.3.239,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05131,2026-01-18 19:35:00,14.31.244.239,10.0.2.20,File Access,No IOC Match,,,,,,,,,No Match
EVT05132,2026-01-18 19:40:00,206.20.16.187,10.0.3.189,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05133,2026-01-18 19:45:00,84.158.63.64,10.0.3.12,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05134,2026-01-18 19:50:00,142.159.41.110,10.0.1.68,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05135,2026-01-18 19:55:00,26.174.8.206,10.0.0.28,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05136,2026-01-18 20:00:00,149.112.169.79,10.0.7.134,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT05137,2026-01-18 20:05:00,183.7.242.43,10.0.8.206,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT05138,2026-01-18 20:10:00,180.165.47.217,10.0.9.37,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT05139,2026-01-18 20:15:00,202.49.202.223,10.0.8.245,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05140,2026-01-18 20:20:00,51.87.36.39,10.0.7.167,File Access,No IOC Match,,,,,,,,,No Match
EVT05141,2026-01-18 20:25:00,218.60.38.212,10.0.0.145,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05142,2026-01-18 20:30:00,52.35.121.13,10.0.7.33,Port Scan,No IOC Match,,,,,,,,,No Match
EVT05143,2026-01-18 20:35:00,221.141.149.166,10.0.5.236,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05144,2026-01-18 20:40:00,222.167.183.238,10.0.4.247,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05145,2026-01-18 20:45:00,221.216.18.4,10.0.1.17,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05146,2026-01-18 20:50:00,206.133.207.23,10.0.9.180,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05147,2026-01-18 20:55:00,168.190.119.58,10.0.5.119,Port Scan,No IOC Match,,,,,,,,,No Match
EVT05148,2026-01-18 21:00:00,168.221.238.43,10.0.6.101,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT05149,2026-01-18 21:05:00,214.136.229.5,10.0.8.225,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05150,2026-01-18 21:10:00,210.118.210.161,10.0.8.189,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05151,2026-01-18 21:15:00,132.211.45.111,10.0.3.138,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05152,2026-01-18 21:20:00,165.183.10.205,10.0.0.247,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05153,2026-01-18 21:25:00,156.32.30.214,10.0.0.238,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT05154,2026-01-18 21:30:00,128.69.166.31,10.0.1.99,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05155,2026-01-18 21:35:00,115.108.198.39,10.0.2.250,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05156,2026-01-18 21:40:00,125.231.95.73,10.0.6.21,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05157,2026-01-18 21:45:00,215.15.28.61,10.0.1.33,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05158,2026-01-18 21:50:00,205.20.104.6,10.0.6.44,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05159,2026-01-18 21:55:00,207.19.67.102,10.0.0.119,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05160,2026-01-18 22:00:00,173.142.246.131,10.0.0.115,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05161,2026-01-18 22:05:00,180.235.155.128,10.0.9.97,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05162,2026-01-18 22:10:00,216.172.36.255,10.0.7.226,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05163,2026-01-18 22:15:00,153.26.177.67,10.0.8.28,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05164,2026-01-18 22:20:00,184.249.62.238,10.0.4.171,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05165,2026-01-18 22:25:00,46.46.92.92,10.0.0.87,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05166,2026-01-18 22:30:00,147.241.224.225,10.0.3.86,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05167,2026-01-18 22:35:00,220.61.142.142,10.0.8.53,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT05168,2026-01-18 22:40:00,89.209.32.27,10.0.1.116,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT05169,2026-01-18 22:45:00,186.215.70.26,10.0.0.212,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05170,2026-01-18 22:50:00,178.28.141.13,10.0.4.35,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05171,2026-01-18 22:55:00,209.179.143.25,10.0.9.215,File Access,No IOC Match,,,,,,,,,No Match
EVT05172,2026-01-18 23:00:00,144.8.70.237,10.0.8.61,File Access,No IOC Match,,,,,,,,,No Match
EVT05173,2026-01-18 23:05:00,197.220.96.42,10.0.1.76,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT05174,2026-01-18 23:10:00,135.119.26.252,10.0.9.109,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05175,2026-01-18 23:15:00,60.228.124.204,10.0.4.68,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05176,2026-01-18 23:20:00,142.61.67.37,10.0.0.106,Login Success,No IOC Match,,,,,,,,,No Match
EVT05177,2026-01-18 23:25:00,17.31.48.94,10.0.4.41,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05178,2026-01-18 23:30:00,180.85.12.73,10.0.8.70,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05179,2026-01-18 23:35:00,218.137.95.173,10.0.6.135,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT05180,2026-01-18 23:40:00,172.244.11.198,10.0.8.246,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT05181,2026-01-18 23:45:00,191.26.174.49,10.0.6.5,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT05182,2026-01-18 23:50:00,209.67.133.143,10.0.7.51,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05183,2026-01-18 23:55:00,95.155.25.17,10.0.3.252,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05184,2026-01-19 00:00:00,106.131.110.237,10.0.1.174,Login Success,No IOC Match,,,,,,,,,No Match
EVT05185,2026-01-19 00:05:00,138.39.143.176,10.0.8.113,Port Scan,No IOC Match,,,,,,,,,No Match
EVT05186,2026-01-19 00:10:00,205.86.187.221,10.0.1.213,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05187,2026-01-19 00:15:00,19.69.38.41,10.0.6.153,File Access,No IOC Match,,,,,,,,,No Match
EVT05188,2026-01-19 00:20:00,210.251.88.109,10.0.6.163,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05189,2026-01-19 00:25:00,88.62.75.240,10.0.1.61,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT05190,2026-01-19 00:30:00,194.69.255.179,10.0.3.140,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05191,2026-01-19 00:35:00,149.184.54.42,10.0.3.116,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05192,2026-01-19 00:40:00,108.163.170.23,10.0.7.40,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT05193,2026-01-19 00:45:00,196.12.90.170,10.0.6.237,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05194,2026-01-19 00:50:00,207.142.151.167,10.0.1.10,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05195,2026-01-19 00:55:00,209.237.190.198,10.0.1.159,Login Success,No IOC Match,,,,,,,,,No Match
EVT05196,2026-01-19 01:00:00,200.178.68.130,10.0.8.158,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05197,2026-01-19 01:05:00,177.183.184.14,10.0.3.166,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT05198,2026-01-19 01:10:00,79.79.229.202,10.0.6.140,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05199,2026-01-19 01:15:00,56.5.128.114,10.0.0.59,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT05200,2026-01-19 01:20:00,213.198.188.141,10.0.9.224,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05201,2026-01-19 01:25:00,194.168.65.232,10.0.9.23,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT05202,2026-01-19 01:30:00,44.116.126.154,10.0.1.197,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05203,2026-01-19 01:35:00,195.100.145.69,10.0.3.251,Login Success,No IOC Match,,,,,,,,,No Match
EVT05204,2026-01-19 01:40:00,182.97.104.185,10.0.4.88,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05205,2026-01-19 01:45:00,192.64.213.204,10.0.1.108,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05206,2026-01-19 01:50:00,60.69.239.107,10.0.4.222,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT05207,2026-01-19 01:55:00,211.178.181.136,10.0.6.183,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05208,2026-01-19 02:00:00,221.166.27.95,10.0.2.145,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05209,2026-01-19 02:05:00,128.165.224.119,10.0.0.252,Login Success,No IOC Match,,,,,,,,,No Match
EVT05210,2026-01-19 02:10:00,196.112.42.81,10.0.2.245,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05211,2026-01-19 02:15:00,218.133.57.99,10.0.1.3,Port Scan,No IOC Match,,,,,,,,,No Match
EVT05212,2026-01-19 02:20:00,207.30.226.161,10.0.6.87,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05213,2026-01-19 02:25:00,57.159.58.161,10.0.4.112,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05214,2026-01-19 02:30:00,31.47.25.178,10.0.5.156,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05215,2026-01-19 02:35:00,193.186.18.34,10.0.1.62,Login Success,No IOC Match,,,,,,,,,No Match
EVT05216,2026-01-19 02:40:00,179.228.84.71,10.0.1.166,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT05217,2026-01-19 02:45:00,177.99.17.125,10.0.9.72,Login Success,No IOC Match,,,,,,,,,No Match
EVT05218,2026-01-19 02:50:00,98.101.13.49,10.0.7.239,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05219,2026-01-19 02:55:00,220.201.53.246,10.0.8.192,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT05220,2026-01-19 03:00:00,77.244.144.62,10.0.9.156,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05221,2026-01-19 03:05:00,222.129.1.8,10.0.1.80,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05222,2026-01-19 03:10:00,17.139.217.233,10.0.0.94,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05223,2026-01-19 03:15:00,189.45.215.8,10.0.0.41,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05224,2026-01-19 03:20:00,136.228.166.9,10.0.8.139,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT05225,2026-01-19 03:25:00,188.117.180.201,10.0.1.147,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05226,2026-01-19 03:30:00,103.55.35.230,10.0.1.125,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT05227,2026-01-19 03:35:00,169.103.251.224,10.0.6.219,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05228,2026-01-19 03:40:00,110.12.251.73,10.0.3.240,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05229,2026-01-19 03:45:00,194.219.211.240,10.0.2.143,Login Success,No IOC Match,,,,,,,,,No Match
EVT05230,2026-01-19 03:50:00,123.167.0.132,10.0.4.142,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT05231,2026-01-19 03:55:00,116.100.71.212,10.0.9.172,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT05232,2026-01-19 04:00:00,215.95.163.227,10.0.1.160,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05233,2026-01-19 04:05:00,219.145.11.121,10.0.5.120,Login Success,No IOC Match,,,,,,,,,No Match
EVT05234,2026-01-19 04:10:00,134.15.169.163,10.0.8.220,Login Success,No IOC Match,,,,,,,,,No Match
EVT05235,2026-01-19 04:15:00,88.59.196.21,10.0.4.23,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05236,2026-01-19 04:20:00,70.107.191.3,10.0.9.237,Login Success,No IOC Match,,,,,,,,,No Match
EVT05237,2026-01-19 04:25:00,48.110.164.150,10.0.6.159,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05238,2026-01-19 04:30:00,45.19.96.13,10.0.1.134,Login Success,No IOC Match,,,,,,,,,No Match
EVT05239,2026-01-19 04:35:00,201.19.53.17,10.0.2.64,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05240,2026-01-19 04:40:00,150.161.79.212,10.0.1.13,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05241,2026-01-19 04:45:00,157.112.142.104,10.0.9.159,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05242,2026-01-19 04:50:00,99.169.228.157,10.0.5.1,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05243,2026-01-19 04:55:00,195.240.46.134,10.0.7.239,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05244,2026-01-19 05:00:00,217.81.250.224,10.0.0.187,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05245,2026-01-19 05:05:00,174.251.210.63,10.0.8.57,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05246,2026-01-19 05:10:00,148.224.212.95,10.0.7.235,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05247,2026-01-19 05:15:00,83.207.122.70,10.0.7.248,Login Success,No IOC Match,,,,,,,,,No Match
EVT05248,2026-01-19 05:20:00,202.99.93.141,10.0.7.25,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05249,2026-01-19 05:25:00,214.243.231.245,10.0.7.225,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05250,2026-01-19 05:30:00,207.242.169.186,10.0.2.116,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT05251,2026-01-19 05:35:00,201.138.24.84,10.0.2.214,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT05252,2026-01-19 05:40:00,214.35.92.252,10.0.7.24,Login Success,No IOC Match,,,,,,,,,No Match
EVT05253,2026-01-19 05:45:00,103.185.39.162,10.0.0.89,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05254,2026-01-19 05:50:00,174.124.203.119,10.0.3.111,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05255,2026-01-19 05:55:00,81.176.198.113,10.0.7.171,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT05256,2026-01-19 06:00:00,92.112.181.116,10.0.5.50,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05257,2026-01-19 06:05:00,220.233.11.36,10.0.0.100,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT05258,2026-01-19 06:10:00,28.166.64.225,10.0.8.203,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05259,2026-01-19 06:15:00,198.86.46.167,10.0.7.108,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05260,2026-01-19 06:20:00,176.85.2.173,10.0.4.206,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT05261,2026-01-19 06:25:00,214.186.209.173,10.0.3.212,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05262,2026-01-19 06:30:00,213.195.28.49,10.0.3.1,Login Success,No IOC Match,,,,,,,,,No Match
EVT05263,2026-01-19 06:35:00,38.79.80.116,10.0.1.71,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT05264,2026-01-19 06:40:00,219.53.66.74,10.0.1.10,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05265,2026-01-19 06:45:00,196.11.153.221,10.0.0.95,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05266,2026-01-19 06:50:00,114.93.110.180,10.0.6.212,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05267,2026-01-19 06:55:00,95.39.123.49,10.0.7.44,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05268,2026-01-19 07:00:00,181.53.101.112,10.0.4.100,File Access,No IOC Match,,,,,,,,,No Match
EVT05269,2026-01-19 07:05:00,205.110.221.32,10.0.7.248,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05270,2026-01-19 07:10:00,6.216.210.22,10.0.0.120,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05271,2026-01-19 07:15:00,215.215.7.165,10.0.0.7,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05272,2026-01-19 07:20:00,154.229.38.74,10.0.9.25,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT05273,2026-01-19 07:25:00,120.22.241.201,10.0.3.160,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05274,2026-01-19 07:30:00,213.146.203.14,10.0.0.148,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT05275,2026-01-19 07:35:00,32.226.244.101,10.0.1.251,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05276,2026-01-19 07:40:00,155.201.220.117,10.0.7.83,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05277,2026-01-19 07:45:00,173.169.155.178,10.0.5.185,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05278,2026-01-19 07:50:00,184.218.111.180,10.0.9.123,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05279,2026-01-19 07:55:00,214.52.169.234,10.0.2.238,File Access,No IOC Match,,,,,,,,,No Match
EVT05280,2026-01-19 08:00:00,3.46.66.34,10.0.5.42,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT05281,2026-01-19 08:05:00,130.216.3.228,10.0.6.54,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT05282,2026-01-19 08:10:00,174.253.109.35,10.0.3.86,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05283,2026-01-19 08:15:00,213.218.210.149,10.0.8.178,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05284,2026-01-19 08:20:00,144.66.30.2,10.0.0.33,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05285,2026-01-19 08:25:00,197.224.96.185,10.0.7.141,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT05286,2026-01-19 08:30:00,141.248.185.22,10.0.5.204,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05287,2026-01-19 08:35:00,148.210.237.130,10.0.1.50,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05288,2026-01-19 08:40:00,162.3.153.38,10.0.8.230,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT05289,2026-01-19 08:45:00,162.156.161.30,10.0.5.128,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05290,2026-01-19 08:50:00,180.85.250.14,10.0.9.188,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT05291,2026-01-19 08:55:00,56.122.232.119,10.0.2.85,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05292,2026-01-19 09:00:00,204.245.0.242,10.0.9.235,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05293,2026-01-19 09:05:00,20.94.100.206,10.0.8.163,File Access,No IOC Match,,,,,,,,,No Match
EVT05294,2026-01-19 09:10:00,202.182.66.123,10.0.0.174,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05295,2026-01-19 09:15:00,195.216.24.169,10.0.7.63,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT05296,2026-01-19 09:20:00,161.103.174.143,10.0.4.251,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT05297,2026-01-19 09:25:00,87.119.187.249,10.0.9.187,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05298,2026-01-19 09:30:00,197.217.172.54,10.0.3.80,Brute Force,No IOC Match,,,,,,,,,No Match
EVT05299,2026-01-19 09:35:00,147.193.113.70,10.0.1.103,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT05300,2026-01-19 09:40:00,208.133.0.5,10.0.5.241,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT05301,2026-01-19 09:45:00,166.21.90.209,10.0.5.125,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05302,2026-01-19 09:50:00,221.94.164.110,10.0.8.10,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05303,2026-01-19 09:55:00,210.42.74.228,10.0.2.103,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05304,2026-01-19 10:00:00,135.250.167.239,10.0.6.48,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT05305,2026-01-19 10:05:00,75.199.236.24,10.0.3.97,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT05306,2026-01-19 10:10:00,73.80.88.209,10.0.2.80,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT05307,2026-01-19 10:15:00,34.104.227.107,10.0.1.166,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT05308,2026-01-19 10:20:00,83.31.84.38,10.0.3.122,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT05309,2026-01-19 10:25:00,215.1.23.27,10.0.7.190,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05310,2026-01-19 10:30:00,175.143.245.216,10.0.5.17,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05311,2026-01-19 10:35:00,13.74.22.224,10.0.2.8,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT05312,2026-01-19 10:40:00,15.250.27.144,10.0.5.165,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05313,2026-01-19 10:45:00,140.153.137.134,10.0.9.112,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05314,2026-01-19 10:50:00,220.65.149.118,10.0.7.77,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT05315,2026-01-19 10:55:00,192.167.226.3,10.0.6.28,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05316,2026-01-19 11:00:00,1.7.93.23,10.0.2.117,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05317,2026-01-19 11:05:00,138.225.114.95,10.0.9.140,Failed Login,No IOC Match,,,,,,,,,No Match
EVT05318,2026-01-19 11:10:00,47.198.186.84,10.0.0.238,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT05319,2026-01-19 11:15:00,68.252.145.92,10.0.6.74,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT05320,2026-01-19 11:20:00,99.63.3.243,10.0.3.158,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT05321,2026-01-19 11:25:00,52.80.50.107,10.0.9.11,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT05322,2026-01-19 11:30:00,171.208.7.134,10.0.4.75,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT05323,2026-01-19 11:35:00,129.10.88.77,10.0.8.231,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT05324,2026-01-19 11:40:00,187.239.85.218,10.0.3.170,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT05325,2026-01-19 11:45:00,36.14.41.240,10.0.4.180,Port Scan,No IOC Match,,,,,,,,,No Match
EVT05326,2026-01-19 11:50:00,27.237.24.251,10.0.7.153,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT05327,2026-01-19 11:55:00,220.209.58.217,10.0.4.66,Login Success,No IOC Match,,,,,,,,,No Match
EVT05328,2026-01-19 12:00:00,198.64.154.17,10.0.8.249,Phishing Email,No IOC Match,,,,,,,,,No Match
