event_id,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at
EVT05770,Low,37.57,Normal,6.6,No IOC Match,,SAL-MOB-0041,Unknown,False,,0,0.3605,36.05,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.013651+00:00
EVT05771,Low,28.66,Normal,1.0,No IOC Match,,SAL-RTR-0110,Unknown,False,,2,0.1927,19.27,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.013684+00:00
EVT05772,Low,62.92,Suspicious,1.4,No IOC Match,,MKT-FW-0111,Unknown,False,,8,0.3097,30.97,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.013718+00:00
EVT05773,Medium,16.26,Normal,5.4,No IOC Match,,SAL-DB-0062,Unknown,False,,0,0.3421,34.21,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.013751+00:00
EVT05774,High,57.14,Normal,1.9,No IOC Match,,LEG-RTR-0112,Unknown,False,,5,0.4604,46.04,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.013785+00:00
EVT05775,Critical,73.54,Normal,9.1,No IOC Match,,MKT-FW-0108,Unknown,False,,7,0.7698,76.98,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.013820+00:00
EVT05776,Low,17.36,Normal,0.7,No IOC Match,,IT-IOT-0091,Low,True,0.25,0,0.1699,16.99,Low,No Action Needed,True,[],1.0,0.25,[],2026-09-02T05:58:32.013856+00:00
EVT05777,High,36.44,Normal,7.2,No IOC Match,,FIN-IOT-0027,Unknown,False,,3,0.5282,52.82,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.013890+00:00
EVT05778,Low,47.33,Normal,9.7,No IOC Match,,LEG-IOT-0078,Unknown,False,,0,0.4685,46.85,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.013925+00:00
EVT05779,Low,38.57,Normal,1.6,No IOC Match,,IT-LAP-0065,Unknown,False,,3,0.2387,23.87,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.013959+00:00
EVT05780,Critical,23.64,Normal,3.2,No IOC Match,,HR-DB-0082,Unknown,False,,0,0.4664,46.64,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.013993+00:00
EVT05781,High,28.7,Normal,2.2,No IOC Match,,FIN-PRT-0024,Unknown,False,,4,0.3791,37.91,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014058+00:00
EVT05782,High,47.72,Normal,3.1,No IOC Match,,MKT-LAP-0059,Unknown,False,,0,0.461,46.1,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014094+00:00
EVT05783,High,19.91,Normal,3.4,No IOC Match,,FIN-PC-0092,Unknown,False,,0,0.3816,38.16,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014130+00:00
EVT05784,Critical,47.33,Normal,8.4,No IOC Match,,MKT-RTR-0036,Unknown,False,,0,0.6704,67.04,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.014164+00:00
EVT05785,Medium,36.88,Normal,0.5,No IOC Match,,IT-IOT-0121,Medium,True,0.5,5,0.3272,32.72,Medium,Monitor,True,[],1.0,0.5,['Multiple failed login attempts'],2026-09-02T05:58:32.014200+00:00
EVT05786,Medium,25.54,Normal,8.1,No IOC Match,,SAL-RTR-0020,Unknown,False,,0,0.4386,43.86,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.014235+00:00
EVT05787,Critical,35.23,Normal,5.9,No IOC Match,,IT-PC-0072,Unknown,False,,0,0.5701,57.01,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014270+00:00
EVT05788,Medium,26.77,Normal,0.4,No IOC Match,,SAL-IOT-0016,Unknown,False,,0,0.2499,24.99,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014303+00:00
EVT05789,Medium,15.67,Normal,1.5,No IOC Match,,IT-PC-0065,Unknown,False,,0,0.2427,24.27,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014337+00:00
EVT05790,High,44.89,Normal,8.0,No IOC Match,,SAL-MOB-0135,Unknown,False,,3,0.5747,57.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.014371+00:00
EVT05791,Critical,38.69,Normal,8.7,No IOC Match,,FIN-SW-0016,Unknown,False,,0,0.6509,65.09,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.014422+00:00
EVT05792,High,41.9,Normal,2.0,No IOC Match,,SAL-MOB-0069,Unknown,False,,0,0.4153,41.53,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014462+00:00
EVT05793,Medium,13.72,Normal,1.1,No IOC Match,,ENG-FW-0090,Unknown,False,,0,0.2266,22.66,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014498+00:00
EVT05794,High,50.22,Suspicious,0.2,No IOC Match,,IT-RTR-0060,Unknown,False,,0,0.3963,39.63,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014533+00:00
EVT05795,Critical,69.0,Normal,8.2,No IOC Match,,SAL-PRT-0035,Unknown,False,,8,0.7331,73.31,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.014567+00:00
EVT05796,High,28.4,Normal,0.6,No IOC Match,,IT-FW-0072,Unknown,False,,0,0.3381,33.81,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014607+00:00
EVT05797,Low,27.78,Normal,4.5,No IOC Match,,IT-MOB-0021,Unknown,False,,0,0.2774,27.74,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014642+00:00
EVT05798,Medium,39.26,Normal,0.9,No IOC Match,,SAL-MOB-0030,Unknown,False,,6,0.3014,30.14,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.014677+00:00
EVT05799,Medium,42.91,Normal,0.6,No IOC Match,,HR-PC-0001,Unknown,False,,0,0.3053,30.53,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014712+00:00
EVT05800,Medium,24.86,Normal,7.5,No IOC Match,,OPS-FW-0036,Unknown,False,,0,0.4214,42.14,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014747+00:00
EVT05801,Critical,20.0,Normal,1.1,No IOC Match,,SAL-MOB-0107,Unknown,False,,0,0.4025,40.25,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014781+00:00
EVT05802,Low,34.41,Normal,4.4,No IOC Match,,HR-SW-0126,Unknown,False,,0,0.2957,29.57,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014815+00:00
EVT05803,High,25.79,Normal,6.9,No IOC Match,,OPS-MOB-0064,Unknown,False,,0,0.4875,48.75,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014849+00:00
EVT05804,Medium,17.09,Normal,3.4,No IOC Match,,FIN-MOB-0099,Unknown,False,,0,0.2947,29.47,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014883+00:00
EVT05805,Medium,27.97,Normal,0.3,No IOC Match,,IT-RTR-0040,Unknown,False,,3,0.2512,25.12,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014917+00:00
EVT05806,Low,37.64,Normal,9.3,No IOC Match,,IT-PRT-0068,Unknown,False,,0,0.4283,42.83,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.014953+00:00
EVT05807,Low,38.58,Normal,8.3,No IOC Match,,HR-FW-0002,Unknown,False,,0,0.4062,40.62,Medium,Monitor,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.014988+00:00
EVT05808,High,43.45,Normal,4.8,No IOC Match,,IT-RTR-0081,Unknown,False,,0,0.4902,49.02,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015024+00:00
EVT05809,Critical,41.52,Normal,2.6,No IOC Match,,ENG-LAP-0049,Unknown,False,,0,0.5072,50.72,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015058+00:00
EVT05810,Low,36.82,Normal,9.5,No IOC Match,,ENG-LAP-0097,Unknown,False,,0,0.4307,43.07,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.015092+00:00
EVT05811,High,41.7,Normal,0.8,No IOC Match,,ENG-PC-0026,Unknown,False,,7,0.3847,38.47,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.015126+00:00
EVT05812,High,31.23,Normal,6.1,No IOC Match,,IT-RTR-0001,Unknown,False,,0,0.4845,48.45,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015161+00:00
EVT05813,Critical,41.56,Normal,9.3,No IOC Match,,HR-SW-0123,Unknown,False,,0,0.6749,67.49,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.015195+00:00
EVT05814,Medium,40.77,Normal,7.4,No IOC Match,,LEG-RTR-0022,Unknown,False,,1,0.4687,46.87,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015230+00:00
EVT05815,Medium,20.53,Normal,1.0,No IOC Match,,SAL-MOB-0111,Unknown,False,,0,0.2454,24.54,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015264+00:00
EVT05816,High,45.57,Normal,8.5,No IOC Match,,SAL-RTR-0118,Unknown,False,,3,0.5893,58.93,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.015298+00:00
EVT05817,Medium,57.97,Normal,5.2,No IOC Match,,HR-SW-0058,Unknown,False,,8,0.4674,46.74,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.015332+00:00
EVT05818,High,30.97,Normal,6.0,No IOC Match,,FIN-SRV-0059,Unknown,False,,1,0.4812,48.12,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015367+00:00
EVT05819,High,42.91,Normal,5.5,No IOC Match,,SAL-LAP-0005,Unknown,False,,4,0.506,50.6,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015492+00:00
EVT05820,High,34.75,Normal,5.6,No IOC Match,,LEG-FW-0065,Unknown,False,,0,0.483,48.3,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015552+00:00
EVT05821,High,47.29,Normal,6.3,No IOC Match,,SAL-IOT-0038,Unknown,False,,5,0.5397,53.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.015593+00:00
EVT05822,Critical,44.9,Normal,5.8,No IOC Match,,FIN-SRV-0026,Unknown,False,,0,0.5978,59.78,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015630+00:00
EVT05823,Low,68.69,Normal,8.0,No IOC Match,,HR-FW-0063,Unknown,False,,6,0.4928,49.28,Moderate,Review When Possible,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.015665+00:00
EVT05824,Medium,49.3,Normal,7.4,No IOC Match,,IT-PRT-0036,Unknown,False,,6,0.4953,49.53,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.015701+00:00
EVT05825,Low,27.61,Normal,4.9,No IOC Match,,OPS-FW-0104,Unknown,False,,0,0.2869,28.69,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015737+00:00
EVT05826,Medium,46.36,Normal,0.3,No IOC Match,,HR-LAP-0020,Unknown,False,,6,0.3086,30.86,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.015771+00:00
EVT05827,High,27.46,Normal,3.8,No IOC Match,,FIN-RTR-0104,Unknown,False,,0,0.4152,41.52,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015806+00:00
EVT05828,Critical,30.13,Normal,3.7,No IOC Match,,HR-DB-0027,Unknown,False,,0,0.4992,49.92,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015840+00:00
EVT05829,High,21.26,Normal,1.8,No IOC Match,,LEG-RTR-0051,Unknown,False,,0,0.3458,34.58,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015875+00:00
EVT05830,High,49.56,Normal,3.9,No IOC Match,,ENG-MOB-0081,Unknown,False,,5,0.4868,48.68,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.015910+00:00
EVT05831,Medium,15.94,Normal,4.0,No IOC Match,,OPS-SRV-0082,Unknown,False,,0,0.3061,30.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015945+00:00
EVT05832,High,24.66,Normal,4.7,No IOC Match,,HR-PRT-0079,Unknown,False,,0,0.4289,42.89,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.015979+00:00
EVT05833,High,28.44,Normal,0.8,No IOC Match,,LEG-SRV-0057,Unknown,False,,3,0.3432,34.32,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016013+00:00
EVT05834,Low,19.16,Normal,3.2,No IOC Match,,SAL-FW-0033,Unknown,False,,0,0.218,21.8,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016047+00:00
EVT05835,Critical,22.31,Normal,2.5,No IOC Match,,LEG-RTR-0112,Unknown,False,,0,0.4447,44.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016081+00:00
EVT05836,Medium,24.33,Normal,0.9,No IOC Match,,ENG-LAP-0103,Unknown,False,,0,0.2548,25.48,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016116+00:00
EVT05837,High,15.11,Normal,1.9,No IOC Match,,MKT-LAP-0021,Unknown,False,,0,0.3291,32.91,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016150+00:00
EVT05838,Critical,30.29,Normal,2.9,No IOC Match,,FIN-IOT-0009,Unknown,False,,0,0.4797,47.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016184+00:00
EVT05839,Low,26.91,Normal,4.4,No IOC Match,,IT-FW-0126,Unknown,False,,0,0.2722,27.22,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016218+00:00
EVT05840,Medium,23.8,Normal,4.1,No IOC Match,,OPS-RTR-0023,Unknown,False,,0,0.3331,33.31,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016253+00:00
EVT05841,Critical,57.3,Normal,6.4,No IOC Match,,OPS-LAP-0002,Unknown,False,,0,0.6516,65.16,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016287+00:00
EVT05842,High,56.5,Normal,9.5,No IOC Match,,OPS-FW-0031,Unknown,False,,5,0.6484,64.84,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.016321+00:00
EVT05843,Medium,62.44,Normal,8.3,No IOC Match,,HR-FW-0080,Unknown,False,,7,0.5589,55.89,Moderate,Review When Possible,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.016355+00:00
EVT05844,Medium,11.1,Normal,0.7,No IOC Match,,HR-IOT-0103,Unknown,False,,0,0.2084,20.84,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016389+00:00
EVT05845,Critical,33.99,Normal,4.6,No IOC Match,,MKT-LAP-0059,Unknown,False,,0,0.5337,53.37,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016466+00:00
EVT05846,High,11.48,Normal,0.5,No IOC Match,,SAL-LAP-0063,Medium,True,0.5,0,0.3262,32.62,Medium,Monitor,True,[],1.0,0.5,[],2026-09-02T05:58:32.016507+00:00
EVT05847,High,36.25,Normal,3.4,No IOC Match,,ENG-SW-0006,Unknown,False,,5,0.4327,43.27,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.016544+00:00
EVT05848,High,35.67,Normal,0.9,No IOC Match,,OPS-FW-0043,Unknown,False,,5,0.3683,36.83,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.016579+00:00
EVT05849,Low,64.41,Suspicious,3.9,No IOC Match,,IT-SRV-0047,Unknown,False,,4,0.3769,37.69,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016614+00:00
EVT05850,High,31.91,Normal,7.2,No IOC Match,,SAL-PRT-0122,Unknown,False,,0,0.5141,51.41,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016648+00:00
EVT05851,High,17.86,Normal,3.6,No IOC Match,,FIN-LAP-0010,Unknown,False,,0,0.3802,38.02,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016682+00:00
EVT05852,High,18.15,Normal,2.6,No IOC Match,,MKT-SW-0119,Unknown,False,,0,0.3561,35.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016716+00:00
EVT05853,Low,42.66,Normal,6.9,No IOC Match,,OPS-FW-0051,Unknown,False,,4,0.3839,38.39,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016750+00:00
EVT05854,Medium,46.75,Normal,8.2,No IOC Match,,SAL-PC-0019,Unknown,False,,5,0.5073,50.73,Moderate,Review When Possible,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.016785+00:00
EVT05855,Medium,84.02,Suspicious,6.0,No IOC Match,,LEG-MOB-0088,Unknown,False,,8,0.5688,56.88,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.016819+00:00
EVT05856,Critical,27.27,Normal,5.8,No IOC Match,,SAL-PRT-0128,Unknown,False,,0,0.5427,54.27,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016853+00:00
EVT05857,Medium,59.5,Normal,5.9,No IOC Match,,FIN-IOT-0102,Unknown,False,,7,0.4897,48.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.016887+00:00
EVT05858,Medium,19.26,Normal,3.6,No IOC Match,,LEG-SRV-0085,Unknown,False,,0,0.3064,30.64,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016920+00:00
EVT05859,Medium,46.22,Normal,9.8,No IOC Match,,ENG-MOB-0084,Unknown,False,,0,0.5457,54.57,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.016955+00:00
EVT05860,Critical,31.67,Normal,5.9,No IOC Match,,ENG-SW-0074,Unknown,False,,0,0.559,55.9,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.016990+00:00
EVT05861,High,37.82,Normal,8.1,No IOC Match,,IT-IOT-0103,Unknown,False,,0,0.5551,55.51,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017024+00:00
EVT05862,High,35.83,Normal,0.1,No IOC Match,,ENG-PRT-0056,High,True,0.75,0,0.4291,42.91,Moderate,Review When Possible,True,[],1.0,0.75,[],2026-09-02T05:58:32.017060+00:00
EVT05863,Medium,32.75,Normal,4.3,No IOC Match,,MKT-LAP-0006,Unknown,False,,5,0.3661,36.61,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.017095+00:00
EVT05864,Medium,18.57,Normal,3.3,No IOC Match,,LEG-RTR-0004,Unknown,False,,0,0.2968,29.68,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017129+00:00
EVT05865,Critical,47.66,Normal,8.8,No IOC Match,,LEG-IOT-0032,Unknown,False,,0,0.6814,68.14,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017163+00:00
EVT05866,Medium,39.19,Normal,0.2,No IOC Match,,OPS-PRT-0062,Unknown,False,,5,0.2837,28.37,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.017198+00:00
EVT05867,Medium,48.72,Normal,9.5,No IOC Match,,ENG-DB-0009,Unknown,False,,0,0.546,54.6,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017232+00:00
EVT05868,Medium,58.46,Normal,9.6,No IOC Match,,OPS-PC-0047,Unknown,False,,0,0.5789,57.89,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017266+00:00
EVT05869,Critical,42.36,Normal,8.8,No IOC Match,,IT-PRT-0077,Unknown,False,,0,0.6649,66.49,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017301+00:00
EVT05870,Medium,38.93,Normal,5.4,No IOC Match,,IT-IOT-0040,Unknown,False,,0,0.4129,41.29,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017335+00:00
EVT05871,Critical,56.37,Normal,8.1,No IOC Match,,LEG-SRV-0017,Unknown,False,,0,0.6912,69.12,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017369+00:00
EVT05872,Medium,14.71,Normal,3.4,No IOC Match,,ENG-RTR-0096,Unknown,False,,0,0.2872,28.72,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017419+00:00
EVT05873,High,51.8,Normal,2.6,No IOC Match,,ENG-DB-0030,Unknown,False,,7,0.4612,46.12,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.017458+00:00
EVT05874,Medium,58.07,Normal,9.5,No IOC Match,,FIN-MOB-0061,Unknown,False,,0,0.5752,57.52,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017493+00:00
EVT05875,High,49.38,Normal,2.1,No IOC Match,,IT-MOB-0085,Unknown,False,,0,0.4412,44.12,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017527+00:00
EVT05876,Medium,12.04,Normal,3.8,No IOC Match,,HR-LAP-0031,Unknown,False,,0,0.2889,28.89,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017561+00:00
EVT05877,Low,54.39,Normal,8.2,No IOC Match,,ENG-MOB-0056,Unknown,False,,0,0.4531,45.31,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017595+00:00
EVT05878,Low,22.71,Normal,1.0,No IOC Match,,IT-FW-0048,Unknown,False,,0,0.1741,17.41,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017629+00:00
EVT05879,High,56.16,Normal,2.5,No IOC Match,,LEG-PRT-0096,Unknown,False,,3,0.4724,47.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017663+00:00
EVT05880,Low,50.39,Normal,5.9,No IOC Match,,LEG-PRT-0020,Unknown,False,,0,0.3831,38.31,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017699+00:00
EVT05881,Low,53.79,Normal,5.6,No IOC Match,,OPS-FW-0021,Unknown,False,,6,0.3862,38.62,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.017734+00:00
EVT05882,Low,33.82,Normal,6.6,No IOC Match,,LEG-IOT-0079,Unknown,False,,0,0.3488,34.88,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017768+00:00
EVT05883,Medium,30.42,Normal,7.6,No IOC Match,,MKT-IOT-0038,Unknown,False,,0,0.4413,44.13,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017802+00:00
EVT05884,High,34.68,Normal,8.9,No IOC Match,,ENG-DB-0101,Unknown,False,,0,0.5653,56.53,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.017837+00:00
EVT05885,Low,50.25,Normal,7.2,No IOC Match,,FIN-PRT-0100,Unknown,False,,0,0.4152,41.52,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017871+00:00
EVT05886,Medium,18.06,Normal,3.5,No IOC Match,,ENG-SW-0125,Unknown,False,,0,0.3002,30.02,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017905+00:00
EVT05887,Critical,35.91,Normal,6.6,No IOC Match,,HR-PRT-0016,Unknown,False,,0,0.5897,58.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.017940+00:00
EVT05888,Medium,16.51,Normal,2.2,No IOC Match,,LEG-PRT-0014,Low,True,0.25,0,0.2603,26.03,Medium,Monitor,True,[],1.0,0.25,[],2026-09-02T05:58:32.017976+00:00
EVT05889,Low,31.12,Normal,3.3,No IOC Match,,ENG-DB-0075,Unknown,False,,0,0.2579,25.79,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.018034+00:00
EVT05890,Low,43.85,Normal,8.9,No IOC Match,,HR-SW-0069,Unknown,False,,0,0.4377,43.77,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.018080+00:00
EVT05891,High,26.95,Normal,4.3,No IOC Match,,FIN-RTR-0099,Unknown,False,,0,0.4261,42.61,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.018115+00:00
EVT05892,Critical,39.97,Normal,4.5,No IOC Match,,MKT-LAP-0107,Unknown,False,,0,0.5499,54.99,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.018150+00:00
