event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,attack_type,threat_indicator
EVT05010,2026-01-18 09:30:00,21.194.2.197,10.0.8.92,fparrish,DDoS Attempt,DNS,India,India,Device-865,Linux,Blocked,High,0,No,CVE-2022-98316,7.0,OPS-PC-0087,Sales,Normal Activity,False
EVT05011,2026-01-18 09:35:00,190.67.149.174,10.0.6.161,danielsamy,USB Device Connected,RDP,India,India,Device-746,macOS,Success,Medium,0,No,CVE-2017-91383,2.5,SAL-SRV-0054,HR,Normal Activity,False
EVT05012,2026-01-18 09:40:00,125.245.119.223,10.0.1.216,timothy42,Credential Dumping,RDP,India,India,Device-913,Windows 11,Failed,Critical,0,No,CVE-2021-89539,2.7,SAL-SRV-0085,Operations,Normal Activity,False
EVT05013,2026-01-18 09:45:00,212.18.139.228,10.0.0.52,cindymoreno,Malware Detection,HTTPS,India,India,Device-372,Linux,Success,High,0,No,CVE-2015-77372,5.3,ENG-SW-0061,IT,Normal Activity,False
EVT05014,2026-01-18 09:50:00,139.50.141.207,10.0.5.201,burnsmichael,Port Scan,TCP,India,India,Device-896,Windows 11,Success,Medium,0,No,NO_CVE,0.3,HR-MOB-0022,Finance,Normal Activity,False
EVT05015,2026-01-18 09:55:00,113.63.63.165,10.0.7.173,iwhitney,Credential Dumping,HTTPS,India,India,Device-16,macOS,Success,Medium,0,No,CVE-2017-42623,5.8,FIN-IOT-0060,Marketing,Normal Activity,False
EVT05016,2026-01-18 10:00:00,163.239.225.9,10.0.4.1,wpeterson,USB Device Connected,SMB,India,India,Device-536,Windows 10,Failed,High,4,Yes,CVE-2024-68344,4.2,SAL-PRT-0024,HR,Normal Activity,False
EVT05017,2026-01-18 10:05:00,42.103.132.186,10.0.8.40,tedwards,SQL Injection Attempt,SSH,India,India,Device-832,macOS,Success,Low,0,No,CVE-2019-79116,1.9,IT-SW-0031,Sales,Normal Activity,False
EVT05018,2026-01-18 10:10:00,192.73.153.42,10.0.9.128,ralexander,Phishing Email,SSH,India,India,Device-506,Windows 10,Failed,High,1,No,NO_CVE,8.8,ENG-DB-0046,IT,Normal Activity,False
EVT05019,2026-01-18 10:15:00,112.114.210.70,10.0.2.92,paulsims,Firewall Rule Change,TCP,India,India,Device-937,Windows 10,Failed,Medium,8,Yes,CVE-2015-33042,9.2,SAL-SW-0093,Operations,Normal Activity,False
EVT05020,2026-01-18 10:20:00,113.16.247.228,10.0.3.135,lawrencerichard,Failed Login,DNS,India,India,Device-799,macOS,Failed,Medium,1,Yes,CVE-2025-86275,4.0,MKT-PRT-0088,HR,Normal Activity,False
EVT05021,2026-01-18 10:25:00,199.94.165.210,10.0.4.189,meghan20,Privilege Escalation,HTTP,India,India,Device-137,Windows 10,Failed,Medium,7,No,NO_CVE,6.1,SAL-SW-0115,Finance,Normal Activity,False
EVT05022,2026-01-18 10:30:00,192.122.219.50,10.0.3.223,moorejose,Data Exfiltration Attempt,HTTPS,India,India,Device-778,Windows 11,Failed,Low,8,No,CVE-2018-84464,4.6,LEG-MOB-0024,Marketing,Normal Activity,False
EVT05023,2026-01-18 10:35:00,152.170.162.207,10.0.3.93,fparrish,Ransomware Detected,RDP,India,India,Device-161,Windows Server 2019,Success,High,0,No,NO_CVE,1.2,OPS-RTR-0040,Finance,Normal Activity,False
EVT05024,2026-01-18 10:40:00,184.242.219.226,10.0.7.203,cindymoreno,Phishing Email,SMB,India,India,Device-936,Windows 10,Success,Low,0,No,NO_CVE,0.8,IT-SW-0005,IT,Normal Activity,False
EVT05025,2026-01-18 10:45:00,82.224.3.231,10.0.1.11,pdavis,VPN Connection,SSH,India,India,Device-988,Linux,Failed,Medium,1,No,CVE-2022-71329,9.6,ENG-SW-0100,Sales,Normal Activity,False
EVT05026,2026-01-18 10:50:00,150.239.89.142,10.0.6.103,cjohnson,Privilege Escalation,HTTPS,India,India,Device-847,macOS,Detected,Low,0,No,CVE-2018-92872,8.9,FIN-MOB-0088,Marketing,Normal Activity,False
EVT05027,2026-01-18 10:55:00,95.161.167.206,10.0.6.32,hannahmcgrath,Configuration Change,DNS,India,India,Device-267,Windows 10,Failed,Low,2,Yes,CVE-2020-7504,7.3,MKT-DB-0102,Engineering,Normal Activity,False
EVT05028,2026-01-18 11:00:00,197.43.245.249,10.0.5.121,cameronmoreno,Unauthorized Access,RDP,India,India,Device-500,Windows Server 2019,Blocked,High,0,No,CVE-2020-14747,4.2,ENG-FW-0118,IT,Normal Activity,False
EVT05029,2026-01-18 11:05:00,15.202.61.186,10.0.3.235,imiller,Configuration Change,FTP,India,India,Device-952,Windows 11,Detected,Critical,0,No,NO_CVE,3.6,ENG-RTR-0097,Sales,Normal Activity,False
EVT05030,2026-01-18 11:10:00,80.137.16.45,10.0.4.90,sbrown,Web Shell Detected,TCP,India,India,Device-318,Linux,Blocked,Critical,0,No,CVE-2024-57787,0.2,MKT-DB-0010,Finance,Normal Activity,False
EVT05031,2026-01-18 11:15:00,90.128.190.166,10.0.3.13,jonathan13,VPN Connection,SSH,India,India,Device-892,Linux,Failed,Medium,1,No,CVE-2015-67995,4.9,ENG-SRV-0125,Legal,Normal Activity,False
EVT05032,2026-01-18 11:20:00,179.226.108.202,10.0.0.19,codybenton,Suspicious Process Execution,SSH,India,India,Device-831,Windows 11,Failed,High,8,No,NO_CVE,7.3,IT-LAP-0057,Marketing,Normal Activity,False
EVT05033,2026-01-18 11:25:00,168.165.163.141,10.0.7.225,matthew05,Malware Detection,SMB,India,India,Device-49,Windows 10,Success,High,0,No,CVE-2015-13565,2.3,ENG-DB-0075,Marketing,Normal Activity,False
EVT05034,2026-01-18 11:30:00,192.192.223.59,10.0.4.179,michael89,Suspicious Process Execution,FTP,India,India,Device-977,Windows 10,Blocked,Medium,0,No,CVE-2015-31188,7.6,HR-IOT-0068,Finance,Normal Activity,False
EVT05035,2026-01-18 11:35:00,197.132.74.208,10.0.1.184,jjones,Port Scan,SMB,India,India,Device-456,Windows 11,Failed,Medium,4,No,NO_CVE,3.3,SAL-IOT-0104,Marketing,Normal Activity,False
EVT05036,2026-01-18 11:40:00,116.218.136.73,10.0.2.181,frankyoung,Privilege Escalation,DNS,India,India,Device-71,Windows 10,Failed,High,3,No,CVE-2026-29868,6.3,LEG-PC-0022,Legal,Normal Activity,False
EVT05037,2026-01-18 11:45:00,124.102.241.157,10.0.8.134,beth43,Suspicious Process Execution,SSH,India,India,Device-248,Windows 10,Success,High,0,No,CVE-2018-34306,9.0,IT-RTR-0005,Engineering,Normal Activity,False
EVT05038,2026-01-18 11:50:00,173.160.230.126,10.0.5.12,jason14,Login Success,FTP,India,India,Device-365,Windows 11,Failed,High,0,Yes,NO_CVE,7.8,OPS-RTR-0060,Finance,Normal Activity,False
EVT05039,2026-01-18 11:55:00,188.9.225.248,10.0.4.164,deborahdavidson,File Access,DNS,India,India,Device-345,Windows Server 2019,Success,Medium,0,No,CVE-2026-29815,0.1,FIN-IOT-0043,Marketing,Normal Activity,False
EVT05040,2026-01-18 12:00:00,186.128.197.245,10.0.7.208,pamela76,VPN Connection,SMB,India,India,Device-539,Windows 10,Success,High,0,No,CVE-2025-58753,1.0,LEG-PRT-0115,Legal,Normal Activity,False
EVT05041,2026-01-18 12:05:00,72.170.204.177,10.0.9.194,amanda50,Malware Detection,SMB,India,India,Device-214,macOS,Detected,Medium,0,Yes,CVE-2022-26909,2.3,OPS-DB-0015,Sales,Normal Activity,False
EVT05042,2026-01-18 12:10:00,56.48.37.174,10.0.4.193,owensleslie,Malware Detection,SSH,India,India,Device-503,Linux,Failed,Medium,6,No,NO_CVE,9.7,HR-SW-0018,Operations,Normal Activity,False
EVT05043,2026-01-18 12:15:00,179.73.203.74,10.0.6.54,leealexander,Configuration Change,RDP,India,India,Device-257,Linux,Success,Low,0,Yes,NO_CVE,7.5,OPS-LAP-0017,Engineering,Normal Activity,False
EVT05044,2026-01-18 12:20:00,195.224.15.103,10.0.5.152,ariastiffany,Data Exfiltration Attempt,HTTP,India,India,Device-969,Windows 10,Failed,Medium,4,Yes,CVE-2022-48759,8.1,LEG-MOB-0005,Engineering,Normal Activity,False
EVT05045,2026-01-18 12:25:00,130.155.224.11,10.0.8.89,bauerashley,Web Shell Detected,HTTPS,India,India,Device-175,Windows Server 2019,Success,Medium,0,No,NO_CVE,7.2,IT-MOB-0024,IT,Normal Activity,False
EVT05046,2026-01-18 12:30:00,157.18.124.92,10.0.3.45,lopezjustin,Malware Detection,HTTP,India,India,Device-586,Windows 11,Detected,Medium,0,No,CVE-2025-19539,3.3,LEG-PRT-0046,Finance,Normal Activity,False
EVT05047,2026-01-18 12:35:00,164.53.210.187,10.0.0.67,shubbard,Brute Force,HTTP,India,India,Device-638,macOS,Detected,High,0,No,NO_CVE,9.0,SAL-PRT-0011,Engineering,Normal Activity,False
EVT05048,2026-01-18 12:40:00,118.41.159.135,10.0.8.179,hbeck,Ransomware Detected,FTP,India,India,Device-428,Windows Server 2019,Blocked,Medium,0,Yes,NO_CVE,2.4,LEG-DB-0082,Finance,Normal Activity,False
EVT05049,2026-01-18 12:45:00,92.32.120.157,10.0.6.65,denise39,Unauthorized Access,HTTPS,India,India,Device-518,Windows Server 2019,Detected,Medium,0,No,CVE-2021-1434,7.0,LEG-SW-0042,IT,Normal Activity,False
EVT05050,2026-01-18 12:50:00,12.114.221.164,10.0.0.42,burnsmichael,VPN Connection,FTP,India,India,Device-339,Linux,Success,High,0,No,CVE-2021-11617,7.2,IT-DB-0119,Engineering,Normal Activity,False
EVT05051,2026-01-18 12:55:00,167.234.125.62,10.0.1.87,martingary,DNS Tunneling Detected,SMB,India,India,Device-608,Windows Server 2019,Blocked,Low,0,No,NO_CVE,7.0,IT-LAP-0126,IT,Normal Activity,False
EVT05052,2026-01-18 13:00:00,197.235.20.130,10.0.6.159,walkerjennifer,Web Shell Detected,SSH,India,India,Device-424,Windows Server 2019,Success,High,0,No,CVE-2018-2313,8.7,ENG-PC-0002,Engineering,Normal Activity,False
EVT05053,2026-01-18 13:05:00,11.213.81.119,10.0.9.192,kevin81,VPN Connection,DNS,India,India,Device-950,Windows 10,Failed,High,5,No,CVE-2019-85337,5.8,SAL-FW-0084,Marketing,Normal Activity,False
EVT05054,2026-01-18 13:10:00,191.236.171.207,10.0.2.119,davidhoward,Data Exfiltration Attempt,SSH,India,India,Device-680,Windows Server 2019,Blocked,Medium,0,No,CVE-2022-6922,4.0,SAL-FW-0038,Engineering,Normal Activity,False
EVT05055,2026-01-18 13:15:00,123.228.85.148,10.0.5.59,carmen16,USB Device Connected,RDP,India,India,Device-813,Linux,Success,Low,0,No,NO_CVE,6.3,HR-IOT-0038,Legal,Normal Activity,False
EVT05056,2026-01-18 13:20:00,199.85.224.22,10.0.6.254,angela58,Port Scan,DNS,India,India,Device-644,Linux,Failed,High,6,No,NO_CVE,7.9,FIN-RTR-0092,Engineering,Normal Activity,False
EVT05057,2026-01-18 13:25:00,158.14.86.166,10.0.9.21,tracy37,Ransomware Detected,HTTPS,India,India,Device-652,macOS,Success,High,0,No,CVE-2024-99502,2.1,MKT-PRT-0049,IT,Normal Activity,False
EVT05058,2026-01-18 13:30:00,142.38.4.19,10.0.5.61,cindyburke,Firewall Rule Change,SSH,India,India,Device-787,Windows 11,Detected,Medium,0,No,NO_CVE,7.2,SAL-PRT-0118,Marketing,Normal Activity,False
EVT05059,2026-01-18 13:35:00,55.225.130.131,10.0.9.119,jeremiah62,Ransomware Detected,FTP,India,India,Device-127,Windows 10,Blocked,Medium,0,No,CVE-2020-79803,7.9,OPS-RTR-0121,HR,Normal Activity,False
EVT05060,2026-01-18 13:40:00,156.118.25.91,10.0.7.240,jgreen,Privilege Escalation,HTTPS,India,India,Device-687,Windows 11,Detected,High,0,Yes,CVE-2022-76027,2.7,IT-SRV-0056,Marketing,Normal Activity,False
EVT05061,2026-01-18 13:45:00,215.101.123.20,10.0.2.228,smithdeanna,Failed Login,FTP,India,India,Device-572,macOS,Success,Critical,0,No,NO_CVE,6.2,ENG-FW-0043,Sales,Normal Activity,False
EVT05062,2026-01-18 13:50:00,131.163.68.71,10.0.5.63,greengarrett,Brute Force,TCP,India,India,Device-156,macOS,Success,Medium,0,No,NO_CVE,0.0,LEG-DB-0078,Legal,Normal Activity,False
EVT05063,2026-01-18 13:55:00,195.147.29.39,10.0.4.171,matthew20,USB Device Connected,DNS,India,India,Device-35,Windows 10,Detected,High,0,Yes,CVE-2021-38689,8.8,ENG-RTR-0072,Sales,Normal Activity,False
EVT05064,2026-01-18 14:00:00,194.69.73.176,10.0.8.63,lauracompton,Phishing Email,SSH,India,India,Device-243,Windows 10,Success,Medium,0,No,CVE-2016-21445,4.4,HR-IOT-0032,Operations,Normal Activity,False
EVT05065,2026-01-18 14:05:00,43.96.15.83,10.0.9.191,csalinas,Credential Dumping,HTTPS,India,India,Device-986,Linux,Success,Medium,0,No,NO_CVE,8.6,SAL-MOB-0098,Marketing,Normal Activity,False
EVT05066,2026-01-18 14:10:00,21.93.138.61,10.0.0.13,lewisjeffrey,DDoS Attempt,DNS,India,India,Device-268,Windows 10,Failed,Medium,4,No,CVE-2017-30041,1.8,LEG-RTR-0107,Legal,Normal Activity,False
EVT05067,2026-01-18 14:15:00,198.89.96.68,10.0.7.143,denise39,USB Device Connected,SSH,India,India,Device-843,Windows 10,Blocked,Critical,0,Yes,CVE-2021-19154,0.8,SAL-IOT-0036,HR,Normal Activity,False
EVT05068,2026-01-18 14:20:00,165.25.227.98,10.0.9.128,leslie18,Ransomware Detected,SSH,India,India,Device-757,Windows 11,Detected,Medium,0,Yes,CVE-2021-79145,1.3,HR-SRV-0078,Engineering,Normal Activity,False
EVT05069,2026-01-18 14:25:00,70.103.194.111,10.0.1.83,michael89,Web Shell Detected,HTTP,India,India,Device-911,macOS,Blocked,High,0,No,NO_CVE,3.0,SAL-MOB-0142,Finance,Normal Activity,False
EVT05070,2026-01-18 14:30:00,23.46.168.158,10.0.4.29,jonathan13,USB Device Connected,SMB,India,India,Device-616,macOS,Failed,Medium,3,Yes,CVE-2019-22553,4.1,IT-RTR-0122,Engineering,Normal Activity,False
EVT05071,2026-01-18 14:35:00,111.152.231.199,10.0.7.149,amanda75,Lateral Movement Detected,TCP,India,India,Device-257,Linux,Detected,High,0,No,NO_CVE,0.8,SAL-PRT-0071,Marketing,Normal Activity,False
EVT05072,2026-01-18 14:40:00,168.225.254.166,10.0.3.26,nathanmurphy,Failed Login,RDP,India,India,Device-123,Windows Server 2019,Blocked,Medium,0,Yes,CVE-2017-13334,8.2,IT-FW-0020,Operations,Normal Activity,False
EVT05073,2026-01-18 14:45:00,201.60.112.64,10.0.1.3,burnsmichael,Account Lockout,HTTPS,India,India,Device-146,Windows 10,Failed,Medium,7,No,CVE-2017-81838,6.2,HR-SW-0062,Marketing,Normal Activity,False
EVT05074,2026-01-18 14:50:00,112.136.8.72,10.0.5.168,alexanderhoward,Unauthorized Access,HTTP,India,India,Device-173,Windows 11,Failed,High,2,No,CVE-2018-59548,7.0,HR-PC-0043,Sales,Normal Activity,False
EVT05075,2026-01-18 14:55:00,131.22.172.194,10.0.4.182,bennettpaul,Session Hijacking Attempt,TCP,India,India,Device-354,Windows 11,Detected,Medium,0,No,CVE-2022-74680,8.7,LEG-LAP-0074,Sales,Normal Activity,False
EVT05076,2026-01-18 15:00:00,137.14.11.80,10.0.9.103,ustewart,Login Success,RDP,India,India,Device-42,Windows 10,Failed,Critical,3,No,NO_CVE,3.7,IT-SRV-0013,Operations,Normal Activity,False
EVT05077,2026-01-18 15:05:00,45.41.192.239,10.0.6.32,iwhitney,SQL Injection Attempt,TCP,India,India,Device-342,Windows 11,Blocked,Medium,0,No,NO_CVE,4.9,MKT-SW-0033,Engineering,Normal Activity,False
EVT05078,2026-01-18 15:10:00,211.135.175.26,10.0.0.103,rhall,Suspicious Process Execution,SMB,India,India,Device-536,macOS,Success,Critical,0,No,CVE-2026-62030,7.8,LEG-SRV-0056,HR,Normal Activity,False
EVT05079,2026-01-18 15:15:00,47.4.161.202,10.0.8.170,michaeldickerson,VPN Connection,FTP,India,India,Device-198,Windows 10,Failed,Low,5,Yes,CVE-2023-30482,7.2,FIN-IOT-0030,Operations,Normal Activity,False
EVT05080,2026-01-18 15:20:00,126.21.32.228,10.0.8.100,sarah65,File Access,SMB,India,India,Device-987,Windows Server 2019,Failed,Medium,0,Yes,NO_CVE,6.4,IT-LAP-0033,Legal,Normal Activity,False
EVT05081,2026-01-18 15:25:00,217.50.245.172,10.0.1.34,pdavis,Brute Force,FTP,India,India,Device-597,Windows 10,Blocked,High,0,Yes,NO_CVE,9.7,HR-PC-0056,Operations,Normal Activity,False
EVT05082,2026-01-18 15:30:00,216.20.37.43,10.0.3.161,ogonzales,Account Lockout,HTTP,India,India,Device-809,Windows 10,Success,Medium,0,No,CVE-2024-8774,3.7,LEG-SW-0049,Marketing,Normal Activity,False
EVT05083,2026-01-18 15:35:00,193.87.71.243,10.0.8.168,pstewart,File Access,FTP,India,India,Device-362,Windows 10,Failed,High,7,No,CVE-2019-5552,8.1,OPS-MOB-0106,Engineering,Normal Activity,False
EVT05084,2026-01-18 15:40:00,15.254.123.137,10.0.3.201,adam63,Unauthorized Access,DNS,India,India,Device-590,macOS,Success,High,0,No,CVE-2016-32049,6.3,ENG-PRT-0075,IT,Normal Activity,False
EVT05085,2026-01-18 15:45:00,223.172.83.80,10.0.1.24,hmyers,Phishing Email,TCP,India,India,Device-50,Windows Server 2019,Success,Low,0,No,CVE-2015-83072,0.2,IT-RTR-0007,Finance,Normal Activity,False
EVT05086,2026-01-18 15:50:00,211.121.218.135,10.0.0.89,eball,Configuration Change,HTTP,India,India,Device-205,Windows 11,Failed,Medium,3,No,NO_CVE,7.9,ENG-DB-0112,Engineering,Normal Activity,False
EVT05087,2026-01-18 15:55:00,172.239.47.69,10.0.1.98,amanda75,Port Scan,DNS,India,India,Device-410,macOS,Blocked,Medium,0,No,NO_CVE,1.6,SAL-MOB-0045,HR,Normal Activity,False
EVT05088,2026-01-18 16:00:00,90.174.232.83,10.0.7.109,cynthiakelley,Suspicious Process Execution,FTP,India,India,Device-55,macOS,Blocked,High,0,No,NO_CVE,5.4,SAL-SW-0036,Marketing,Normal Activity,False
EVT05089,2026-01-18 16:05:00,55.62.221.201,10.0.0.71,stephaniemills,Data Exfiltration Attempt,FTP,India,India,Device-218,Linux,Failed,High,8,No,CVE-2016-56967,5.8,MKT-PC-0113,Sales,Normal Activity,False
EVT05090,2026-01-18 16:10:00,191.123.123.166,10.0.2.174,shawnryan,Web Shell Detected,HTTPS,India,India,Device-363,Windows Server 2019,Detected,High,0,No,CVE-2022-43793,5.5,LEG-PC-0084,Engineering,Normal Activity,False
EVT05091,2026-01-18 16:15:00,99.155.147.255,10.0.9.84,anthony67,Failed Login,FTP,India,India,Device-893,Linux,Failed,High,7,No,NO_CVE,5.1,IT-SRV-0080,Marketing,Normal Activity,False
EVT05092,2026-01-18 16:20:00,173.72.229.233,10.0.8.20,zrivera,Unauthorized Access,DNS,India,India,Device-352,Windows Server 2019,Success,High,0,No,NO_CVE,9.3,MKT-SW-0100,Operations,Normal Activity,False
EVT05093,2026-01-18 16:25:00,216.171.63.73,10.0.5.109,michaeldickerson,Malware Detection,FTP,India,India,Device-715,Linux,Success,Medium,0,No,CVE-2022-31806,8.7,MKT-MOB-0084,Finance,Normal Activity,False
EVT05094,2026-01-18 16:30:00,199.208.89.77,10.0.2.254,meaganmorris,Credential Dumping,SSH,India,India,Device-29,Linux,Success,Medium,0,No,CVE-2019-32091,3.3,FIN-MOB-0113,Operations,Normal Activity,False
EVT05095,2026-01-18 16:35:00,208.242.121.139,10.0.9.47,gloverjustin,Failed Login,SSH,India,India,Device-759,Windows Server 2019,Failed,High,8,No,CVE-2018-12991,3.5,MKT-PC-0004,Marketing,Normal Activity,False
EVT05096,2026-01-18 16:40:00,207.195.97.202,10.0.6.198,burnsmichael,Brute Force,SSH,India,India,Device-730,Windows Server 2019,Blocked,High,0,Yes,NO_CVE,3.3,OPS-RTR-0111,HR,Normal Activity,False
EVT05097,2026-01-18 16:45:00,147.182.246.188,10.0.6.189,walkerjennifer,Lateral Movement Detected,RDP,India,India,Device-728,Linux,Success,High,0,No,CVE-2024-38906,6.8,ENG-MOB-0116,Operations,Normal Activity,False
EVT05098,2026-01-18 16:50:00,217.193.232.210,10.0.1.145,adam63,Lateral Movement Detected,HTTPS,India,India,Device-201,Windows 11,Success,Critical,0,No,NO_CVE,9.6,ENG-SW-0088,Legal,Normal Activity,False
EVT05099,2026-01-18 16:55:00,219.246.229.33,10.0.2.157,thompsonstacey,Privilege Escalation,SSH,India,India,Device-794,Windows 11,Failed,Medium,7,No,NO_CVE,2.8,OPS-FW-0038,Marketing,Normal Activity,False
EVT05100,2026-01-18 17:00:00,211.5.26.209,10.0.1.164,smitchell,Account Lockout,RDP,India,India,Device-334,Windows 11,Detected,Medium,0,No,NO_CVE,1.6,HR-LAP-0099,Finance,Normal Activity,False
EVT05101,2026-01-18 17:05:00,31.246.4.96,10.0.7.225,ogonzales,Ransomware Detected,SSH,India,India,Device-176,Windows Server 2019,Blocked,Low,0,No,CVE-2017-51988,5.0,LEG-MOB-0084,Legal,Normal Activity,False
EVT05102,2026-01-18 17:10:00,70.2.80.15,10.0.8.52,rodgersjackie,Phishing Email,FTP,India,India,Device-196,Windows 10,Failed,High,8,No,NO_CVE,7.7,FIN-SW-0025,Legal,Normal Activity,False
EVT05103,2026-01-18 17:15:00,201.140.61.34,10.0.1.133,pstewart,Firewall Rule Change,TCP,India,India,Device-633,Windows 11,Success,Critical,0,No,CVE-2020-99661,9.0,FIN-SW-0040,Legal,Normal Activity,False
EVT05104,2026-01-18 17:20:00,166.214.193.172,10.0.7.111,ndecker,Ransomware Detected,SMB,India,India,Device-762,Windows 10,Detected,Medium,0,No,CVE-2026-14298,8.8,ENG-SW-0010,Engineering,Normal Activity,False
EVT05105,2026-01-18 17:25:00,133.175.241.243,10.0.6.242,ptaylor,Firewall Rule Change,RDP,India,India,Device-210,Linux,Success,Critical,0,No,NO_CVE,4.4,OPS-PC-0041,Legal,Normal Activity,False
EVT05106,2026-01-18 17:30:00,57.190.134.57,10.0.4.103,matthew20,Lateral Movement Detected,FTP,India,India,Device-58,Windows 11,Detected,Medium,0,No,CVE-2021-61823,1.2,ENG-FW-0070,IT,Normal Activity,False
EVT05107,2026-01-18 17:35:00,198.132.253.133,10.0.8.246,carmen16,Firewall Rule Change,DNS,India,India,Device-224,macOS,Detected,Critical,0,No,CVE-2020-23855,1.1,FIN-RTR-0059,Engineering,Normal Activity,False
EVT05108,2026-01-18 17:40:00,117.11.185.94,10.0.6.94,dylan59,Malware Detection,DNS,India,India,Device-393,macOS,Failed,Critical,6,No,CVE-2023-89622,2.1,OPS-MOB-0081,Finance,Normal Activity,False
EVT05109,2026-01-18 17:45:00,153.131.111.176,10.0.3.193,cindyburke,USB Device Connected,TCP,India,India,Device-215,Windows 11,Blocked,Critical,0,Yes,NO_CVE,0.8,MKT-IOT-0051,IT,Normal Activity,False
EVT05110,2026-01-18 17:50:00,221.243.81.12,10.0.5.60,matthew05,DDoS Attempt,HTTP,India,India,Device-865,macOS,Detected,Medium,0,No,NO_CVE,9.6,MKT-DB-0121,Finance,Normal Activity,False
EVT05111,2026-01-18 17:55:00,27.11.147.254,10.0.0.80,zglass,Login Success,SSH,India,India,Device-132,macOS,Success,Medium,0,No,CVE-2019-86802,0.5,MKT-PRT-0014,Marketing,Normal Activity,False
EVT05112,2026-01-18 18:00:00,201.238.73.222,10.0.9.207,leslie18,USB Device Connected,RDP,India,India,Device-608,Windows 11,Failed,High,2,No,NO_CVE,4.3,MKT-PC-0098,Engineering,Normal Activity,False
EVT05113,2026-01-18 18:05:00,204.128.2.8,10.0.7.153,jpearson,Privilege Escalation,SMB,India,India,Device-46,Windows Server 2019,Blocked,Medium,0,No,NO_CVE,2.5,ENG-DB-0079,Finance,Normal Activity,False
EVT05114,2026-01-18 18:10:00,78.107.70.180,10.0.9.7,vvaldez,Phishing Email,HTTP,India,India,Device-510,Windows 10,Failed,Low,6,No,NO_CVE,8.3,MKT-MOB-0094,Engineering,Normal Activity,False
EVT05115,2026-01-18 18:15:00,146.130.250.242,10.0.8.32,justinburns,Account Lockout,DNS,India,India,Device-974,Windows 11,Success,Low,0,Yes,NO_CVE,1.8,OPS-PRT-0070,Marketing,Normal Activity,False
EVT05116,2026-01-18 18:20:00,149.149.207.39,10.0.4.195,fergusonjimmy,Malware Detection,SSH,India,India,Device-794,Windows Server 2019,Success,Medium,0,No,CVE-2024-74132,1.1,IT-PRT-0053,Operations,Normal Activity,False
EVT05117,2026-01-18 18:25:00,198.81.26.18,10.0.6.98,taylorjessica,VPN Connection,SSH,India,India,Device-244,macOS,Success,High,0,No,CVE-2020-85552,2.6,ENG-SRV-0023,HR,Normal Activity,False
EVT05118,2026-01-18 18:30:00,141.175.0.17,10.0.7.152,jeremybell,Unauthorized Access,RDP,India,India,Device-316,Windows 11,Success,High,0,No,NO_CVE,0.5,OPS-FW-0001,HR,Normal Activity,False
EVT05119,2026-01-18 18:35:00,194.144.174.237,10.0.4.171,jeremybell,Ransomware Detected,HTTPS,India,India,Device-435,Windows 11,Blocked,Medium,0,No,NO_CVE,2.3,HR-PRT-0068,Sales,Normal Activity,False
EVT05120,2026-01-18 18:40:00,157.96.240.70,10.0.6.219,fuenteslisa,Lateral Movement Detected,HTTP,India,India,Device-146,Windows 11,Success,Medium,0,No,CVE-2024-21205,4.8,SAL-FW-0120,Engineering,Normal Activity,False
EVT05121,2026-01-18 18:45:00,155.179.76.210,10.0.7.131,irwinmisty,SQL Injection Attempt,SMB,India,India,Device-680,macOS,Success,Critical,0,No,CVE-2025-66503,8.4,HR-LAP-0113,Legal,Normal Activity,False
EVT05122,2026-01-18 18:50:00,31.166.108.188,10.0.2.58,uroberts,Data Exfiltration Attempt,TCP,India,India,Device-245,Windows 10,Detected,Low,0,No,CVE-2024-28727,9.2,SAL-MOB-0063,Operations,Normal Activity,False
EVT05123,2026-01-18 18:55:00,50.133.166.82,10.0.7.187,jason48,Malware Detection,HTTPS,India,India,Device-5,Windows 10,Failed,Low,0,No,CVE-2015-49468,7.8,FIN-MOB-0099,Engineering,Normal Activity,False
EVT05124,2026-01-18 19:00:00,22.0.35.4,10.0.2.50,cynthiamayer,Suspicious Process Execution,FTP,India,India,Device-791,Windows 10,Failed,Medium,4,No,NO_CVE,2.2,SAL-LAP-0001,Operations,Normal Activity,False
EVT05125,2026-01-18 19:05:00,221.86.133.232,10.0.5.137,paul10,Malware Detection,SSH,India,India,Device-186,Windows 11,Blocked,High,0,No,CVE-2024-28529,1.3,FIN-RTR-0102,Finance,Normal Activity,False
EVT05126,2026-01-18 19:10:00,38.211.71.237,10.0.2.144,jacqueline77,DNS Tunneling Detected,TCP,India,India,Device-2,macOS,Success,Critical,0,No,CVE-2022-39648,6.8,IT-SRV-0116,Marketing,Normal Activity,False
EVT05127,2026-01-18 19:15:00,203.241.92.141,10.0.9.233,lopezjustin,Session Hijacking Attempt,HTTPS,India,India,Device-869,Windows 11,Detected,High,0,No,NO_CVE,2.0,HR-MOB-0084,IT,Normal Activity,False
EVT05128,2026-01-18 19:20:00,194.247.229.172,10.0.2.95,scortez,Suspicious Process Execution,SSH,India,India,Device-111,Windows 10,Success,High,0,No,CVE-2015-18095,5.8,OPS-PRT-0080,Finance,Normal Activity,False
