rank,event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified,status
4888,EVT09728,0.4259,42.59,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.169832+00:00,High,18.89,Normal,5.3,No IOC Match,,LEG-FW-0051,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0051,Unknown,False,Open
4889,EVT02659,0.4258,42.58,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.881388+00:00,Medium,22.25,Normal,8.0,No IOC Match,,ENG-PC-0015,Unknown,False,,0,Normal,No IOC Match,ENG-PC-0015,Unknown,False,Open
4890,EVT05907,0.4258,42.58,Moderate,Review When Possible,True,[],1.0,0.5,[],2026-09-02T05:58:32.018690+00:00,High,20.13,Normal,4.4,No IOC Match,,HR-SW-0108,Medium,True,0.5,0,Normal,No IOC Match,HR-SW-0108,Medium,True,Open
4891,EVT02035,0.4257,42.57,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.852913+00:00,High,35.61,Normal,3.2,No IOC Match,,LEG-FW-0092,Unknown,False,,3,Normal,No IOC Match,LEG-FW-0092,Unknown,False,Open
4892,EVT07162,0.4257,42.57,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.068129+00:00,Medium,27.83,Normal,7.3,No IOC Match,,LEG-PC-0078,Unknown,False,,0,Normal,No IOC Match,LEG-PC-0078,Unknown,False,Open
4893,EVT07550,0.4257,42.57,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.083507+00:00,High,28.42,Normal,4.1,No IOC Match,,LEG-PC-0062,Unknown,False,,0,Normal,No IOC Match,LEG-PC-0062,Unknown,False,Open
4894,EVT00156,0.4256,42.56,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.780241+00:00,Low,37.6,Normal,9.2,No IOC Match,,SAL-PC-0095,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0095,Unknown,False,Open
4895,EVT07494,0.4256,42.56,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.081477+00:00,High,46.78,Normal,1.8,No IOC Match,,FIN-DB-0044,Unknown,False,,5,Normal,No IOC Match,FIN-DB-0044,Unknown,False,Open
4896,EVT07780,0.4256,42.56,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.092240+00:00,Low,40.79,Normal,8.8,No IOC Match,,FIN-RTR-0027,Unknown,False,,0,Normal,No IOC Match,FIN-RTR-0027,Unknown,False,Open
4897,EVT08410,0.4256,42.56,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.118269+00:00,Medium,58.19,Normal,3.5,No IOC Match,,IT-SW-0082,Unknown,False,,8,Normal,No IOC Match,IT-SW-0082,Unknown,False,Open
4898,EVT09071,0.4256,42.56,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.144549+00:00,Low,35.2,Normal,9.5,No IOC Match,,MKT-DB-0116,Unknown,False,,0,Normal,No IOC Match,MKT-DB-0116,Unknown,False,Open
4899,EVT07807,0.4254,42.54,Moderate,Review When Possible,True,[],1.0,0.25,['High CVSS vulnerability'],2026-09-02T05:58:32.093211+00:00,Medium,32.15,Normal,8.5,No IOC Match,,LEG-MOB-0110,Low,True,0.25,0,Normal,No IOC Match,LEG-MOB-0110,Low,True,Open
4900,EVT09670,0.4254,42.54,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.167378+00:00,Critical,20.94,Normal,1.9,No IOC Match,,HR-FW-0089,Unknown,False,,0,Normal,No IOC Match,HR-FW-0089,Unknown,False,Open
4901,EVT09805,0.4254,42.54,Moderate,Review When Possible,True,[],1.0,0.25,['High CVSS vulnerability'],2026-09-02T05:58:32.172644+00:00,Low,51.57,Normal,9.2,No IOC Match,,LEG-SW-0066,Low,True,0.25,1,Normal,No IOC Match,LEG-SW-0066,Low,True,Open
4902,EVT04043,0.4253,42.53,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.936947+00:00,High,56.31,Suspicious,0.6,No IOC Match,,IT-MOB-0083,Unknown,False,,4,Suspicious,No IOC Match,IT-MOB-0083,Unknown,False,Open
4903,EVT06762,0.4252,42.52,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.053064+00:00,Medium,26.88,Normal,7.4,No IOC Match,,LEG-LAP-0043,Unknown,False,,0,Normal,No IOC Match,LEG-LAP-0043,Unknown,False,Open
4904,EVT07594,0.4252,42.52,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.085068+00:00,Medium,30.05,Normal,7.0,No IOC Match,,IT-PC-0103,Unknown,False,,2,Normal,No IOC Match,IT-PC-0103,Unknown,False,Open
4905,EVT08918,0.4252,42.52,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.138192+00:00,High,23.47,Normal,4.7,No IOC Match,,OPS-SW-0095,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0095,Unknown,False,Open
4906,EVT02970,0.4251,42.51,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.894789+00:00,Critical,30.43,Normal,0.7,No IOC Match,,OPS-SW-0066,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0066,Unknown,False,Open
4907,EVT04015,0.425,42.5,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.935957+00:00,High,24.99,Normal,4.5,No IOC Match,,SAL-DB-0002,Unknown,False,,0,Normal,No IOC Match,SAL-DB-0002,Unknown,False,Open
4908,EVT04554,0.425,42.5,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.957139+00:00,Medium,28.39,Normal,7.2,No IOC Match,,SAL-PRT-0034,Unknown,False,,2,Normal,No IOC Match,SAL-PRT-0034,Unknown,False,Open
4909,EVT05637,0.425,42.5,Moderate,Review When Possible,True,[],1.0,0.25,[],2026-09-02T05:58:32.008727+00:00,High,47.0,Normal,3.5,No IOC Match,,LEG-LAP-0060,Low,True,0.25,0,Normal,No IOC Match,LEG-LAP-0060,Low,True,Open
4910,EVT00532,0.4249,42.49,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.794729+00:00,Critical,31.98,Normal,0.5,No IOC Match,,ENG-PC-0037,Unknown,False,,2,Normal,No IOC Match,ENG-PC-0037,Unknown,False,Open
4911,EVT02428,0.4248,42.48,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.868902+00:00,Critical,32.75,Normal,0.4,No IOC Match,,HR-PC-0111,Unknown,False,,0,Normal,No IOC Match,HR-PC-0111,Unknown,False,Open
4912,EVT02665,0.4248,42.48,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.881640+00:00,High,28.13,Normal,4.1,No IOC Match,,LEG-IOT-0007,Unknown,False,,0,Normal,No IOC Match,LEG-IOT-0007,Unknown,False,Open
4913,EVT02826,0.4248,42.48,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.888566+00:00,High,32.93,Normal,3.5,No IOC Match,,HR-RTR-0050,Unknown,False,,1,Normal,No IOC Match,HR-RTR-0050,Unknown,False,Open
4914,EVT03661,0.4248,42.48,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.922927+00:00,High,20.93,Normal,5.0,No IOC Match,,OPS-SRV-0105,Unknown,False,,0,Normal,No IOC Match,OPS-SRV-0105,Unknown,False,Open
4915,EVT07663,0.4248,42.48,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.087837+00:00,Medium,29.94,Normal,7.0,No IOC Match,,IT-LAP-0109,Unknown,False,,0,Normal,No IOC Match,IT-LAP-0109,Unknown,False,Open
4916,EVT09437,0.4248,42.48,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.158788+00:00,Medium,77.14,Suspicious,1.1,No IOC Match,,IT-SRV-0059,Unknown,False,,8,Suspicious,No IOC Match,IT-SRV-0059,Unknown,False,Open
4917,EVT02932,0.4247,42.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.893143+00:00,Critical,25.51,Normal,1.3,No IOC Match,,SAL-DB-0043,Unknown,False,,0,Normal,No IOC Match,SAL-DB-0043,Unknown,False,Open
4918,EVT04632,0.4247,42.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.960241+00:00,High,53.7,Normal,0.9,No IOC Match,,OPS-SRV-0043,Unknown,False,,8,Normal,No IOC Match,OPS-SRV-0043,Unknown,False,Open
4919,EVT08754,0.4247,42.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.131240+00:00,Low,36.5,Normal,9.3,No IOC Match,,ENG-FW-0049,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0049,Unknown,False,Open
4920,EVT09368,0.4247,42.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.156277+00:00,Low,57.3,Normal,6.7,No IOC Match,,HR-RTR-0094,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0094,Unknown,False,Open
4921,EVT09386,0.4247,42.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.156929+00:00,High,36.9,Normal,3.0,No IOC Match,,SAL-LAP-0096,Unknown,False,,5,Normal,No IOC Match,SAL-LAP-0096,Unknown,False,Open
4922,EVT09720,0.4247,42.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.169548+00:00,High,25.7,Normal,4.4,No IOC Match,,MKT-SW-0121,Unknown,False,,0,Normal,No IOC Match,MKT-SW-0121,Unknown,False,Open
4923,EVT00171,0.4246,42.46,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.780823+00:00,High,48.07,Normal,1.6,No IOC Match,,MKT-PC-0017,Unknown,False,,6,Normal,No IOC Match,MKT-PC-0017,Unknown,False,Open
4924,EVT06638,0.4246,42.46,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.048011+00:00,High,21.67,Normal,4.9,No IOC Match,,ENG-SRV-0033,Unknown,False,,0,Normal,No IOC Match,ENG-SRV-0033,Unknown,False,Open
4925,EVT00250,0.4245,42.45,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.783757+00:00,Low,51.64,Normal,7.4,No IOC Match,,MKT-SRV-0088,Unknown,False,,3,Normal,No IOC Match,MKT-SRV-0088,Unknown,False,Open
4926,EVT03105,0.4245,42.45,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.900519+00:00,Critical,26.24,Normal,1.2,No IOC Match,,ENG-RTR-0100,Unknown,False,,0,Normal,No IOC Match,ENG-RTR-0100,Unknown,False,Open
4927,EVT02553,0.4244,42.44,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.874162+00:00,High,30.4,Normal,3.8,No IOC Match,,HR-SW-0118,Unknown,False,,0,Normal,No IOC Match,HR-SW-0118,Unknown,False,Open
4928,EVT04370,0.4244,42.44,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.949869+00:00,High,23.22,Normal,4.7,No IOC Match,,IT-IOT-0056,Unknown,False,,0,Normal,No IOC Match,IT-IOT-0056,Unknown,False,Open
4929,EVT05654,0.4244,42.44,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.009312+00:00,High,42.4,Normal,2.3,No IOC Match,,OPS-LAP-0065,Unknown,False,,6,Normal,No IOC Match,OPS-LAP-0065,Unknown,False,Open
4930,EVT06110,0.4244,42.44,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.026299+00:00,Medium,24.22,Normal,7.7,No IOC Match,,LEG-FW-0078,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0078,Unknown,False,Open
4931,EVT07349,0.4244,42.44,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.075704+00:00,Medium,27.41,Normal,7.3,No IOC Match,,ENG-MOB-0141,Unknown,False,,1,Normal,No IOC Match,ENG-MOB-0141,Unknown,False,Open
4932,EVT07978,0.4244,42.44,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.100941+00:00,High,25.6,Normal,4.4,No IOC Match,,IT-LAP-0029,Unknown,False,,0,Normal,No IOC Match,IT-LAP-0029,Unknown,False,Open
4933,EVT02504,0.4243,42.43,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.871994+00:00,Low,43.59,Normal,8.4,No IOC Match,,LEG-RTR-0103,Unknown,False,,0,Normal,No IOC Match,LEG-RTR-0103,Unknown,False,Open
4934,EVT02850,0.4242,42.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.889536+00:00,Medium,32.16,Normal,6.7,No IOC Match,,FIN-DB-0103,Unknown,False,,0,Normal,No IOC Match,FIN-DB-0103,Unknown,False,Open
4935,EVT04524,0.4242,42.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.955916+00:00,Low,42.75,Normal,8.5,No IOC Match,,IT-PRT-0013,Unknown,False,,0,Normal,No IOC Match,IT-PRT-0013,Unknown,False,Open
4936,EVT04794,0.4242,42.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.966354+00:00,High,27.95,Normal,4.1,No IOC Match,,OPS-DB-0085,Unknown,False,,0,Normal,No IOC Match,OPS-DB-0085,Unknown,False,Open
4937,EVT05613,0.4242,42.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.007843+00:00,Critical,25.35,Normal,1.3,No IOC Match,,HR-DB-0031,Unknown,False,,0,Normal,No IOC Match,HR-DB-0031,Unknown,False,Open
4938,EVT08609,0.4242,42.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.125669+00:00,High,27.93,Normal,4.1,No IOC Match,,IT-MOB-0031,Unknown,False,,3,Normal,No IOC Match,IT-MOB-0031,Unknown,False,Open
4939,EVT08844,0.4242,42.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.135100+00:00,High,58.33,Suspicious,0.3,No IOC Match,,OPS-IOT-0085,Unknown,False,,6,Suspicious,No IOC Match,OPS-IOT-0085,Unknown,False,Open
4940,EVT09835,0.4242,42.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.173712+00:00,Critical,22.93,Normal,1.6,No IOC Match,,ENG-PRT-0125,Unknown,False,,0,Normal,No IOC Match,ENG-PRT-0125,Unknown,False,Open
4941,EVT00479,0.4241,42.41,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.792817+00:00,Low,48.3,Normal,7.8,No IOC Match,,MKT-SW-0076,Unknown,False,,2,Normal,No IOC Match,MKT-SW-0076,Unknown,False,Open
4942,EVT01757,0.4241,42.41,Moderate,Review When Possible,True,[],1.0,0.25,['High CVSS vulnerability'],2026-09-02T05:58:31.840543+00:00,Low,57.42,Normal,8.4,No IOC Match,,MKT-PRT-0028,Low,True,0.25,0,Normal,No IOC Match,MKT-PRT-0028,Low,True,Open
4943,EVT02672,0.4241,42.41,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.881890+00:00,Low,54.71,Normal,7.0,No IOC Match,,FIN-DB-0061,Unknown,False,,0,Normal,No IOC Match,FIN-DB-0061,Unknown,False,Open
4944,EVT04456,0.4241,42.41,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.953303+00:00,High,27.11,Normal,4.2,No IOC Match,,FIN-IOT-0051,Unknown,False,,0,Normal,No IOC Match,FIN-IOT-0051,Unknown,False,Open
4945,EVT04967,0.4241,42.41,Moderate,Review When Possible,True,[],1.0,1.0,['Critical asset'],2026-09-02T05:58:31.975643+00:00,Medium,37.24,Normal,0.3,No IOC Match,,FIN-PC-0016,Critical,True,1.0,0,Normal,No IOC Match,FIN-PC-0016,Critical,True,Open
4946,EVT06199,0.424,42.4,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.029596+00:00,High,45.47,Normal,1.9,No IOC Match,,HR-FW-0014,Unknown,False,,0,Normal,No IOC Match,HR-FW-0014,Unknown,False,Open
4947,EVT08459,0.424,42.4,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.120104+00:00,High,25.47,Normal,4.4,No IOC Match,,FIN-SRV-0108,Unknown,False,,0,Normal,No IOC Match,FIN-SRV-0108,Unknown,False,Open
4948,EVT08701,0.424,42.4,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.129214+00:00,High,49.48,Normal,1.4,No IOC Match,,MKT-PRT-0108,Unknown,False,,7,Normal,No IOC Match,MKT-PRT-0108,Unknown,False,Open
4949,EVT05045,0.4239,42.39,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.979123+00:00,Medium,28.05,Normal,7.2,No IOC Match,,IT-MOB-0024,Unknown,False,,0,Normal,No IOC Match,IT-MOB-0024,Unknown,False,Open
4950,EVT09598,0.4239,42.39,Moderate,Review When Possible,True,[],1.0,0.75,[],2026-09-02T05:58:32.164783+00:00,High,28.16,Normal,0.8,No IOC Match,,IT-PC-0087,High,True,0.75,0,Normal,No IOC Match,IT-PC-0087,High,True,Open
4951,EVT03600,0.4238,42.38,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.920720+00:00,Medium,67.23,Suspicious,2.3,No IOC Match,,ENG-PRT-0013,Unknown,False,,7,Suspicious,No IOC Match,ENG-PRT-0013,Unknown,False,Open
4952,EVT07408,0.4238,42.38,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.078155+00:00,Medium,37.62,Normal,6.0,No IOC Match,,HR-FW-0058,Unknown,False,,2,Normal,No IOC Match,HR-FW-0058,Unknown,False,Open
4953,EVT07958,0.4238,42.38,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.100172+00:00,High,19.83,Normal,5.1,No IOC Match,,LEG-MOB-0061,Unknown,False,,0,Normal,No IOC Match,LEG-MOB-0061,Unknown,False,Open
4954,EVT06311,0.4237,42.37,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.033702+00:00,Critical,25.97,Normal,1.2,No IOC Match,,MKT-SRV-0090,Unknown,False,,1,Normal,No IOC Match,MKT-SRV-0090,Unknown,False,Open
4955,EVT08820,0.4237,42.37,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.133833+00:00,Medium,48.78,Normal,4.6,No IOC Match,,LEG-SW-0058,Unknown,False,,7,Normal,No IOC Match,LEG-SW-0058,Unknown,False,Open
4956,EVT03634,0.4236,42.36,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.921919+00:00,Critical,32.36,Normal,0.4,No IOC Match,,MKT-DB-0092,Unknown,False,,0,Normal,No IOC Match,MKT-DB-0092,Unknown,False,Open
4957,EVT03821,0.4236,42.36,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.928578+00:00,Low,56.95,Normal,6.7,No IOC Match,,ENG-IOT-0046,Unknown,False,,0,Normal,No IOC Match,ENG-IOT-0046,Unknown,False,Open
4958,EVT07955,0.4235,42.35,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.100068+00:00,High,22.91,Normal,4.7,No IOC Match,,HR-PC-0089,Unknown,False,,0,Normal,No IOC Match,HR-PC-0089,Unknown,False,Open
4959,EVT08815,0.4235,42.35,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.133658+00:00,High,34.12,Normal,3.3,No IOC Match,,HR-LAP-0046,Unknown,False,,4,Normal,No IOC Match,HR-LAP-0046,Unknown,False,Open
4960,EVT02535,0.4234,42.34,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.873310+00:00,Medium,52.68,Normal,4.1,No IOC Match,,ENG-PRT-0016,Unknown,False,,7,Normal,No IOC Match,ENG-PRT-0016,Unknown,False,Open
4961,EVT09409,0.4234,42.34,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.157749+00:00,High,35.68,Normal,3.1,No IOC Match,,HR-SW-0056,Unknown,False,,0,Normal,No IOC Match,HR-SW-0056,Unknown,False,Open
4962,EVT00187,0.4233,42.33,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.781380+00:00,Medium,42.24,Normal,5.4,No IOC Match,,SAL-SRV-0056,Unknown,False,,5,Normal,No IOC Match,SAL-SRV-0056,Unknown,False,Open
4963,EVT00523,0.4233,42.33,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.794392+00:00,Low,41.65,Normal,8.6,No IOC Match,,ENG-SRV-0124,Unknown,False,,0,Normal,No IOC Match,ENG-SRV-0124,Unknown,False,Open
4964,EVT04301,0.4233,42.33,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.946991+00:00,Medium,34.27,Normal,6.4,No IOC Match,,MKT-RTR-0018,Unknown,False,,0,Normal,No IOC Match,MKT-RTR-0018,Unknown,False,Open
4965,EVT05633,0.4233,42.33,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.008588+00:00,High,46.04,Normal,1.8,No IOC Match,,OPS-PRT-0007,Unknown,False,,4,Normal,No IOC Match,OPS-PRT-0007,Unknown,False,Open
4966,EVT06521,0.4232,42.32,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.042493+00:00,High,30.02,Normal,3.8,No IOC Match,,SAL-LAP-0001,Unknown,False,,2,Normal,No IOC Match,SAL-LAP-0001,Unknown,False,Open
4967,EVT06899,0.4232,42.32,Moderate,Review When Possible,True,[],1.0,0.75,[],2026-09-02T05:58:32.058364+00:00,High,28.69,Normal,0.7,No IOC Match,,HR-IOT-0014,High,True,0.75,0,Normal,No IOC Match,HR-IOT-0014,High,True,Open
4968,EVT03269,0.4231,42.31,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.907031+00:00,High,31.58,Normal,3.6,No IOC Match,,IT-PC-0006,Unknown,False,,0,Normal,No IOC Match,IT-PC-0006,Unknown,False,Open
4969,EVT08097,0.4231,42.31,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.106211+00:00,Low,55.99,Normal,6.8,No IOC Match,,FIN-IOT-0016,Unknown,False,,0,Normal,No IOC Match,FIN-IOT-0016,Unknown,False,Open
4970,EVT01088,0.423,42.3,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.815716+00:00,Critical,20.97,Normal,1.8,No IOC Match,,MKT-SRV-0063,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0063,Unknown,False,Open
4971,EVT04410,0.4229,42.29,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.951561+00:00,High,21.92,Normal,4.8,No IOC Match,,SAL-PRT-0021,Unknown,False,,0,Normal,No IOC Match,SAL-PRT-0021,Unknown,False,Open
4972,EVT09952,0.4229,42.29,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.178728+00:00,Medium,34.12,Normal,6.4,No IOC Match,,HR-LAP-0068,Unknown,False,,0,Normal,No IOC Match,HR-LAP-0068,Unknown,False,Open
4973,EVT00475,0.4227,42.27,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.792676+00:00,Medium,48.45,Normal,4.6,No IOC Match,,OPS-MOB-0050,Unknown,False,,6,Normal,No IOC Match,OPS-MOB-0050,Unknown,False,Open
4974,EVT01676,0.4227,42.27,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.837653+00:00,Medium,42.86,Normal,5.3,No IOC Match,,OPS-RTR-0068,Unknown,False,,6,Normal,No IOC Match,OPS-RTR-0068,Unknown,False,Open
4975,EVT05458,0.4227,42.27,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.001078+00:00,Low,47.06,Normal,7.9,No IOC Match,,MKT-SW-0061,Unknown,False,,3,Normal,No IOC Match,MKT-SW-0061,Unknown,False,Open
4976,EVT01266,0.4226,42.26,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.822309+00:00,Critical,33.64,Normal,0.2,No IOC Match,,HR-FW-0047,Unknown,False,,0,Normal,No IOC Match,HR-FW-0047,Unknown,False,Open
4977,EVT02485,0.4226,42.26,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.871288+00:00,High,41.83,Normal,2.3,No IOC Match,,SAL-SRV-0048,Unknown,False,,6,Normal,No IOC Match,SAL-SRV-0048,Unknown,False,Open
4978,EVT03977,0.4226,42.26,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.934204+00:00,Medium,57.23,Normal,3.5,No IOC Match,,FIN-PRT-0049,Unknown,False,,6,Normal,No IOC Match,FIN-PRT-0049,Unknown,False,Open
4979,EVT07869,0.4226,42.26,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.095813+00:00,Medium,47.64,Normal,4.7,No IOC Match,,ENG-DB-0095,Unknown,False,,0,Normal,No IOC Match,ENG-DB-0095,Unknown,False,Open
4980,EVT08794,0.4226,42.26,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.132854+00:00,Medium,40.43,Normal,5.6,No IOC Match,,FIN-PC-0061,Unknown,False,,0,Normal,No IOC Match,FIN-PC-0061,Unknown,False,Open
4981,EVT05468,0.4225,42.25,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.001477+00:00,High,26.59,Normal,4.2,No IOC Match,,LEG-SW-0024,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0024,Unknown,False,Open
