indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity,malware_family,ioc_reputation,confidence_score
IOC00468,URL,https://www.kelly-aguilar.org/categories/postsindex.html,Cryptojacking,APT28,Medium,Medium,QakBot,Malicious,86
IOC00469,Email Address,gmartin@example.net,Ransomware,Unknown,High,Medium,TrickBot,Suspicious,82
IOC00470,IP Address,215.253.127.45,Rootkit,APT29,Medium,High,CobaltStrike,Suspicious,68
IOC00471,Email Address,kford@example.org,Worm,APT29,Medium,Low,CobaltStrike,Suspicious,75
IOC00472,File Hash (SHA256),2c2f796cd505edc847133a020fd6fd34a6bc191da613ea6de62502d9e7b59add,Ransomware,Lazarus,Medium,High,AgentTesla,Benign,60
IOC00473,Domain,george-gomez.com,Rootkit,Lazarus,Medium,Medium,CobaltStrike,Benign,80
IOC00474,Domain,johnson-mcclain.com,Ransomware,Lazarus,Medium,Medium,TrickBot,Malicious,50
IOC00475,URL,http://porter-sanchez.com/postslogin.php,Rootkit,Lazarus,Low,High,AgentTesla,Suspicious,89
IOC00476,Email Address,crystal00@example.com,Trojan,Lazarus,Medium,Low,QakBot,Suspicious,85
IOC00477,URL,https://black.com/postsregister.html,Botnet,Lazarus,Low,High,CobaltStrike,Benign,78
IOC00478,Email Address,christophertownsend@example.com,Spyware,Unknown,High,High,TrickBot,Suspicious,74
IOC00479,File Hash (SHA256),d7e3dc5bffd5c785456f51dcd3cd068d111dd2f711901aeb9244c7f51ccdd1b9,Botnet,Unknown,Low,Medium,TrickBot,Malicious,96
IOC00480,Email Address,jessicabarrett@example.org,Phishing,APT29,High,High,QakBot,Suspicious,98
IOC00481,Domain,james.org,Ransomware,APT29,High,Medium,TrickBot,Malicious,67
IOC00482,Domain,hall.org,SQL Injection Campaign,Lazarus,High,Low,AgentTesla,Benign,52
IOC00483,IP Address,192.176.118.40,Ransomware,APT29,Medium,High,AgentTesla,Malicious,67
IOC00484,File Hash (SHA256),0f9780c60d246d7ed0e2f851f63223a0bf6e50def6525bd6624840c6fd56a826,Cryptojacking,Lazarus,Medium,High,Emotet,Malicious,56
IOC00485,File Hash (SHA256),49259ed0e0461c04145ee6937aac73c381797c27d5b583041b595e6e213a4cf9,Spyware,Unknown,Low,Low,QakBot,Malicious,77
IOC00486,Domain,evans.com,Ransomware,FIN7,High,Low,TrickBot,Malicious,66
IOC00487,File Hash (SHA256),a6cf01268ebbe6f8f6f94a245ddbc0856eb7dde15de55ad1577fba5ecf7cd685,SQL Injection Campaign,Unknown,Low,Critical,CobaltStrike,Malicious,74
IOC00488,File Hash (SHA256),90c66721515095b7e262c6e78a57d0e7cc871c3a3e263526cb147077701b39f3,Worm,APT28,Medium,Medium,AgentTesla,Malicious,67
IOC00489,URL,https://gilbert.biz/posts/wp-content/tagabout.html,Cryptojacking,Unknown,High,High,QakBot,Malicious,89
IOC00490,URL,https://www.smith.com/search/categories/bloghome.htm,Ransomware,APT28,Low,Medium,QakBot,Malicious,92
IOC00491,File Hash (SHA256),52ae762aff483aa88fe5dc1a7218b6d335887cd02678d484cb149c8a213c0fcb,Phishing,APT29,High,Low,AgentTesla,Malicious,52
IOC00492,Email Address,chapmanwendy@example.org,Adware,Unknown,High,Medium,Emotet,Benign,74
IOC00493,File Hash (SHA256),84cfe9f0780e7a241c0655596a0413c20ccfdf7c0099d18c0ea3c22e007e606e,Cryptojacking,FIN7,High,Medium,QakBot,Malicious,56
IOC00494,Email Address,christopherlee@example.net,Rootkit,Unknown,Low,High,TrickBot,Malicious,96
IOC00495,IP Address,218.170.97.138,SQL Injection Campaign,Unknown,Low,Medium,CobaltStrike,Suspicious,59
IOC00496,URL,http://www.bond-simon.com/wp-content/mainprivacy.html,SQL Injection Campaign,Unknown,High,High,CobaltStrike,Suspicious,93
IOC00497,URL,http://cox-gallegos.com/explore/category/categorylogin.php,Brute Force,Lazarus,Low,Medium,AgentTesla,Suspicious,93
IOC00498,Domain,guerrero.biz,Botnet,Unknown,High,Low,QakBot,Malicious,68
IOC00499,IP Address,148.62.100.234,Spyware,Unknown,Low,Medium,CobaltStrike,Benign,64
IOC00500,Email Address,angela33@example.org,SQL Injection Campaign,FIN7,Medium,High,QakBot,Benign,70
IOC00501,Domain,harmon-gutierrez.com,Cryptojacking,APT28,High,High,AgentTesla,Suspicious,70
IOC00502,File Hash (SHA256),7356d288208d268129e38b823bd6046e3491a06c3c6b5f26e4c4aaa76d0f4f5b,Trojan,APT28,Medium,Medium,Emotet,Suspicious,86
IOC00503,IP Address,11.201.75.163,Cryptojacking,FIN7,Medium,Medium,CobaltStrike,Malicious,77
IOC00504,IP Address,41.168.59.64,Backdoor,APT29,Low,High,TrickBot,Benign,94
IOC00505,URL,http://www.dougherty-roberts.com/main/exploreregister.jsp,Keylogger,Unknown,Low,High,AgentTesla,Benign,81
IOC00506,File Hash (SHA256),ffb91004e7a949ae8a43661fb02e2b620e2a5ede34909af2ed0cf63388a9a1d0,Rootkit,APT29,Low,Medium,Emotet,Suspicious,90
IOC00507,File Hash (SHA256),8fb945fc1a833645948939937cffacac66fbba7f0c6908c53b546a82734fca6d,Cryptojacking,FIN7,High,Critical,TrickBot,Benign,76
IOC00508,Domain,knight-warren.com,Backdoor,APT29,High,Medium,TrickBot,Suspicious,72
IOC00509,Domain,johnson-moore.net,Cryptojacking,APT28,Low,High,CobaltStrike,Suspicious,59
IOC00510,URL,http://www.harris-bryant.org/search/categoriesprivacy.jsp,Spyware,Lazarus,Medium,High,QakBot,Malicious,89
IOC00511,IP Address,27.27.209.180,Rootkit,APT29,Medium,Medium,AgentTesla,Suspicious,90
IOC00512,Email Address,xfrost@example.net,Adware,Lazarus,Low,High,TrickBot,Malicious,55
IOC00513,URL,https://anderson-taylor.com/listindex.htm,Backdoor,APT29,High,Low,CobaltStrike,Benign,73
IOC00514,IP Address,65.9.236.133,Spyware,FIN7,High,Critical,Emotet,Benign,67
IOC00515,Email Address,longerin@example.org,Trojan,Lazarus,Medium,Medium,TrickBot,Suspicious,59
IOC00516,IP Address,185.113.110.224,Brute Force,APT29,Low,Medium,Emotet,Suspicious,64
IOC00517,File Hash (SHA256),b3fe63a359b4fcf37f9ae6631497613075f79598f89006a1f299e633ca0785fc,Backdoor,FIN7,High,High,AgentTesla,Malicious,94
IOC00518,File Hash (SHA256),68212eb329d477c1eb79e8c3ecc0983950a53956656abb2d459d9b6de24c59ac,DDoS,APT28,Medium,Critical,CobaltStrike,Malicious,92
IOC00519,File Hash (SHA256),92b216747ea9494fbb874a77ae1c3ec3060fca33cd5159fab8cfe236c8c57fbc,Spyware,Unknown,Low,High,Emotet,Benign,83
IOC00520,File Hash (SHA256),413391512005eb83bb77ad2fc5478ad7633832db875768a3def4690322641d51,Keylogger,FIN7,Low,Medium,QakBot,Benign,57
IOC00521,URL,https://ferguson-young.com/posts/tagmain.html,Botnet,FIN7,Low,Medium,Emotet,Suspicious,99
IOC00522,URL,http://hunter.com/listprivacy.html,Malware,APT28,Low,Low,Emotet,Suspicious,84
IOC00523,Email Address,megan20@example.com,Malware,Lazarus,Low,Medium,CobaltStrike,Malicious,76
IOC00524,Domain,escobar.com,Backdoor,APT29,Low,High,CobaltStrike,Suspicious,74
IOC00525,File Hash (SHA256),4003628a3877b1d76d9a263a739d12b3578f2a58cd88233364ee3d7fed6dda1a,Phishing,Lazarus,High,Critical,TrickBot,Malicious,52
IOC00526,URL,https://www.montgomery.com/blog/categories/tagabout.php,Trojan,FIN7,Low,Low,Emotet,Benign,70
IOC00527,Domain,rose-willis.com,Malware,APT29,Medium,Low,Emotet,Benign,88
IOC00528,Domain,rasmussen.com,Spyware,Unknown,High,Medium,CobaltStrike,Suspicious,81
IOC00529,IP Address,220.161.228.185,Trojan,Unknown,Low,Critical,QakBot,Malicious,99
IOC00530,Email Address,kjones@example.com,Cryptojacking,APT29,High,Medium,CobaltStrike,Suspicious,70
IOC00531,URL,https://www.haynes-brown.net/mainabout.html,Brute Force,FIN7,High,High,QakBot,Suspicious,58
IOC00532,Domain,newton-white.com,Ransomware,APT28,Medium,High,CobaltStrike,Malicious,99
IOC00533,Email Address,joliver@example.com,DDoS,Lazarus,Low,Medium,AgentTesla,Suspicious,50
IOC00534,URL,https://www.wright-pratt.com/main/main/searchprivacy.html,Adware,Lazarus,Medium,High,Emotet,Malicious,53
IOC00535,IP Address,89.243.109.41,Adware,APT28,High,High,QakBot,Malicious,53
IOC00536,Email Address,vanessa54@example.net,Cryptojacking,APT28,High,High,AgentTesla,Suspicious,98
IOC00537,URL,https://www.hammond-miller.net/blog/mainfaq.htm,DDoS,Unknown,Medium,Low,QakBot,Malicious,75
IOC00538,Email Address,nsmith@example.org,Cryptojacking,APT28,Medium,Critical,TrickBot,Benign,83
IOC00539,Domain,garcia.biz,Phishing,APT29,High,Medium,TrickBot,Benign,76
IOC00540,Domain,vargas-smith.com,Phishing,Unknown,Low,High,Emotet,Benign,64
IOC00541,Domain,banks.org,DDoS,FIN7,High,Low,AgentTesla,Benign,94
IOC00542,URL,https://www.davis-allen.com/search/searchcategory.jsp,Brute Force,Unknown,High,High,AgentTesla,Suspicious,81
IOC00543,Domain,contreras.com,Brute Force,Unknown,Low,Critical,TrickBot,Benign,90
IOC00544,Domain,cooper-evans.com,Trojan,Lazarus,Low,Low,Emotet,Benign,56
IOC00545,Email Address,mmorales@example.org,Rootkit,APT28,Low,Medium,TrickBot,Benign,93
IOC00546,URL,https://glenn-gallagher.com/categories/tags/categoriesabout.htm,Botnet,APT29,Medium,Low,AgentTesla,Benign,93
IOC00547,IP Address,59.200.31.73,Adware,APT28,Low,Medium,QakBot,Suspicious,63
IOC00548,Domain,briggs.com,SQL Injection Campaign,Lazarus,High,Medium,AgentTesla,Benign,72
IOC00549,URL,https://www.rodriguez.com/categoriesmain.htm,Malware,APT28,Medium,Low,Emotet,Malicious,96
IOC00550,IP Address,217.172.92.110,Backdoor,APT29,Medium,High,AgentTesla,Malicious,50
IOC00551,Email Address,baileyware@example.org,Phishing,APT28,High,Low,CobaltStrike,Suspicious,81
IOC00552,File Hash (SHA256),01ffa23c7effc6eef525f430960d386b65db83bd18974577b19dd668b3939e1b,Brute Force,Lazarus,Low,Medium,AgentTesla,Suspicious,90
IOC00553,Email Address,wilsonandrea@example.org,SQL Injection Campaign,APT29,Medium,Low,CobaltStrike,Suspicious,75
IOC00554,Email Address,kendrajackson@example.com,Backdoor,APT28,Low,High,TrickBot,Benign,97
IOC00555,Domain,villarreal-hoffman.info,Botnet,Lazarus,Low,Low,CobaltStrike,Suspicious,58
IOC00556,File Hash (SHA256),9d8dd2b76de635ef098fa5712fd7d76968a9dff500e9363cb91eaaf2ce1d7f1c,Trojan,Lazarus,High,Low,AgentTesla,Benign,65
IOC00557,Domain,wong.com,Brute Force,Unknown,Low,Critical,AgentTesla,Suspicious,80
IOC00558,URL,http://www.roy-ramos.org/categories/listabout.html,Brute Force,APT29,Medium,Low,AgentTesla,Malicious,51
IOC00559,URL,http://davis.org/blog/mainauthor.html,Adware,APT29,Low,Medium,Emotet,Malicious,81
IOC00560,IP Address,60.45.70.31,Adware,APT28,High,Critical,TrickBot,Benign,59
IOC00561,URL,https://www.mercado-martin.com/blog/blog/categorycategory.htm,Ransomware,Unknown,Medium,Critical,CobaltStrike,Suspicious,74
IOC00562,Email Address,uwebb@example.com,Ransomware,APT29,Low,High,QakBot,Malicious,67
IOC00563,Domain,benson.com,SQL Injection Campaign,Lazarus,Low,High,CobaltStrike,Benign,94
IOC00564,IP Address,213.114.222.21,Botnet,APT29,Low,High,AgentTesla,Malicious,83
IOC00565,URL,https://manning.net/searchprivacy.asp,Malware,Unknown,High,Medium,QakBot,Suspicious,78
IOC00566,Domain,williams-cross.net,Malware,FIN7,Low,High,QakBot,Benign,94
IOC00567,Domain,brown-smith.com,Rootkit,Lazarus,Low,Medium,CobaltStrike,Malicious,73
IOC00568,Email Address,michelemartinez@example.com,Adware,APT29,Medium,Medium,CobaltStrike,Suspicious,52
IOC00569,IP Address,181.23.206.139,Worm,Lazarus,Low,High,CobaltStrike,Benign,64
IOC00570,File Hash (SHA256),553916fa2d52e3fb061b7805f3aef6ed817e0a9a3678ed04bc1a8b7cd1f5309f,Trojan,APT28,Medium,Critical,CobaltStrike,Malicious,52
IOC00571,Domain,brown.info,Backdoor,Lazarus,Medium,High,TrickBot,Malicious,80
IOC00572,File Hash (SHA256),61d2a011b772e8c632693db638eff19d85a8805a02d8134f342134737443fdc8,Spyware,APT29,Low,Critical,Emotet,Benign,59
IOC00573,IP Address,211.139.59.48,Spyware,APT28,Low,High,Emotet,Suspicious,87
IOC00574,Email Address,omoreno@example.com,Worm,APT28,Medium,Low,CobaltStrike,Benign,71
IOC00575,URL,http://www.olsen.biz/tag/searchhomepage.htm,Keylogger,APT28,Low,Low,Emotet,Malicious,63
IOC00576,Email Address,wrightmaria@example.com,Trojan,FIN7,Low,High,CobaltStrike,Malicious,58
IOC00577,URL,http://www.proctor.com/list/tags/categoriesauthor.jsp,Worm,FIN7,High,High,CobaltStrike,Malicious,67
IOC00578,Domain,sharp-ayala.com,DDoS,APT28,High,High,CobaltStrike,Suspicious,57
IOC00579,IP Address,205.42.253.211,Backdoor,APT29,High,Low,TrickBot,Malicious,87
IOC00580,Domain,taylor.info,Trojan,APT28,Low,Low,AgentTesla,Malicious,64
IOC00581,Domain,carpenter.biz,Backdoor,APT28,Low,Medium,Emotet,Benign,95
IOC00582,Email Address,brandy46@example.org,Worm,Lazarus,Low,Medium,Emotet,Malicious,64
IOC00583,Domain,vang.com,Trojan,Lazarus,Low,Low,TrickBot,Benign,55
IOC00584,Domain,price.net,Ransomware,Lazarus,Medium,High,TrickBot,Malicious,61
IOC00585,Domain,walsh-krause.com,Cryptojacking,Unknown,High,High,CobaltStrike,Benign,91
IOC00586,IP Address,216.148.166.207,Malware,Lazarus,Low,Low,CobaltStrike,Benign,68
IOC00587,Email Address,claytonsmith@example.com,Trojan,Lazarus,High,High,AgentTesla,Benign,89
IOC00588,Email Address,whitejoe@example.net,SQL Injection Campaign,APT29,High,Medium,Emotet,Benign,54
IOC00589,Email Address,lori16@example.org,Brute Force,FIN7,Medium,Medium,TrickBot,Suspicious,76
IOC00590,File Hash (SHA256),4bad8889fdfc36649413f5d4564a871b3046ba2f288ab7c67097ef00b0f0f243,Backdoor,FIN7,Low,Low,AgentTesla,Malicious,59
IOC00591,Domain,parker.com,Spyware,FIN7,Medium,Low,Emotet,Suspicious,92
IOC00592,IP Address,44.122.249.76,Spyware,Unknown,Medium,Medium,AgentTesla,Malicious,95
IOC00593,URL,http://www.duffy.com/blogfaq.php,Backdoor,APT28,Medium,Medium,AgentTesla,Benign,63
IOC00594,IP Address,206.223.144.48,Ransomware,Lazarus,Low,Medium,CobaltStrike,Malicious,83
IOC00595,Domain,smith-bates.com,Cryptojacking,APT29,Low,Medium,AgentTesla,Benign,98
IOC00596,Domain,cooper-turner.com,Malware,Unknown,High,Medium,CobaltStrike,Malicious,64
IOC00597,Domain,stanley-orozco.com,Rootkit,FIN7,Medium,High,Emotet,Benign,78
IOC00598,Email Address,richard45@example.net,Ransomware,Unknown,Medium,Medium,Emotet,Malicious,75
IOC00599,File Hash (SHA256),5add000c1f35e2fab5941f80c611ca0955916f5df0abce84725c3a67035a2484,Spyware,APT29,Low,High,CobaltStrike,Malicious,76
IOC00600,File Hash (SHA256),b8615ca7a3ea38c60f8f8a52584108becf360782282113c7c4a21236d33addc6,Adware,Unknown,Medium,Low,QakBot,Malicious,52
IOC00601,URL,http://www.bernard.com/exploreterms.asp,Rootkit,FIN7,Low,Medium,AgentTesla,Benign,52
IOC00602,File Hash (SHA256),b74e8b924c43dce01a63356dc30f34b6867ebca45adb7133ced16985aea5e876,Adware,APT28,Medium,Low,Emotet,Malicious,84
IOC00603,URL,http://george.com/tagscategory.php,Adware,FIN7,High,Medium,AgentTesla,Benign,84
IOC00604,File Hash (SHA256),e3aa43ce30126336929221aa5b3c44efe7b76fda5ece6d536a8055de994c4648,Phishing,FIN7,Low,Low,QakBot,Suspicious,99
IOC00605,IP Address,6.162.247.249,Botnet,FIN7,Medium,Low,AgentTesla,Malicious,55
IOC00606,File Hash (SHA256),535af96d786a0e312c91ff6a39a8b04286b5cfe72e76baa0f5d49ef02e7310b7,Worm,Unknown,High,Critical,QakBot,Benign,63
IOC00607,Domain,ford.com,Spyware,APT29,Low,Medium,TrickBot,Benign,75
IOC00608,URL,http://www.griffith-klein.com/main/search/postspost.html,Backdoor,FIN7,High,Critical,QakBot,Benign,52
IOC00609,Email Address,jesseturner@example.org,Phishing,Unknown,Low,Medium,Emotet,Suspicious,82
IOC00610,File Hash (SHA256),d2e3001575b18395dc506ab8a198ab377c6d2a02fd4f6130bb006243a73a382d,Cryptojacking,APT29,Medium,Low,CobaltStrike,Benign,91
IOC00611,File Hash (SHA256),4e0325c8c046e9d540abade7af4576e6a18f8abd048e0a143f64cd2e9928c139,Botnet,APT28,Low,Medium,CobaltStrike,Suspicious,62
IOC00612,Email Address,gonzalesisabel@example.org,Phishing,FIN7,High,Low,AgentTesla,Suspicious,78
IOC00613,URL,https://campbell.info/posts/posts/categorieshome.htm,Brute Force,Lazarus,Medium,Medium,TrickBot,Benign,58
IOC00614,IP Address,91.201.248.108,Rootkit,Unknown,Low,Medium,AgentTesla,Malicious,81
IOC00615,IP Address,108.46.241.123,Phishing,APT28,Medium,High,QakBot,Suspicious,71
IOC00616,IP Address,40.115.9.233,Cryptojacking,APT28,Low,Low,CobaltStrike,Benign,71
IOC00617,File Hash (SHA256),6448f4552266946630ce3f77c1b21e962ff4fb33343e3299d1fc095186637768,Adware,APT28,High,Low,QakBot,Suspicious,83
IOC00618,File Hash (SHA256),ecc79c897dbc57dcba4384cc75e5146e6d0ea39a513ef04c7f34b8a36c9e9f39,Phishing,Unknown,Medium,Medium,CobaltStrike,Benign,59
IOC00619,Domain,daugherty.com,Keylogger,APT29,Medium,Medium,CobaltStrike,Benign,74
IOC00620,File Hash (SHA256),a01545e906ea8065c3d5e88b334398c66c70447ce62a5b3e70542b71a14250c6,Keylogger,Lazarus,Low,Medium,CobaltStrike,Suspicious,61
IOC00621,IP Address,216.134.12.86,Backdoor,APT29,Low,Low,Emotet,Benign,52
IOC00622,Email Address,tmendoza@example.com,Keylogger,FIN7,Medium,Medium,QakBot,Suspicious,68
IOC00623,File Hash (SHA256),184be7aa03f68380bb8cc9ae963e11efc665fd7407889bd9d7367da535dfedaf,Brute Force,Lazarus,Medium,High,AgentTesla,Benign,82
IOC00624,Domain,pearson-carpenter.net,Spyware,APT29,Low,Critical,TrickBot,Malicious,96
IOC00625,Email Address,sharonrodriguez@example.com,Phishing,FIN7,Medium,Critical,AgentTesla,Malicious,75
IOC00626,IP Address,217.236.215.175,Backdoor,Lazarus,Low,Critical,QakBot,Suspicious,62
IOC00627,Domain,strickland.com,Ransomware,Unknown,Medium,High,TrickBot,Suspicious,56
IOC00628,URL,https://meyer.com/listpost.html,Phishing,FIN7,Low,Low,AgentTesla,Suspicious,83
IOC00629,Domain,fernandez.biz,Cryptojacking,APT29,High,Medium,TrickBot,Suspicious,71
IOC00630,IP Address,152.197.62.135,Malware,Lazarus,Medium,Medium,QakBot,Malicious,69
IOC00631,File Hash (SHA256),d0e6e449bab778e264644b68e3db536506b9fa983bd88f9dd9aeccb2a1e3b9ab,Phishing,FIN7,Medium,Low,CobaltStrike,Suspicious,92
IOC00632,Email Address,kimberly62@example.org,Cryptojacking,FIN7,Low,Critical,QakBot,Benign,72
IOC00633,Domain,vargas.com,Spyware,Unknown,Low,Critical,Emotet,Benign,97
IOC00634,Email Address,bswanson@example.net,Trojan,FIN7,Medium,High,TrickBot,Suspicious,63
IOC00635,File Hash (SHA256),45864f52b0f5376d9752d963dbdb415a40e088accea459f17c31ed2a9b35d03e,Keylogger,Lazarus,Low,Medium,QakBot,Benign,79
IOC00636,IP Address,208.105.128.229,Backdoor,APT28,High,Low,CobaltStrike,Suspicious,72
IOC00637,Email Address,rebeccaevans@example.com,DDoS,Lazarus,Low,Low,CobaltStrike,Benign,96
IOC00638,File Hash (SHA256),8e545488636a3936c164a26ca62418ffbf5c5d180be9bbdf15fd9a96d90b02b6,Rootkit,Lazarus,High,Critical,QakBot,Benign,68
IOC00639,URL,https://www.atkins-reed.com/tags/appfaq.jsp,Worm,Unknown,High,Low,AgentTesla,Suspicious,88
IOC00640,File Hash (SHA256),e6cabe741a2a536e21e9adcac6a7d0eda8158c5ec4aa5eab5330132148e3ff6f,Worm,Unknown,High,Critical,QakBot,Suspicious,90
IOC00641,File Hash (SHA256),dec737d43f2c6ce0f1d8471be4f71c733683678eb219e257d1776b49c2f31e30,Rootkit,FIN7,Low,Low,CobaltStrike,Malicious,85
IOC00642,Email Address,florestamara@example.com,Brute Force,Unknown,Low,Low,QakBot,Suspicious,55
IOC00643,Domain,rangel.com,Phishing,FIN7,Medium,Low,Emotet,Malicious,72
IOC00644,URL,https://little.com/apphome.jsp,Keylogger,APT28,Medium,High,AgentTesla,Suspicious,59
IOC00645,Email Address,christopher43@example.net,Cryptojacking,APT29,Low,Low,QakBot,Benign,84
IOC00646,Domain,blake.com,Botnet,Unknown,High,Medium,CobaltStrike,Malicious,70
IOC00647,Email Address,dylan45@example.net,SQL Injection Campaign,Unknown,Low,Critical,QakBot,Benign,81
IOC00648,IP Address,110.8.1.92,Worm,APT28,Medium,High,QakBot,Suspicious,79
IOC00649,Email Address,vanessamurphy@example.com,Rootkit,Unknown,High,Critical,TrickBot,Suspicious,82
IOC00650,Domain,gutierrez.biz,Backdoor,APT28,Medium,High,QakBot,Suspicious,55
